GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Baden-Württemberg;Baden-Württemberg;Bayern;Bayern;Berlin;Berlin;Brandenburg;Brandenburg;Bremen;Bremen;Hamburg;Hamburg;Hessen;Hessen;Mecklenburg-Vorpommern;Mecklenburg-Vorpommern
;;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt
31.12.2009;52-Jährige;79086;155605;91515;181220;23339;45893;21637;41915;4518;9209;11261;22563;44980;88818;14566;28244
31.12.2009;53-Jährige;77015;152354;88237;174813;22655;45001;21456;41743;4396;8977;10648;21414;43099;85818;14427;28380
31.12.2009;54-Jährige;72593;144392;82927;165520;22302;44605;21631;42211;4313;8851;10317;20717;41272;82504;14530;28572
31.12.2009;55-Jährige;69199;139833;80658;162329;21588;43809;20996;41536;4172;8548;9796;19902;40114;80918;14495;28436
31.12.2009;56-Jährige;66216;134710;77229;156277;21318;43351;20711;41024;3999;8277;9253;18973;38490;77926;14114;27884
31.12.2009;57-Jährige;66780;135189;77403;157489;20476;42607;20118;39978;4005;8291;9356;19285;38699;78620;13581;27094
31.12.2009;58-Jährige;64652;131002;75224;152759;20768;43250;19721;38840;4047;8330;9096;18973;37975;77394;13159;26168
31.12.2009;59-Jährige;64801;132308;76437;155101;21532;45257;18397;36662;4078;8430;9451;19930;39149;79610;12238;24303
31.12.2009;60-Jährige;64063;129431;74468;151220;20426;42232;15556;31078;4145;8487;9454;19615;39025;78935;10476;21032
31.12.2009;61-Jährige;60115;120349;71607;144838;18891;38843;13357;26791;3909;7888;9319;19215;37042;74336;9189;18378
31.12.2009;62-Jährige;55732;112135;70127;142015;17518;36275;12641;25701;3685;7593;9027;18403;34283;69582;8473;17159
31.12.2009;63-Jährige;48524;98072;61386;125556;14251;28616;8540;17427;3646;7440;8388;17127;29446;59736;5659;11326
31.12.2009;64-Jährige;41716;84985;49912;101835;15455;32044;9837;20621;2932;6046;7424;15385;24523;50021;5901;12243
31.12.2009;65-Jährige;53803;109539;64280;130878;20413;42029;14796;30889;3697;7570;9180;19101;32641;66536;8836;18368
31.12.2009;66-Jährige;53633;110599;64110;130894;21005;43674;16040;33150;3902;7840;9280;19166;32442;65813;9555;19993
31.12.2009;67-Jährige;53235;108849;61973;127303;20005;41592;15202;32010;3706;7753;9052;18800;30578;62512;9155;19420
31.12.2009;68-Jährige;62351;129981;74008;154167;22772;47720;19034;39881;4125;8646;10261;21260;36460;74826;11711;24849
31.12.2009;69-Jährige;64691;135679;77859;163593;21617;45681;18723;39914;4377;9018;10176;21656;38245;79849;11599;25141
31.12.2009;70-Jährige;63147;132949;75610;159854;19689;42276;17954;38605;3995;8656;9422;20484;36585;76835;11394;25256
31.12.2009;71-Jährige;57857;123414;67572;144105;17974;38937;16268;35439;3843;8365;8942;19451;33095;70014;10736;23551
31.12.2009;72-Jährige;53407;113853;60593;130766;16275;36418;14927;32429;3494;7793;8393;18090;30408;65016;9518;21302
31.12.2009;73-Jährige;50570;109058;56461;124190;15459;34430;14123;31174;3362;7486;7778;17407;29071;62518;8862;20536
31.12.2009;74-Jährige;47310;102754;52065;115943;14534;32948;13515;30128;2956;6895;7225;16632;26863;58709;8522;19610
31.12.2009;75-Jährige;41731;91771;47108;106950;13065;30018;12058;27111;2624;6197;6010;14319;24267;53592;7778;18099
31.12.2009;76-Jährige;34098;75899;38773;88629;9031;21194;8784;20425;1995;4680;4568;10912;18865;42209;6012;14273
31.12.2009;77-Jährige;32152;72921;36428;85644;8156;19321;8387;19694;1803;4643;4226;10239;17570;40579;5820;13968
31.12.2009;78-Jährige;31103;71900;35441;84826;8012;19237;7958;18962;1783;4529;4177;10466;17326;40226;5361;13146
31.12.2009;79-Jährige;30544;72365;34276;83594;7893;19527;7673;19031;1789;4596;4236;10799;17204;41501;5010;12785
31.12.2009;80-Jährige;27608;67087;31711;78985;7003;18049;6642;17068;1749;4451;3860;10137;16085;38998;4272;11375
31.12.2009;81-Jährige;25496;63846;29450;74290;6220;16626;5699;15469;1677;4382;3655;9893;15272;37072;3626;10255
31.12.2009;82-Jährige;21217;56282;25439;67819;5001;14374;4409;12852;1348;3852;3099;8829;12851;33389;2719;8644
31.12.2009;83-Jährige;18648;52438;21641;62800;4311;13778;3544;11636;1191;3647;2791;8363;11344;31430;2188;7559
31.12.2009;84-Jährige;16122;48812;18504;57903;3656;12519;2985;10381;1049;3344;2464;7896;9873;29124;1850;6745
31.12.2009;85-Jährige;12543;41529;14456;50012;2731;10489;2249;8631;824;2858;1977;6954;7810;25328;1404;5605
31.12.2009;86-Jährige;10701;37635;12672;45301;2060;8568;1813;7335;742;2678;1717;6051;6369;22362;1140;4813
31.12.2009;87-Jährige;9575;33956;11437;41207;2079;8665;1597;6943;735;2492;1681;5751;5930;20466;978;4314
31.12.2009;88-Jährige;8388;31420;10110;37468;1965;8549;1492;6416;646;2389;1394;5424;5062;18602;823;3954
31.12.2009;89-Jährige;6648;26562;7906;30831;1790;7755;1125;5317;485;1983;1255;4829;4123;15558;649;3290
31.12.2009;90 Jahre und mehr;19146;72502;20095;72966;5477;24226;2503;13484;1632;5562;3599;13501;12210;42605;1587;8235
31.12.2009;Insgesamt;5285946;10744921;6136004;12510331;1686256;3442675;1244101;2511525;322227;661716;866623;1774224;2970776;6061951;818119;1651216
31.12.2010;unter 1 Jahr;46671;90868;54184;106070;16971;33172;9914;19108;2842;5517;8769;17086;26373;51737;6807;13325
31.12.2010;1-Jährige;46340;90592;54054;105199;16422;32161;9801;19096;2776;5393;8420;16274;26203;51050;6550;13055
31.12.2010;2-Jährige;47585;93067;55425;107920;16491;31858;10066;19781;2738;5410;8285;16206;26741;52232;6680;13159
31.12.2010;3-Jährige;47938;94108;55535;108747;15992;30876;10116;19673;2775;5435;8342;16168;27307;52987;6574;12832
31.12.2010;4-Jährige;47737;93277;54865;106975;14881;29213;9833;19065;2793;5338;7942;15349;26326;51587;6456;12579
31.12.2010;5-Jährige;48847;95374;56270;109479;14449;28030;9747;19142;2759;5208;7808;15335;27261;53159;6127;12156
31.12.2010;6-Jährige;50351;97832;56949;111736;14336;27903;10166;19695;2677;5174;7669;14990;27624;53893;6554;12852
31.12.2010;7-Jährige;50839;98381;57686;112894;13708;26727;10221;19714;2656;5215;7488;14639;27304;53534;6458;12612
31.12.2010;8-Jährige;51815;100629;58743;114756;13778;26677;9960;19457;2669;5152;7419;14508;28092;54648;6368;12341
31.12.2010;9-Jährige;52983;103341;60581;117383;13420;26366;9948;19350;2751;5389;7321;14407;28695;55974;6494;12635
31.12.2010;10-Jährige;55464;108675;62807;122918;13814;27053;10378;20409;2936;5699;7535;14550;29665;58604;6591;12801
31.12.2010;11-Jährige;57138;110591;64212;124375;13645;26689;10131;19938;2837;5634;7550;14585;30048;58497;6221;12155
31.12.2010;12-Jährige;58294;113667;66095;128511;13388;26240;9947;19318;3031;5841;7528;14814;30897;60098;6042;11894
31.12.2010;13-Jährige;60671;118377;67814;132195;13724;26535;9614;18915;3123;6005;7735;15140;32070;62379;6101;11808
31.12.2010;14-Jährige;59724;116614;67559;131395;13275;25999;9321;17916;3128;5949;7748;15073;31736;61766;5736;11083
31.12.2010;15-Jährige;59146;114999;66378;129184;12835;25126;8515;16463;3012;5953;7413;14291;30801;59945;5111;9986
31.12.2010;16-Jährige;59823;116329;68030;131973;13105;25313;8116;15744;3024;5881;7793;15025;31239;61085;4826;9354
31.12.2010;17-Jährige;62027;120798;71460;138924;13247;25925;7993;15538;3168;6181;7808;15385;32206;63038;5173;9849
31.12.2010;18-Jährige;63467;123192;71802;140910;14260;27784;8708;16744;3390;6574;8121;16126;32759;64161;5697;10990
31.12.2010;19-Jährige;65188;127582;74982;145394;15362;30749;10112;19691;3661;7299;8646;17407;33546;66056;6731;13096
31.12.2010;20-Jährige;68453;133994;78565;153746;19628;39965;15272;28741;4050;8228;9868;20022;35427;69988;10637;20584
31.12.2010;21-Jährige;66890;131108;76869;151372;21393;44019;15825;29907;4258;8733;10251;21221;35433;70093;11481;21708
31.12.2010;22-Jährige;68994;135298;79460;155926;23324;48019;16533;30770;4639;9441;11372;23637;36429;72163;11899;22396
31.12.2010;23-Jährige;66772;130639;77624;152138;24458;50458;16178;30353;4609;9437;11622;24145;35801;70879;12270;22938
31.12.2010;24-Jährige;66425;131157;77933;153554;25153;51951;15445;28929;4750;9384;12118;25021;35345;70576;11497;21535
31.12.2010;25-Jährige;64589;127411;75126;148966;25744;52997;15757;29007;4540;8969;12227;25833;34761;68982;11494;21333
31.12.2010;26-Jährige;65059;128237;75909;150586;26465;54043;14917;27711;4524;9031;12923;26694;35320;70532;10988;20497
31.12.2010;27-Jährige;65222;129909;76921;152704;27129;55100;14814;27640;4614;9258;13502;28089;35681;71195;10968;20388
31.12.2010;28-Jährige;67309;133852;78912;157619;28811;57365;15205;28130;4661;9336;14316;29507;37248;74719;10867;20353
31.12.2010;29-Jährige;66925;134201;79732;159125;28528;57509;14709;27722;4763;9235;14592;30452;37489;75240;10519;19569
31.12.2010;30-Jährige;67892;135632;80058;159783;29260;57896;15225;28773;4613;8955;15095;30758;37863;76202;10803;20233
31.12.2010;31-Jährige;64009;128338;76553;152722;27618;54495;14758;28017;4298;8403;14504;29100;36289;73173;10488;19399
31.12.2010;32-Jährige;62993;125704;75720;150937;27053;52535;14616;28201;4231;8183;14481;28464;35949;72636;10476;19432
31.12.2010;33-Jährige;62781;125810;75579;150280;26196;50828;14268;27503;4001;7992;14344;27974;35477;72060;10149;18902
31.12.2010;34-Jährige;63972;127043;75424;149871;25187;49075;13148;25165;4123;8014;14441;28025;36019;72774;8772;16358
31.12.2010;35-Jährige;62427;124662;73974;147317;24259;46796;12632;24261;3995;7786;14083;26900;35557;71295;8327;15560
31.12.2010;36-Jährige;63908;128075;75671;150759;23635;45534;12712;24553;4028;7760;13761;26182;36201;72494;8215;15311
31.12.2010;37-Jährige;64240;128599;76004;150765;22800;44333;12978;25130;4008;7869;12903;25260;36664;73332;8445;15847
31.12.2010;38-Jährige;70834;141067;83268;165331;23871;46022;14858;28424;4280;8451;13953;26755;39648;79655;9103;17332
31.12.2010;39-Jährige;77567;152996;90622;179457;26679;50899;17521;33623;4620;8978;14767;28178;43890;87166;10777;20490
31.12.2010;40-Jährige;80842;159900;95293;188363;27034;51759;18021;34995;4923;9337;15141;28665;46171;91248;11090;21298
31.12.2010;41-Jährige;87503;172109;104001;203839;28282;53955;18812;36761;5143;9940;15907;30057;49849;97945;11585;22140
31.12.2010;42-Jährige;92191;181125;108570;212754;29231;56291;19765;38782;5560;10641;17093;32044;52645;103067;12253;23678
31.12.2010;43-Jährige;94629;185192;111187;217827;29682;57229;21293;41510;5564;10611;16871;32093;53185;104600;12846;25004
31.12.2010;44-Jährige;96719;189514;112431;220414;30829;60003;22679;44494;5925;11033;16956;32277;54744;107463;13939;27060
31.12.2010;45-Jährige;96952;189153;112857;219335;32244;62101;24110;46762;5655;10878;16437;31267;55146;107935;14916;28808
31.12.2010;46-Jährige;98848;192117;113430;222202;32542;63298;25116;48705;5624;10723;16577;31717;55497;108875;15657;30235
31.12.2010;47-Jährige;97299;189486;111662;219993;32332;62851;25928;50550;5210;10319;15839;30244;54949;108027;16352;31549
31.12.2010;48-Jährige;94353;183658;108169;213330;30568;59621;25924;50226;5193;10308;14351;27998;52796;103514;16259;31512
31.12.2010;49-Jährige;91768;180546;106606;210326;28898;56523;25425;49577;4996;9919;13364;26452;50793;100754;16390;31846
31.12.2010;50-Jährige;88768;175114;102097;202193;27677;53867;24546;47944;4867;9754;13690;26409;49754;98345;16021;31229
31.12.2010;51-Jährige;85095;167359;99004;195355;26290;51522;24093;46756;4703;9536;12453;24562;47881;94559;15564;30471
31.12.2010;52-Jährige;81253;159770;94289;186307;24040;47378;22097;42963;4531;9246;11810;23475;45770;90437;14788;28811
31.12.2010;53-Jährige;78779;155134;91205;180750;23023;45422;21573;41808;4480;9161;11163;22415;44771;88500;14453;28078
31.12.2010;54-Jährige;76685;151833;87888;174283;22308;44476;21333;41599;4349;8907;10570;21279;42903;85504;14329;28270
31.12.2010;55-Jährige;72163;143715;82551;164988;21910;44055;21535;42057;4279;8778;10183;20526;40996;82059;14398;28403
31.12.2010;56-Jährige;68897;139305;80269;161740;21315;43347;20876;41378;4140;8486;9665;19682;39823;80390;14398;28302
31.12.2010;57-Jährige;65785;134037;76849;155692;20927;42763;20563;40813;3937;8186;9148;18810;38145;77359;13988;27742
31.12.2010;58-Jährige;66318;134458;76809;156652;20064;42035;19969;39784;3954;8211;9247;19083;38337;78057;13471;26959
31.12.2010;59-Jährige;64120;130147;74685;151959;20388;42710;19548;38586;3987;8245;8984;18805;37607;76760;13009;25999
31.12.2010;60-Jährige;64197;131329;75740;154092;21102;44535;18247;36469;3987;8305;9293;19628;38738;78822;12166;24233
31.12.2010;61-Jährige;63374;128390;73685;150015;20010;41603;15408;30883;4090;8397;9321;19367;38535;78122;10356;20898
31.12.2010;62-Jährige;59409;119215;70806;143610;18474;38238;13241;26600;3848;7797;9173;18997;36505;73454;9120;18268
31.12.2010;63-Jährige;54979;110907;69241;140602;17158;35741;12498;25500;3602;7483;8832;18088;33739;68710;8398;17052
31.12.2010;64-Jährige;47815;96994;60460;124192;13963;28085;8432;17281;3569;7332;8199;16816;28897;58922;5605;11248
31.12.2010;65-Jährige;40919;83812;49113;100563;15093;31480;9752;20463;2870;5945;7240;15099;24073;49232;5829;12147
31.12.2010;66-Jährige;52895;108111;63274;129316;19932;41314;14605;30531;3643;7478;8966;18785;32022;65565;8716;18193
31.12.2010;67-Jährige;52668;109119;63069;129300;20528;42900;15785;32788;3805;7702;9035;18806;31791;64749;9397;19758
31.12.2010;68-Jährige;52274;107275;60836;125574;19473;40790;14966;31656;3618;7618;8834;18452;29933;61506;9003;19186
31.12.2010;69-Jährige;61156;128146;72573;152003;22183;46789;18647;39289;4030;8492;10022;20891;35656;73543;11460;24451
31.12.2010;70-Jährige;63309;133499;76198;161018;21010;44744;18305;39264;4256;8823;9897;21234;37304;78365;11348;24735
31.12.2010;71-Jährige;61727;130700;73902;157190;19134;41370;17518;37918;3879;8459;9150;20075;35648;75379;11110;24808
31.12.2010;72-Jährige;56395;121142;65936;141546;17405;37991;15814;34736;3706;8149;8671;19028;32243;68630;10426;23048
31.12.2010;73-Jährige;52004;111569;58882;128032;15796;35584;14485;31715;3394;7616;8134;17680;29504;63576;9204;20779
31.12.2010;74-Jährige;49104;106635;54688;121347;14868;33413;13686;30465;3250;7295;7484;16907;28128;61000;8552;20013
31.12.2010;75-Jährige;45762;100161;50303;112980;13996;31931;13019;29257;2831;6659;6982;16154;25906;57110;8165;19031
31.12.2010;76-Jährige;40222;89195;45298;103830;12493;28969;11573;26309;2504;6005;5730;13816;23353;51998;7435;17499
31.12.2010;77-Jährige;32683;73441;37129;85739;8554;20310;8374;19736;1901;4495;4345;10504;18064;40751;5716;13758
31.12.2010;78-Jährige;30767;70348;34711;82488;7722;18498;7930;18890;1715;4459;4040;9899;16709;38959;5494;13363
31.12.2010;79-Jährige;29453;69013;33606;81364;7550;18306;7499;18138;1670;4292;3928;9971;16371;38486;5044;12482
31.12.2010;80-Jährige;28776;69082;32226;79692;7330;18432;7199;18111;1652;4370;3962;10241;16146;39538;4646;12066
31.12.2010;81-Jährige;25809;63653;29573;74806;6512;17023;6175;16152;1618;4211;3568;9574;15016;36904;3991;10752
31.12.2010;82-Jährige;23642;60183;27121;69688;5735;15598;5274;14533;1539;4091;3372;9298;14170;34833;3316;9589
31.12.2010;83-Jährige;19553;52611;23369;63378;4549;13287;4069;12001;1225;3567;2846;8250;11811;31170;2480;7994
31.12.2010;84-Jährige;17006;48700;19666;58001;3893;12657;3182;10732;1084;3345;2528;7711;10304;29104;1976;6940
31.12.2010;85-Jährige;14551;44826;16648;53104;3259;11392;2652;9476;937;3039;2203;7212;8853;26587;1631;6134
31.12.2010;86-Jährige;11122;37654;12798;45152;2444;9521;1980;7804;729;2603;1762;6297;6957;22930;1215;5013
31.12.2010;87-Jährige;9347;33601;11010;40211;1810;7694;1586;6525;639;2380;1503;5422;5584;19977;992;4272
31.12.2010;88-Jährige;8245;29995;9772;36107;1775;7611;1332;6028;632;2176;1464;5070;5138;17981;835;3761
31.12.2010;89-Jährige;7076;27181;8506;32197;1689;7434;1249;5511;553;2073;1197;4721;4335;16124;682;3383
31.12.2010;90 Jahre und mehr;21734;81696;23093;83361;6120;26044;2887;15145;1793;6141;4119;15020;13948;48012;1797;9352
31.12.2010;Insgesamt;5296249;10753880;6158439;12538696;1695438;3460725;1240553;2503273;321940;660706;873712;1786448;2976527;6067021;813283;1642327
31.12.2011;unter 1 Jahr;45239;88456;53458;103755;16708;32502;9304;18310;2689;5175;8460;16520;26193;51172;6474;12602
31.12.2011;1-Jährige;47059;91653;54087;105997;16809;32800;10064;19463;2817;5502;8485;16502;26517;52066;6769;13292
31.12.2011;2-Jährige;46491;90832;53814;104742;16155;31708;9915;19314;2794;5404;8301;15919;26322;51258;6530;13034
31.12.2011;3-Jährige;47782;93497;55294;107849;16310;31524;10203;20015;2714;5399;8162;15905;26978;52715;6699;13146
31.12.2011;4-Jährige;48145;94522;55246;108257;15834;30609;10235;19849;2809;5539;8160;15697;27319;53068;6561;12787
31.12.2011;5-Jährige;47849;93601;54704;106509;14605;28797;9910;19193;2790;5331;7830;15074;26449;51814;6410;12502
31.12.2011;6-Jährige;48879;95624;55818;108503;14153;27558;9852;19292;2759;5232;7682;14994;27315;53248;6105;12132
31.12.2011;7-Jährige;50455;98043;56705;111495;14190;27735;10180;19731;2682;5165;7570;14699;27705;54039;6556;12807
31.12.2011;8-Jährige;50849;98461;57605;112959;13547;26471;10212;19713;2663;5224;7393;14356;27458;53772;6432;12535
31.12.2011;9-Jährige;51939;100822;58785;115035;13643;26435;9974;19438;2706;5225;7239;14134;28308;54823;6341;12267
31.12.2011;10-Jährige;53103;103309;60823;117847;13312;26212;9967;19344;2815;5483;7350;14352;28926;56060;6470;12605
31.12.2011;11-Jährige;55742;108816;63100;123368;13643;26704;10380;20369;2971;5727;7649;14749;29985;58531;6568;12729
31.12.2011;12-Jährige;57003;110475;64796;125650;13194;25939;10192;19907;2893;5745;7435;14385;30123;58566;6202;12097
31.12.2011;13-Jährige;58398;113787;66432;129347;13255;26054;9921;19356;3038;5872;7423;14522;31009;60264;6013;11872
31.12.2011;14-Jährige;60683;118444;68002;133012;13362;26078;9631;18939;3154;6062;7665;14883;32206;62664;6064;11738
31.12.2011;15-Jährige;59814;116751;67748;131931;12955;25491;9312;17957;3145;6012;7663;14814;31796;61868;5719;11043
31.12.2011;16-Jährige;59219;115129;66423;129383;12577;24723;8492;16439;3028;5999;7509;14404;31013;60286;5074;9919
31.12.2011;17-Jährige;59979;116504;67773;131886;12753;24804;8026;15603;3075;5959;7796;15059;31452;61420;4822;9316
31.12.2011;18-Jährige;62351;121512;71072;138222;13008;25699;7833;15136;3281;6435;7658;15240;32231;63217;5080;9635
31.12.2011;19-Jährige;63859;123765;71825;140908;14010;28037;8216;15677;3571;6991;8069;16250;32566;63958;5659;10972
31.12.2011;20-Jährige;65438;127723;75270;146080;15606;31998;9441;18050;3954;7920;8762;17957;33403;65987;6706;13117
31.12.2011;21-Jährige;68511;133848;78700;154244;20060;41171;14194;26785;4353;8768;10143;20898;35421;70082;10523;20332
31.12.2011;22-Jährige;67302;131183;76594;150988;21520;44618;14892;28077;4444;9113;10424;21847;35476;70429;11173;21078
31.12.2011;23-Jährige;68930;135019;79616;156160;23377;48678;15424;28751;4770;9674;11458;24098;36657;72749;11520;21553
31.12.2011;24-Jährige;67035;130827;78009;152762;24593;51025;15098;28525;4677;9421;11769;24719;36153;71756;11769;22077
31.12.2011;25-Jährige;66336;130536;77983;153870;25335;52299;14386;27238;4875;9450;12139;25519;35860;71626;11080;20764
31.12.2011;26-Jährige;64443;126721;74959;148721;25641;52885;14671;27286;4592;9021;12127;25923;35063;69736;10947;20497
31.12.2011;27-Jährige;64545;127172;75716;150250;25956;53159;14135;26608;4508;8996;12875;26906;35462;71247;10525;19760
31.12.2011;28-Jährige;64473;127925;77098;152789;26598;53868;14203;26860;4647;9263;13285;27885;35745;71768;10570;19765
31.12.2011;29-Jährige;66135;131387;78918;157835;27768;55404;14577;27413;4666;9288;14013;29042;37228;75065;10644;19921
31.12.2011;30-Jährige;65472;131200;79434;158916;27137;54877;14154;27180;4639;9016;14152;29463;37058;75255;10281;19182
31.12.2011;31-Jährige;65891;131932;78868;158299;27507;54637;14764;28356;4532;8800;14232;29156;37307;75679;10330;19573
31.12.2011;32-Jährige;61784;124480;75522;151572;25760;51195;14315;27617;4164;8060;13665;27526;36141;73327;10172;18956
31.12.2011;33-Jährige;60776;121775;74760;150165;25170;49161;14313;27983;4126;7946;13445;26692;35837;72804;10171;19032
31.12.2011;34-Jährige;60588;121779;75020;149775;24355;47686;13999;27358;3979;7894;13257;26101;35337;72113;9853;18451
31.12.2011;35-Jährige;61212;122442;74300;148831;23102;45513;12855;25058;3995;7787;12887;25643;35687;72575;8563;16083
31.12.2011;36-Jährige;59685;120132;72926;146288;22303;43507;12373;24090;3878;7617;12332;24270;35140;70746;8143;15251
31.12.2011;37-Jährige;61290;123635;74433;149413;21682;42206;12206;24050;3882;7489;12295;24004;35815;72087;7947;14968
31.12.2011;38-Jährige;61310;123588;74699;149628;20891;41031;12546;24762;3903;7652;11590;23228;36197;72791;8178;15499
31.12.2011;39-Jährige;67019;134706;81234;162740;21861;42672;14381;27898;4096;8084;12392;24276;38713;78086;8995;17160
31.12.2011;40-Jährige;73271;146091;88534;176831;24233;47067;17006;33087;4366;8626;13209;25796;42447;85187;10486;19933
31.12.2011;41-Jährige;76031;152164;92423;184258;24641;47845;17182;33866;4628;8956;13426;26192;44679;89140;10533;20360
31.12.2011;42-Jährige;82424;163865;101345;200035;25768;49989;17959;35575;4954;9627;14185;27494;48680;96470;11011;21245
31.12.2011;43-Jährige;86725;172459;106092;208979;27076;52672;18907;37645;5251;10316;15062;29253;51238;101086;11608;22723
31.12.2011;44-Jährige;89429;176759;108716;214691;27297;53093;20298;40231;5347;10404;15248;29670;52100;103161;12100;23955
31.12.2011;45-Jährige;91906;181627;110465;217898;28270;55470;21745;43261;5650;10814;15218;29787;53667;105774;13234;26040
31.12.2011;46-Jährige;92135;181296;110610;216785;29537;57433;23168;45551;5512;10751;14787;28925;53788;106028;14194;27735
31.12.2011;47-Jährige;93963;184826;111626;220219;29684;58277;24348;47639;5500;10658;14996;29279;54451;107084;14942;29237
31.12.2011;48-Jährige;92991;182813;110060;217865;29719;58165;24988;49313;5243;10459;14294;28167;53354;105368;15660;30602
31.12.2011;49-Jährige;89845;177133;106517;211345;28272;55373;25029;49095;5147;10310;13165;26262;51271;101386;15569;30585
31.12.2011;50-Jährige;87636;174195;105316;208791;26655;52647;24702;48532;5004;9906;12640;25228;49712;99028;15878;31092
31.12.2011;51-Jährige;84778;169153;100925;200251;25874;50423;23677;46812;4849;9688;12391;24540;48061;95583;15421;30422
31.12.2011;52-Jährige;81592;162505;98097;194242;24627;48412;23379;45809;4643;9444;11761;23400;46730;93082;15072;29810
31.12.2011;53-Jährige;77752;154723;93044;184707;22544;44588;21419;42098;4501;9119;11082;22270;44422;88429;14271;28088
31.12.2011;54-Jährige;75528;150601;90016;179394;21553;42830;20979;41065;4469;9087;10574;21280;43314;86392;13970;27411
31.12.2011;55-Jährige;73266;146924;86635;172472;20977;42021;20844;40975;4236;8680;9996;20311;41679;83502;13814;27538
31.12.2011;56-Jährige;69054;139382;81353;163580;20520;41596;20948;41212;4107;8489;9567;19359;39676;80116;13911;27747
31.12.2011;57-Jährige;66147;135302;78786;159831;19991;41145;20300;40607;4006;8257;9193;18911;38667;78585;13943;27693
31.12.2011;58-Jährige;62998;129793;75356;153928;19648;40603;19938;39986;3825;7942;8686;17976;36693;75256;13583;27165
31.12.2011;59-Jährige;63433;130161;75414;154607;18904;39925;19412;39075;3821;8013;8852;18315;37023;75998;13044;26341
31.12.2011;60-Jährige;61531;126292;73174;149931;19302;40696;19011;37879;3881;8020;8621;18049;36305;74744;12634;25451
31.12.2011;61-Jährige;61376;127059;73994;151520;19818;42243;17668;35627;3851;7952;8878;18643;37253;76491;11827;23730
31.12.2011;62-Jährige;60944;124933;72535;148229;18841;39548;14989;30277;3917;8105;8979;18652;37233;76218;10082;20438
31.12.2011;63-Jährige;56834;115234;69358;141435;17293;36173;12969;26184;3700;7541;8747;18085;35264;71716;8805;17859
31.12.2011;64-Jährige;52447;107190;67873;138298;16068;33742;12171;25027;3452;7253;8464;17329;32643;66969;8102;16617
31.12.2011;65-Jährige;45616;93621;59320;122208;12917;26360;8163;16856;3430;7109;7810;16115;27984;57356;5379;10918
31.12.2011;66-Jährige;38779;80431;47639;98369;14163;29865;9417;19996;2754;5742;6812;14286;23022;47614;5617;11841
31.12.2011;67-Jährige;50497;104618;61743;127043;18578;39123;14178;29904;3442;7134;8577;17991;30707;63407;8431;17735
31.12.2011;68-Jährige;50249;105559;61473;126879;19494;41064;15342;32103;3630;7413;8662;18073;30462;62726;9099;19303
31.12.2011;69-Jährige;49820;103409;59053;122740;18416;38877;14605;31024;3442;7291;8361;17508;28534;59312;8703;18691
31.12.2011;70-Jährige;58281;123840;70567;148817;20966;44764;18096;38402;3858;8239;9547;19970;34105;71201;11068;23830
31.12.2011;71-Jährige;60418;129081;73905;157465;19751;42605;17695;38267;4098;8581;9330;20185;35818;75775;10942;24012
31.12.2011;72-Jährige;58856;126591;71987;154247;17982;39533;16906;36986;3739;8209;8760;19392;34238;73149;10681;24075
31.12.2011;73-Jährige;53766;117037;64035;138245;16306;36136;15226;33746;3563;7874;8136;18111;30814;66329;9982;22326
31.12.2011;74-Jährige;49396;107534;56724;124554;14805;33826;13881;30748;3213;7283;7757;16970;28157;61257;8798;20112
31.12.2011;75-Jährige;46423;102227;52271;117113;13803;31631;13107;29516;3082;6996;7071;16041;26601;58421;8123;19247
31.12.2011;76-Jährige;43144;95761;47966;108960;13032;30220;12410;28208;2689;6377;6619;15423;24399;54633;7769;18327
31.12.2011;77-Jährige;37663;84997;42730;98503;11560;27301;10942;25239;2390;5757;5440;13135;21811;49452;6994;16724
31.12.2011;78-Jährige;30489;69659;34552;80982;7871;19062;7827;18809;1751;4273;4082;9876;16836;38667;5345;13098
31.12.2011;79-Jährige;28425;66293;32713;78802;6996;17244;7436;18044;1583;4169;3693;9245;15538;36786;5120;12691
31.12.2011;80-Jährige;27001;64711;30675;75362;6847;16987;6977;17192;1528;4036;3546;9272;14957;36084;4653;11755
31.12.2011;81-Jährige;26159;64328;29736;74779;6568;16996;6626;17040;1512;4093;3549;9453;14639;36894;4255;11292
31.12.2011;82-Jährige;23512;59216;26791;69020;5851;15737;5676;15102;1449;3881;3309;8902;13623;34295;3643;10023
31.12.2011;83-Jährige;21016;55023;24503;64263;5063;14163;4768;13498;1330;3721;3037;8557;12535;31856;3023;8879
31.12.2011;84-Jährige;17338;47888;20474;56722;4032;12127;3705;11109;1083;3261;2469;7422;10329;28206;2198;7345
31.12.2011;85-Jährige;14854;43775;17119;52041;3347;11321;2845;9751;914;2956;2155;6855;8885;26082;1780;6371
31.12.2011;86-Jährige;12546;39793;14308;47261;2725;10067;2404;8604;770;2654;1876;6399;7508;23705;1431;5523
