GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Baden-Württemberg;Baden-Württemberg;Bayern;Bayern;Berlin;Berlin;Brandenburg;Brandenburg;Bremen;Bremen;Hamburg;Hamburg;Hessen;Hessen;Mecklenburg-Vorpommern;Mecklenburg-Vorpommern
;;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt
31.12.2011;87-Jährige;9194;32644;10588;39153;2009;8297;1736;6991;602;2236;1430;5475;5709;19947;1062;4461
31.12.2011;88-Jährige;7644;28910;9047;34717;1506;6701;1350;5719;514;2050;1233;4769;4538;17181;836;3770
31.12.2011;89-Jährige;6579;25362;7776;30470;1427;6554;1118;5272;489;1816;1138;4234;4009;15177;697;3236
31.12.2011;90 Jahre und mehr;16640;75640;19883;88554;4396;23995;2971;15636;1271;5874;2903;13744;9949;44749;1674;9448
31.12.2011;Insgesamt;5151354;10512441;6093411;12443372;1617768;3326002;1207189;2453180;317060;652182;832064;1718187;2927628;5993771;791635;1606899
31.12.2012;unter 1 Jahr;46050;89919;55523;107817;17745;34450;9524;18690;2823;5549;8979;17287;26521;51576;6507;12713
31.12.2012;1-Jährige;45929;89812;54117;105013;16759;32598;9611;18864;2696;5172;8312;16251;26519;51753;6502;12684
31.12.2012;2-Jährige;47504;92481;54595;106843;16745;32733;10293;19904;2804;5460;8385;16304;26748;52541;6825;13397
31.12.2012;3-Jährige;46996;91723;54132;105439;16144;31718;10088;19669;2781;5383;8176;15741;26484;51605;6606;13105
31.12.2012;4-Jährige;48153;94319;55685;108647;16290;31552;10407;20348;2700;5395;8080;15772;27147;53068;6727;13173
31.12.2012;5-Jährige;48494;95260;55589;108950;15797;30516;10365;20119;2809;5536;8075;15566;27486;53312;6591;12844
31.12.2012;6-Jährige;48143;94136;54882;106879;14505;28626;10090;19487;2764;5314;7795;14986;26607;52111;6420;12472
31.12.2012;7-Jährige;49210;96268;56093;109067;14229;27672;9945;19429;2774;5257;7641;14937;27414;53496;6098;12155
31.12.2012;8-Jährige;50777;98658;57001;112075;14204;27730;10282;19896;2705;5202;7561;14724;27892;54325;6559;12814
31.12.2012;9-Jährige;51183;99094;57922;113522;13592;26544;10254;19830;2695;5289;7417;14371;27632;54078;6444;12541
31.12.2012;10-Jährige;52260;101434;59056;115529;13681;26541;10032;19570;2745;5286;7248;14205;28430;55065;6345;12260
31.12.2012;11-Jährige;53382;103876;61085;118413;13325;26265;10039;19459;2828;5492;7384;14404;29116;56366;6475;12587
31.12.2012;12-Jährige;56005;109350;63384;123926;13671;26773;10450;20483;2998;5760;7693;14803;30201;58900;6579;12763
31.12.2012;13-Jährige;57269;111017;65085;126194;13255;26090;10252;19998;2911;5785;7446;14428;30301;58886;6194;12112
31.12.2012;14-Jährige;58673;114281;66689;129827;13291;26135;9982;19459;3065;5904;7438;14564;31209;60606;6028;11892
31.12.2012;15-Jährige;60975;118942;68328;133550;13493;26310;9698;19059;3171;6109;7769;15045;32380;62971;6063;11758
31.12.2012;16-Jährige;60183;117397;68145;132592;13116;25865;9397;18008;3227;6142;7959;15308;32038;62247;5731;11073
31.12.2012;17-Jährige;59581;115713;66786;130053;12794;25142;8514;16437;3076;6097;7728;14887;31282;60725;5086;9924
31.12.2012;18-Jährige;60709;117799;68284;132794;13188;25820;7863;15183;3222;6292;8053;15629;31912;62371;4808;9309
31.12.2012;19-Jährige;63675;123998;72508;140953;14059;28302;7537;14415;3563;7056;8147;16384;32774;64431;5113;9744
31.12.2012;20-Jährige;65258;126286;73726;144635;15333;31315;7971;15031;3892;7728;8733;17825;33285;65295;5702;11169
31.12.2012;21-Jährige;66816;129980;77127;149590;17161;35389;9153;17504;4227;8447;9649;19781;34043;67443;6748;13162
31.12.2012;22-Jährige;69904;136399;80839;158151;21706;44925;13738;25980;4528;9149;10982;22809;36331;71889;10354;19901
31.12.2012;23-Jährige;68871;134141;78877;155110;23463;48821;14392;27181;4664;9390;11384;23798;36596;72418;10990;20683
31.12.2012;24-Jährige;70626;137705;81820;160284;25457;52969;14914;27942;4947;9917;12290;25804;37564;74604;11350;21186
31.12.2012;25-Jährige;68684;133606;80294;156779;26586;55032;14840;28063;4843;9610;12470;26208;37160;73532;11536;21675
31.12.2012;26-Jährige;67939;133263;80497;158001;27244;55894;14090;26839;4918;9500;12896;27044;36868;73339;10814;20358
31.12.2012;27-Jährige;65840;128832;76961;152114;27381;55938;14516;27176;4631;9103;12840;27362;35831;71165;10710;20146
31.12.2012;28-Jährige;65951;129427;77736;153480;27392;55589;14034;26618;4549;9049;13617;28094;36271;72468;10325;19527
31.12.2012;29-Jährige;65724;129875;79193;156133;27913;55914;14128;26961;4630;9229;13806;28678;36340;72796;10395;19536
31.12.2012;30-Jährige;67343;133316;80732;160789;28710;56947;14545;27566;4710;9330;14360;29438;37810;75869;10535;19850
31.12.2012;31-Jährige;66736;133123;80973;161635;28038;56221;14212;27425;4615;8918;14409;29746;37551;76076;10194;19106
31.12.2012;32-Jährige;66877;133424;80414;160871;28163;55575;14944;28786;4498;8692;14283;29217;37711;76440;10258;19534
31.12.2012;33-Jährige;62792;126083;77155;154105;26202;51818;14505;28078;4156;8072;13763;27545;36482;73989;10162;18996
31.12.2012;34-Jährige;61695;123240;76141;152358;25512;49641;14480;28352;4116;7913;13456;26661;36172;73382;10159;19031
31.12.2012;35-Jährige;61495;123302;76250;151772;24571;48055;14138;27670;3971;7878;13301;26037;35683;72683;9855;18492
31.12.2012;36-Jährige;62142;123839;75435;150564;23358;45840;13017;25398;4038;7842;12921;25613;36068;73172;8605;16152
31.12.2012;37-Jährige;60542;121441;74276;148301;22378;43644;12579;24448;3927;7673;12277;24143;35516;71286;8152;15280
31.12.2012;38-Jährige;62014;124817;75594;151143;21830;42472;12321;24294;3892;7477;12270;23952;36022;72462;7966;15011
31.12.2012;39-Jährige;62013;124737;75606;151027;21074;41244;12625;24936;3911;7682;11579;23202;36488;73216;8204;15552
31.12.2012;40-Jährige;67636;135813;82117;164106;22099;42983;14492;28096;4132;8133;12392;24275;39037;78598;8960;17140
31.12.2012;41-Jährige;73947;147135;89482;178301;24360;47223;17136;33329;4423;8699;13112;25718;42688;85544;10499;19965
31.12.2012;42-Jährige;76614;153109;93271;185530;24674;47919;17310;34063;4616;8968;13379;26127;44909;89536;10506;20332
31.12.2012;43-Jährige;83079;164839;101995;201181;25907;50140;18021;35722;4988;9675;14168;27485;48827;96679;10999;21250
31.12.2012;44-Jährige;87223;173254;106724;210014;27156;52820;18996;37760;5267;10333;15051;29285;51353;101338;11615;22718
31.12.2012;45-Jährige;89838;177465;109355;215749;27322;53142;20398;40394;5367;10426;15231;29625;52134;103239;12080;23911
31.12.2012;46-Jährige;92252;182247;110957;218675;28263;55502;21778;43318;5661;10846;15197;29752;53669;105829;13197;26003
31.12.2012;47-Jährige;92443;181788;110987;217385;29469;57370;23190;45586;5556;10789;14712;28821;53819;106173;14144;27680
31.12.2012;48-Jährige;94075;185093;111967;220763;29630;58174;24370;47705;5518;10680;14984;29258;54484;107124;14900;29172
31.12.2012;49-Jährige;93145;183031;110253;218226;29600;58037;25054;49362;5260;10477;14186;28064;53333;105412;15600;30545
31.12.2012;50-Jährige;89941;177306;106709;211699;28192;55295;24973;49028;5154;10324;13114;26186;51276;101370;15516;30514
31.12.2012;51-Jährige;87693;174285;105327;208863;26623;52576;24668;48497;5000;9922;12546;25083;49629;98949;15802;30985
31.12.2012;52-Jährige;84804;169203;100951;200277;25735;50220;23602;46751;4841;9673;12316;24400;47967;95442;15337;30335
31.12.2012;53-Jährige;81531;162430;98023;194162;24468;48235;23324;45703;4629;9415;11673;23272;46600;92913;15002;29700
31.12.2012;54-Jährige;77562;154503;92868;184537;22421;44393;21335;42004;4490;9124;10994;22114;44233;88160;14127;27916
31.12.2012;55-Jährige;75414;150385;89841;179192;21388;42614;20906;40964;4465;9070;10509;21159;43154;86167;13854;27255
31.12.2012;56-Jährige;73064;146630;86372;172051;20815;41791;20748;40876;4245;8669;9916;20168;41436;83138;13706;27388
31.12.2012;57-Jährige;68868;139069;81020;163043;20341;41352;20834;41048;4073;8415;9459;19174;39417;79688;13800;27596
31.12.2012;58-Jährige;65802;134728;78274;159177;19802;40846;20150;40393;3994;8237;9078;18734;38407;78151;13811;27514
31.12.2012;59-Jährige;62572;129153;74840;153162;19420;40232;19813;39821;3791;7890;8553;17773;36351;74691;13447;27014
31.12.2012;60-Jährige;62887;129356;74790;153690;18714;39590;19255;38870;3790;7947;8701;18060;36609;75316;12901;26179
31.12.2012;61-Jährige;60992;125389;72524;148952;19005;40224;18816;37647;3810;7939;8463;17784;35858;74000;12524;25330
31.12.2012;62-Jährige;60773;126036;73253;150362;19544;41770;17457;35339;3805;7873;8697;18330;36828;75785;11711;23574
31.12.2012;63-Jährige;60201;123762;71629;146911;18487;39014;14823;30091;3850;7990;8785;18355;36714;75383;9979;20280
31.12.2012;64-Jährige;56035;114033;68495;140148;17044;35722;12784;25942;3634;7457;8562;17763;34702;70815;8694;17688
31.12.2012;65-Jährige;51655;105954;66889;136752;15782;33334;12055;24830;3389;7170;8250;17021;32051;66019;7992;16486
31.12.2012;66-Jährige;44857;92470;58343;120752;12639;25987;8069;16718;3392;7028;7613;15809;27496;56583;5312;10825
31.12.2012;67-Jährige;38143;79372;46820;97130;13878;29418;9283;19797;2695;5651;6655;14020;22602;46934;5556;11745
31.12.2012;68-Jährige;49571;103172;60686;125404;18172;38505;13912;29536;3367;7008;8363;17633;30088;62423;8245;17476
31.12.2012;69-Jährige;49290;104025;60296;125105;19066;40380;15089;31711;3549;7291;8416;17685;29828;61732;8913;19038
31.12.2012;70-Jährige;48871;101903;57898;120910;17971;38181;14293;30537;3357;7150;8121;17151;27931;58333;8542;18437
31.12.2012;71-Jährige;57002;121866;69043;146440;20430;43896;17660;37718;3732;8044;9305;19585;33327;69915;10796;23380
31.12.2012;72-Jährige;58991;126746;72151;154666;19253;41754;17270;37605;3987;8406;9081;19771;34914;74300;10616;23507
31.12.2012;73-Jährige;57251;124064;70142;151267;17373;38630;16457;36300;3618;8030;8474;18910;33270;71642;10376;23578
31.12.2012;74-Jährige;52280;114680;62157;135202;15755;35245;14749;32945;3451;7669;7880;17648;29932;64840;9676;21817
31.12.2012;75-Jährige;47827;105017;54994;121601;14312;32920;13351;29966;3087;7075;7441;16467;27252;59671;8501;19568
31.12.2012;76-Jährige;44835;99613;50384;113864;13272;30684;12573;28638;2974;6785;6788;15523;25635;56775;7768;18638
31.12.2012;77-Jährige;41510;92929;46063;105639;12456;29140;11895;27261;2552;6182;6340;14897;23405;52908;7435;17705
31.12.2012;78-Jährige;36026;82214;40851;95102;11072;26348;10396;24297;2272;5526;5168;12597;20756;47633;6642;16101
31.12.2012;79-Jährige;28963;66929;32729;77694;7427;18211;7426;18019;1658;4067;3867;9443;16020;37115;5041;12495
31.12.2012;80-Jährige;26794;63375;30861;75242;6614;16503;6994;17192;1477;3973;3471;8780;14625;35058;4798;12081
31.12.2012;81-Jährige;25299;61498;28617;71412;6436;16131;6506;16251;1420;3819;3314;8743;13928;34132;4310;11095
31.12.2012;82-Jährige;24322;60666;27522;70394;6067;15969;6117;16047;1406;3853;3282;8874;13531;34663;3893;10558
31.12.2012;83-Jährige;21631;55463;24552;64436;5398;14714;5210;14095;1322;3633;3057;8326;12482;31945;3304;9313
31.12.2012;84-Jährige;19143;50981;22324;59435;4624;13114;4297;12435;1199;3417;2755;7904;11372;29395;2716;8175
31.12.2012;85-Jährige;15594;43882;18387;51941;3660;11154;3311;10235;975;3017;2204;6803;9255;25816;1968;6723
31.12.2012;86-Jährige;13208;39794;15129;47049;2980;10303;2524;8836;794;2660;1924;6222;7861;23552;1565;5737
31.12.2012;87-Jährige;11006;35598;12475;42223;2395;9048;2078;7656;666;2356;1648;5699;6490;21159;1240;4944
31.12.2012;88-Jährige;7858;28734;9075;34279;1727;7368;1482;6176;522;1962;1247;4842;4912;17587;908;3919
31.12.2012;89-Jährige;6501;25080;7520;29824;1273;5867;1141;4974;444;1791;1040;4176;3817;14882;698;3225
31.12.2012;90 Jahre und mehr;18243;80731;21513;94727;4585;24609;3224;16872;1381;6161;3192;14425;10935;48072;1867;10110
31.12.2012;Insgesamt;5189475;10569111;6143980;12519571;1644451;3375222;1205360;2449511;319065;654774;841246;1734272;2943034;6016481;788104;1600327
31.12.2013;unter 1 Jahr;47312;91964;56334;110356;17899;34710;9483;18526;2893;5636;9076;17823;26598;52129;6434;12605
31.12.2013;1-Jährige;46924;91593;56347;109362;17733;34446;9836;19331;2847;5586;8801;16933;26826;52186;6603;12908
31.12.2013;2-Jährige;46351;90710;54623;106046;16762;32539;9901;19423;2657;5142;8187;16030;26744;52115;6579;12809
31.12.2013;3-Jährige;48006;93419;55017;107641;16695;32648;10542;20373;2811;5469;8275;16147;26940;52864;6871;13477
31.12.2013;4-Jährige;47429;92574;54613;106407;16206;31839;10294;20047;2804;5424;8114;15618;26690;52006;6679;13207
31.12.2013;5-Jährige;48528;95108;56197;109627;16263;31483;10586;20702;2721;5404;8046;15697;27298;53390;6775;13289
31.12.2013;6-Jährige;48837;95962;55925;109538;15682;30373;10595;20554;2802;5540;8042;15490;27620;53576;6622;12891
31.12.2013;7-Jährige;48475;94813;55219;107514;14539;28687;10209;19696;2777;5339;7780;14946;26764;52411;6451;12529
31.12.2013;8-Jährige;49613;96994;56386;109750;14308;27805;10019;19572;2816;5310;7665;14958;27595;53822;6137;12207
31.12.2013;9-Jährige;51190;99402;57360;112782;14287;27902;10378;20043;2735;5254;7585;14767;28029;54647;6579;12856
31.12.2013;10-Jährige;51594;99826;58289;114167;13656;26699;10339;19952;2733;5369;7416;14399;27768;54409;6464;12577
31.12.2013;11-Jährige;52633;102112;59432;116245;13731;26682;10111;19698;2767;5322;7260;14244;28580;55351;6382;12319
31.12.2013;12-Jährige;53766;104536;61461;119123;13393;26422;10127;19579;2869;5550;7393;14438;29304;56701;6481;12600
31.12.2013;13-Jährige;56314;109930;63823;124717;13737;26884;10515;20647;3006;5800;7714;14821;30345;59178;6580;12783
31.12.2013;14-Jährige;57575;111623;65442;126866;13353;26257;10296;20086;2934;5850;7492;14510;30458;59192;6205;12139
31.12.2013;15-Jährige;59031;114998;67105;130479;13378;26297;10040;19552;3086;5945;7487;14655;31399;60965;6045;11890
31.12.2013;16-Jährige;61403;119755;68834;134392;13657;26692;9774;19141;3229;6204;7994;15425;32723;63548;6083;11785
31.12.2013;17-Jährige;60622;118116;68600;133386;13342;26310;9403;18021;3328;6302;8256;15846;32463;62851;5709;11063
31.12.2013;18-Jährige;60751;117789;67813;131754;13324;26326;8396;16074;3224;6415;8031;15584;31871;61697;5131;10046
31.12.2013;19-Jährige;62674;120977;70325;136605;14316;28500;7665;14600;3465;6861;8410;16635;32837;64118;4902;9549
31.12.2013;20-Jährige;65193;126741;74968;145607;15278;31407;7390;13978;3796;7659;8795;17936;33577;66018;5189;10029
31.12.2013;21-Jährige;66572;128521;75955;148782;16773;34460;7852;14725;4127;8269;9469;19455;34257;67096;5788;11313
31.12.2013;22-Jährige;68263;132463;79231;153544;18618;38576;9008;17159;4416;8757;10416;21400;35266;69546;6749;13048
31.12.2013;23-Jährige;71683;139545;83278;162483;23483;48793;13357;25353;4819;9502;11770;24305;37701;74296;10237;19679
31.12.2013;24-Jährige;70507;136983;81271;159399;25492;52944;14109;26670;4889;9685;11978;25199;37947;74763;10878;20499
31.12.2013;25-Jährige;72356;140534;84248;164503;27328;56608;14564;27424;5110;10106;13006;27410;38970;76854;11241;20999
31.12.2013;26-Jährige;70190;136064;82705;160954;28375;58279;14587;27747;4898;9729;13213;27649;38358;75562;11367;21385
31.12.2013;27-Jährige;69526;135778;82558;161486;28995;58832;13975;26851;5021;9690;13602;28353;37961;75160;10776;20297
31.12.2013;28-Jährige;67360;131220;79003;155653;28654;58041;14473;27400;4728;9188;13406;28048;36821;72647;10629;20059
31.12.2013;29-Jährige;67112;131347;79754;156968;28692;57530;14071;26900;4625;9071;13898;28531;37185;73939;10261;19469
31.12.2013;30-Jährige;66869;131796;80880;158952;28823;57385;14258;27354;4682;9265;13969;28921;37116;74039;10411;19604
31.12.2013;31-Jährige;68606;135262;82324;163505;29396;58129;14702;27981;4718;9316;14423;29474;38457;76918;10514;19845
31.12.2013;32-Jährige;67805;134655;82422;163952;28559;57045;14421;27970;4571;8773;14438;29656;37940;76797;10188;19136
31.12.2013;33-Jährige;67867;135124;81875;163116;28577;56208;15202;29354;4445;8596;14336;29169;38384;77484;10267;19571
31.12.2013;34-Jährige;63704;127618;78395;156301;26591;52394;14732;28554;4170;8052;13619;27280;36953;74723;10228;19121
31.12.2013;35-Jährige;62586;124821;77377;154351;25698;49936;14779;28878;4145;7930;13414;26493;36549;73958;10184;19108
31.12.2013;36-Jährige;62481;124743;77470;153731;24710;48243;14423;28218;4000;7875;13228;25915;36046;73277;9913;18572
31.12.2013;37-Jährige;62920;125134;76578;152347;23518;46119;13228;25829;4044;7888;12762;25405;36388;73676;8664;16217
31.12.2013;38-Jährige;61442;122842;75215;149876;22552;43818;12756;24762;3957;7729;12211;23948;35768;71830;8138;15309
31.12.2013;39-Jährige;62834;126185;76556;152750;21936;42636;12495;24543;3898;7503;12234;23842;36501;73195;8001;15083
31.12.2013;40-Jährige;62745;125875;76510;152525;21092;41325;12788;25239;3937;7746;11525;23078;36758;73697;8208;15569
31.12.2013;41-Jährige;68366;136903;82973;165523;22152;43072;14636;28321;4164;8154;12334;24149;39301;79109;8980;17190
31.12.2013;42-Jährige;74591;148102;90222;179495;24427;47348;17258;33519;4461;8739;12991;25494;42954;86070;10550;20043
31.12.2013;43-Jährige;77246;154040;93894;186689;24732;48044;17420;34231;4651;9030;13345;26115;45091;89888;10531;20371
31.12.2013;44-Jährige;83654;165809;102584;202222;25968;50219;18082;35836;4972;9681;14032;27320;49009;97075;11020;21307
31.12.2013;45-Jährige;87631;173978;107302;211040;27190;52875;19118;37952;5269;10313;15020;29236;51528;101630;11627;22741
31.12.2013;46-Jährige;90301;178174;109835;216603;27287;53133;20493;40494;5392;10459;15178;29540;52240;103474;12070;23932
31.12.2013;47-Jährige;92543;182653;111381;219354;28189;55437;21856;43444;5656;10856;15191;29726;53691;105945;13168;25971
31.12.2013;48-Jährige;92623;182145;111377;217994;29370;57246;23215;45629;5556;10804;14663;28730;53857;106317;14107;27628
31.12.2013;49-Jährige;94354;185510;112210;221264;29587;58115;24360;47722;5505;10682;14871;29149;54496;107171;14875;29157
31.12.2013;50-Jährige;93290;183268;110349;218510;29522;57906;25031;49350;5265;10481;14093;27913;53344;105469;15509;30468
31.12.2013;51-Jährige;89944;177385;106709;211753;28116;55200;24939;49002;5167;10312;13070;26073;51193;101213;15461;30449
31.12.2013;52-Jährige;87679;174341;105327;208943;26479;52438;24569;48400;5004;9927;12481;24980;49578;98825;15746;30928
31.12.2013;53-Jährige;84624;168917;100841;200236;25672;50153;23552;46691;4837;9650;12219;24258;47925;95374;15255;30228
31.12.2013;54-Jährige;81407;162230;97850;194018;24330;48034;23250;45647;4619;9400;11606;23179;46443;92693;14883;29552
31.12.2013;55-Jährige;77400;154250;92572;184184;22274;44229;21250;41891;4496;9121;10893;21925;44058;87890;14046;27814
31.12.2013;56-Jährige;75182;149998;89454;178704;21279;42425;20751;40822;4442;9037;10395;20982;42932;85881;13774;27148
31.12.2013;57-Jährige;72673;146060;86055;171589;20664;41593;20624;40687;4207;8622;9814;19994;41170;82748;13601;27249
31.12.2013;58-Jährige;68482;138436;80526;162409;20183;41137;20656;40836;4051;8363;9354;19002;39113;79225;13686;27461
31.12.2013;59-Jährige;65411;134059;77744;158438;19642;40616;19995;40200;3964;8202;8965;18572;38077;77688;13688;27339
31.12.2013;60-Jährige;62190;128496;74248;152302;19192;39910;19619;39505;3753;7850;8421;17557;36008;74131;13296;26830
31.12.2013;61-Jährige;62301;128415;74192;152771;18489;39240;19026;38551;3739;7860;8594;17834;36193;74670;12780;26024
31.12.2013;62-Jährige;60374;124382;71792;147897;18734;39819;18646;37427;3770;7886;8326;17548;35457;73320;12417;25162
31.12.2013;63-Jährige;60032;124875;72475;149135;19243;41254;17248;35078;3736;7783;8520;18050;36313;74914;11604;23451
31.12.2013;64-Jährige;59410;122566;70690;145483;18179;38567;14633;29823;3782;7899;8576;18022;36155;74525;9888;20144
31.12.2013;65-Jährige;55131;112643;67519;138640;16726;35244;12646;25726;3545;7342;8380;17439;34116;69854;8579;17508
31.12.2013;66-Jährige;50835;104635;65828;135076;15450;32837;11893;24592;3311;7053;8066;16728;31470;65097;7877;16303
31.12.2013;67-Jährige;44064;91287;57353;119254;12358;25611;7957;16575;3340;6926;7411;15500;26967;55718;5262;10739
31.12.2013;68-Jährige;37416;78227;45921;95736;13585;28921;9137;19572;2623;5540;6438;13736;22182;46232;5457;11591
31.12.2013;69-Jährige;48597;101632;59577;123620;17760;37844;13635;29087;3280;6881;8169;17308;29398;61353;8080;17236
31.12.2013;70-Jährige;48194;102360;59078;123259;18669;39715;14769;31221;3449;7141;8191;17319;29147;60632;8717;18736
31.12.2013;71-Jährige;47808;100231;56604;118870;17501;37443;14001;30074;3272;7024;7891;16741;27232;57239;8342;18112
31.12.2013;72-Jährige;55734;119812;67404;143847;19861;42957;17241;37027;3627;7876;8998;19128;32447;68487;10487;22891
31.12.2013;73-Jährige;57521;124387;70265;151621;18668;40755;16803;36849;3860;8207;8781;19345;33944;72684;10271;22959
31.12.2013;74-Jährige;55698;121521;68176;148087;16803;37654;15940;35455;3487;7815;8199;18416;32281;70001;10051;23008
31.12.2013;75-Jährige;50672;112021;60260;132095;15191;34306;14270;32109;3309;7462;7575;17135;28987;63227;9308;21186
31.12.2013;76-Jährige;46152;102256;53130;118426;13759;31934;12860;29125;2956;6837;7157;15958;26236;58029;8156;18989
31.12.2013;77-Jährige;43183;96725;48489;110561;12748;29684;12034;27700;2825;6537;6496;15010;24575;54943;7403;17954
31.12.2013;78-Jährige;39866;90035;43959;101936;11901;28073;11345;26313;2427;5921;6020;14299;22308;50957;7063;17038
31.12.2013;79-Jährige;34286;79109;38851;91438;10508;25249;9844;23291;2153;5288;4877;12039;19699;45672;6251;15352
31.12.2013;80-Jährige;27241;63893;30851;74194;6998;17368;7007;17192;1560;3876;3622;8964;15122;35425;4710;11862
31.12.2013;81-Jährige;25133;60346;28918;71487;6168;15651;6508;16255;1387;3758;3251;8302;13661;33233;4444;11393
31.12.2013;82-Jährige;23520;58115;26577;67318;5962;15192;6034;15277;1322;3608;3057;8189;12851;32033;3967;10401
31.12.2013;83-Jährige;22373;56797;25262;65721;5581;14926;5592;14958;1278;3566;3001;8282;12380;32257;3518;9797
31.12.2013;84-Jährige;19660;51434;22352;59672;4936;13650;4669;12982;1194;3341;2753;7664;11333;29453;2984;8575
31.12.2013;85-Jährige;17237;46851;20040;54404;4148;12001;3816;11390;1076;3105;2445;7198;10210;26850;2424;7469
31.12.2013;86-Jährige;13907;39845;16263;46939;3317;10150;2909;9288;851;2691;1935;6108;8165;23279;1733;6049
31.12.2013;87-Jährige;11617;35643;13192;42046;2632;9293;2181;7910;685;2363;1690;5585;6854;20980;1342;5085
31.12.2013;88-Jährige;9509;31470;10628;37008;2090;8031;1780;6749;574;2070;1426;5028;5561;18579;1050;4333
31.12.2013;89-Jährige;6652;24994;7729;29667;1459;6407;1239;5376;419;1670;1044;4197;4116;15170;758;3358
31.12.2013;90 Jahre und mehr;19343;84565;22605;99224;4711;24714;3424;17536;1420;6331;3385;14943;11476;50165;1992;10553
31.12.2013;Insgesamt;5230706;10631278;6197151;12604244;1669791;3421829;1205440;2449193;321188;657391;847946;1746342;2962599;6045425;786331;1596505
_____
Berlin: bis 1990 nur Berlin-West
Neue Länder ab 1991

Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
_____
(C)opyright Statistisches Bundesamt, Wiesbaden 2015
Stand: 16.11.2015 / 11:59:46
