GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Niedersachsen;Niedersachsen;Nordrhein-Westfalen;Nordrhein-Westfalen;Rheinland-Pfalz;Rheinland-Pfalz;Saarland;Saarland;Sachsen;Sachsen;Sachsen-Anhalt;Sachsen-Anhalt;Schleswig-Holstein;Schleswig-Holstein;Thüringen;Thüringen
;;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt
31.12.2007;52-Jährige;53089;107468;125232;249703;28841;58280;7740;15608;32082;64611;19459;39572;18498;36916;18685;37736
31.12.2007;53-Jährige;53047;105907;124248;245996;28615;57883;7843;15745;32105;64240;19190;38953;18546;36755;18439;37166
31.12.2007;54-Jährige;51088;102185;119033;234572;27848;55926;7736;15448;32416;64699;19615;39101;17776;35445;18320;37090
31.12.2007;55-Jährige;51726;103600;119018;233986;27713;55891;7512;15194;32749;65849;19547;38950;17909;35509;18076;36572
31.12.2007;56-Jährige;50991;102361;115047;226115;27089;54793;7418;14751;33948;67330;18825;37215;17893;35578;18140;36526
31.12.2007;57-Jährige;51417;103452;115766;228297;27445;55572;7558;15195;32530;64599;18465;36790;18203;36066;17491;34791
31.12.2007;58-Jährige;50646;102016;114605;227081;26959;54276;7604;15459;28623;56697;16734;32793;18097;36039;15375;31026
31.12.2007;59-Jährige;47204;94986;105932;209226;23222;46900;6763;13566;23093;45526;14158;27792;18033;35646;13532;26916
31.12.2007;60-Jährige;43712;87142;97822;193146;20922;41989;5541;11018;23530;45494;13974;27185;16903;33452;12916;25585
31.12.2007;61-Jährige;41390;82090;90256;177305;18726;37628;4588;8993;17592;34353;11306;22157;15957;31448;10985;21267
31.12.2007;62-Jährige;32831;65210;77902;151342;16120;31758;4261;8344;21192;40608;11600;22399;13570;26163;10313;20020
31.12.2007;63-Jährige;44445;87108;99647;193808;21076;41584;5846;11347;30711;59025;16337;31460;17754;34754;14942;29039
31.12.2007;64-Jährige;45468;90119;100276;194878;20955;41511;5716;11077;30608;58502;16876;32612;18338;36079;15117;29371
31.12.2007;65-Jährige;44558;88133;98302;190315;20691;40685;5720;10948;28685;54299;17038;32316;17812;35049;14453;27565
31.12.2007;66-Jährige;54480;106811;116844;225338;26140;50510;7308;13948;35861;67663;20720;39440;21342;42075;18630;35414
31.12.2007;67-Jährige;57454;111748;126793;242858;28652;54868;7775;14671;36862;69386;21353;40623;21620;42450;20245;38063
31.12.2007;68-Jährige;56443;109083;124566;237184;27957;54009;8063;14983;36345;67883;21022;39503;21553;41928;19633;36966
31.12.2007;69-Jährige;54020;103821;118453;223956;26196;50321;7426;13959;33076;61714;19207;35565;20290;39342;17183;32310
31.12.2007;70-Jährige;49478;94954;112221;210075;24756;47047;7524;13732;30512;56298;17993;33134;18583;35962;16115;29624
31.12.2007;71-Jährige;48165;90640;108685;202147;24480;45977;7546;13725;30280;55059;17642;31827;17769;33945;15835;28789
31.12.2007;72-Jährige;45628;85418;105069;193738;23252;43437;6706;12329;29753;54364;17216;30593;16884;31676;15370;27514
31.12.2007;73-Jährige;42109;77760;98384;179923;21411;39683;5885;10691;27784;49772;16068;28281;15181;28445;14173;25280
31.12.2007;74-Jährige;33343;60120;77773;140550;17571;32061;4970;9034;21692;38316;12923;22389;11514;21066;11118;19632
31.12.2007;75-Jährige;33581;59619;77276;138410;17356;31500;5180;9237;21280;37144;12628;21754;11313;20242;11234;19522
31.12.2007;76-Jährige;33850;59486;78516;138130;17837;31633;5269;9119;22241;37926;12699;21579;11460;20076;11278;19067
31.12.2007;77-Jährige;35580;61283;82536;143695;18552;32458;5106;9009;23846;39893;13350;21878;11663;20253;12019;19846
31.12.2007;78-Jährige;33491;57123;78735;134410;17898;30649;5002;8419;23195;37925;12683;20409;11291;19372;11351;18315
31.12.2007;79-Jährige;33124;55848;76445;129097;17405;29780;4854;8113;21891;34951;12379;19404;11252;18996;11057;17536
31.12.2007;80-Jährige;31465;51347;71338;115845;16344;27121;4604;7363;19784;30354;10923;16614;10473;16824;10072;15440
31.12.2007;81-Jährige;30323;47522;68973;107278;16338;25566;4322;6770;19912;29008;10440;15207;10313;15927;9932;14477
31.12.2007;82-Jährige;30404;45630;67011;100106;15728;23760;4257;6269;18621;26357;9966;14114;10430;15625;9104;13025
31.12.2007;83-Jährige;27315;39636;61941;88527;14611;20864;4097;5881;16125;22229;8846;12134;9397;13629;8257;11263
31.12.2007;84-Jährige;25005;35538;55133;77593;13227;18836;3938;5516;15389;20779;8074;10780;8811;12577;7475;10172
31.12.2007;85-Jährige;24245;34039;52444;73406;12573;17726;3460;4763;15102;20499;7792;10448;8457;11968;7055;9530
31.12.2007;86-Jährige;22966;31869;48713;66548;11489;15877;3032;4138;15160;20170;7388;9744;8377;11582;6893;9057
31.12.2007;87-Jährige;19848;27043;41260;55825;9622;13202;2358;3189;13812;18010;6564;8519;7455;10169;5820;7623
31.12.2007;88-Jährige;13529;18066;28111;37350;6454;8810;1612;2170;8363;10897;4094;5241;4910;6600;3575;4648
31.12.2007;89-Jährige;7558;10085;16484;21680;3832;5136;1004;1347;4113;5321;2173;2759;2884;3857;1762;2263
31.12.2007;90 Jahre und mehr;41349;55944;86445;113102;21149;29117;4972;6465;24167;29172;11315;13870;15946;21650;9992;12327
31.12.2007;Insgesamt;4060139;7971684;9221824;17996621;2060955;4045643;532519;1036598;2159396;4220200;1232520;2412472;1448435;2837373;1160278;2289219
31.12.2008;unter 1 Jahr;31691;64868;72989;149971;15716;32252;3430;7144;16761;34407;8590;17633;11170;22776;8464;17323
31.12.2008;1-Jährige;31855;65754;73574;151075;15838;32725;3556;7262;16408;33861;8423;17338;11292;23396;8254;17132
31.12.2008;2-Jährige;31979;65967;73068;150055;15512;32111;3413;7222;15843;32502;8020;16796;11249;23289;7855;16305
31.12.2008;3-Jährige;33074;67799;74448;153535;16083;33020;3643;7459;15905;32432;8338;16891;11638;23875;8092;16618
31.12.2008;4-Jährige;34905;71305;76970;157980;16446;34186;3704;7679;16166;33036;8131;16979;12150;25096;8356;17144
31.12.2008;5-Jährige;35142;71802;77707;159812;16879;34777;3717;7643;15649;31893;7996;16539;12335;25314;8213;16666
31.12.2008;6-Jährige;36342;74655;79726;163616;17313;35632;3893;7998;15424;31316;8234;17095;12775;26061;8154;16697
31.12.2008;7-Jährige;37995;77747;82059;168378;17777;36829;4052;8266;15192;31427;8374;17270;13192;26935;8347;16994
31.12.2008;8-Jährige;39730;81758;86238;176506;19078;39142;4301;8696;15826;32300;8513;17717;14058;28611;8342;16967
31.12.2008;9-Jährige;40251;82773;86833;177955;19317;39484;4528;9079;14868;30582;8156;16980;14236;29173;7801;16301
31.12.2008;10-Jährige;41634;85656;89469;183976;20056;41018;4468;9170;14230;29141;8072;16396;14562;29693;7923;16176
31.12.2008;11-Jährige;43657;89381;93714;192313;21012;43074;4909;9994;13793;28144;7738;16032;14972;31055;7882;16101
31.12.2008;12-Jährige;42510;87627;92965;190573;20428;42380;4944;10106;12971;26495;7424;15191;15016;30850;7272;14803
31.12.2008;13-Jährige;41864;85515;90941;186345;20441;41696;4816;9825;11635;23734;6732;13993;14453;29675;6484;13598
31.12.2008;14-Jährige;42596;87272;93068;191075;20868;42894;5103;10278;11141;22928;6658;13719;14568;30095;6213;12638
31.12.2008;15-Jährige;44170;91038;97615;199969;21865;45162;5227;10844;11395;23587;6915;14119;15310;31335;6466;13290
31.12.2008;16-Jährige;44951;92069;99748;205305;22833;46193;5600;11302;12303;25298;7650;15772;15575;31877;7229;14633
31.12.2008;17-Jährige;45531;93408;102788;210504;23082;47382;5634;11636;14853;30717;9043;18618;15749;32561;8472;17264
31.12.2008;18-Jährige;46856;96483;105860;217056;23848;49134;5911;12192;22985;47314;13652;28704;16379;33517;13013;26822
31.12.2008;19-Jährige;45355;93420;103753;211967;23312;47760;5774;11866;24310;50615;14183;29812;15925;32555;13388;27965
31.12.2008;20-Jährige;45814;94698;106153;216842;24226;49384;5938;12094;25666;53573;15013;31665;16066;33038;14346;29904
31.12.2008;21-Jährige;44390;91327;104369;213020;23974;48331;5807;11923;26523;55557;15100;32048;15224;31319;14594;30739
31.12.2008;22-Jährige;43364;89203;104458;211288;23658;47892;5827;11936;26039;54310;14348;30675;14964;30305;13861;29707
31.12.2008;23-Jährige;42350;85871;100927;203485;22454;45695;5584;11402;25784;54836;13961;30064;14350;28825;13538;29248
31.12.2008;24-Jährige;41540;85006;100966;203787;22946;46090;5553;11400;25976;54729;13835;29796;14110;28766;13540;29310
31.12.2008;25-Jährige;42364;86208;103000;207269;22692;45821;5589;11511;25845;54620;13514;29533;14423;29109;13244;28841
31.12.2008;26-Jährige;43814;88492;105662;213316;23358;47231;5832;11950;25820;55256;13063;28593;15042;30064;13358;29458
31.12.2008;27-Jährige;43963;88903;106255;212601;23238;46851;5682;11841;24742;53191;12631;28003;15069;30112;13069;28298
31.12.2008;28-Jährige;44590;89627;107359;214980;23114;46010;5716;11865;25294;54115;12681;27941;15223;30421;13007;28710
31.12.2008;29-Jährige;42611;85899;101858;203669;21939;44003;5620;11137;24048;52114;11950;26346;14680;29142;12495;27457
31.12.2008;30-Jährige;42441;85405;100881;201498;21681;43383;5442;10866;24237;52092;12040;26273;14808;29443;12004;26171
31.12.2008;31-Jährige;42318;85045;101137;202461;21649;43014;5302;10747;23320;50548;11652;25109;14840;29530;11841;25750
31.12.2008;32-Jährige;43130;86590;102334;203927;21308;42860;5109;10437;21013;44823;10578;22636;15165;30054;10565;22883
31.12.2008;33-Jährige;41963;84686;99839;199614;21144;42152;5020;10314;19855;42812;9970;21466;14769;29783;9947;21903
31.12.2008;34-Jährige;43873;87534;102079;202980;21667;43234;5131;10510;19515;42281;10229;21720;15147;30572;10318;22734
31.12.2008;35-Jährige;44930;90003;103016;205861;22221;44409;5219;10469;19926;42831;10640;22908;15770;31434;10876;23562
31.12.2008;36-Jährige;49709;99982;112894;226789;24521;48873;5765;11575;21977;47266;12466;26389;17555;35305;12026;26422
31.12.2008;37-Jährige;54938;110027;123452;247843;26846;53711;6524;13001;26182;55790;14969;31711;19857;40105;13974;30139
31.12.2008;38-Jährige;58183;117136;129509;261815;28154;57010;6593;13360;26544;56472;15463;32289;20783;42604;14707;31247
31.12.2008;39-Jährige;62799;127071;141287;286186;30537;62097;7504;15119;26949;56802;16197;33500;22980;47335;15131;31891
31.12.2008;40-Jährige;65542;133442;147971;299676;32011;65207;7890;16000;27708;58391;16589;34588;24668;50440;15471;32366
31.12.2008;41-Jährige;67739;136912;151335;307005;32854;66980;8177;16621;28808;60400;17533;36053;25336;52099;16170;33480
31.12.2008;42-Jährige;68472;140009;154102;313226;33623;69084;8458;17158;30908;63901;18415;37875;25203;51999;17337;36090
31.12.2008;43-Jährige;67546;138835;153991;313962;33820;69489;8820;17515;32196;66868;19252;39612;24865;50844;18024;37256
31.12.2008;44-Jährige;68072;139192;155749;317819;34682;70990;9118;18070;33868;69653;20357;41489;24885;51023;19094;39341
31.12.2008;45-Jährige;67565;138245;153735;313173;34807;71343;9099;18278;34009;70558;21002;43078;24323;49493;19637;40326
31.12.2008;46-Jährige;65973;133651;148558;301503;33988;69184;9002;17969;33576;69601;20957;42426;23567;47614;19488;40008
31.12.2008;47-Jährige;65007;132041;147000;296312;34006;69013;8958;18222;33963;69477;20867;42578;23071;46302;20150;41115
31.12.2008;48-Jährige;63396;128248;145006;292404;33802;67895;8871;17584;32471;66685;20227;41208;22192;44339;19137;39201
31.12.2008;49-Jährige;61116;123654;141110;283757;32398;65795;8736;17853;32537;66213;20067;40485;21504;42892;19196;39168
31.12.2008;50-Jährige;57726;117129;134698;271252;30767;62386;8501;17272;30211;61266;18878;38239;20228;40558;17907;36495
31.12.2008;51-Jährige;57119;115074;132301;266479;30555;62220;8249;16751;30190;61037;18798;37717;20207;39829;17904;36421
31.12.2008;52-Jährige;55086;111431;128286;257607;29528;59847;8081;16314;30752;62261;19247;38175;18944;37626;18374;37243
31.12.2008;53-Jährige;53001;107016;124682;248158;28837;58131;7731;15537;31988;64292;19348;39230;18470;36755;18592;37508
31.12.2008;54-Jährige;52894;105435;123705;244528;28560;57608;7806;15666;31982;63849;19106;38680;18481;36550;18355;36949
31.12.2008;55-Jährige;50968;101708;118416;232886;27756;55665;7690;15348;32289;64277;19520;38833;17755;35329;18252;36857
31.12.2008;56-Jährige;51577;103032;118296;232232;27633;55665;7467;15080;32626;65395;19424;38645;17905;35413;18007;36318
31.12.2008;57-Jährige;50830;101829;114323;224307;26971;54450;7401;14666;33825;66900;18709;36917;17841;35400;18055;36277
31.12.2008;58-Jährige;51215;102821;115039;226384;27361;55225;7511;15068;32398;64158;18344;36461;18196;35935;17415;34550
31.12.2008;59-Jährige;50487;101486;113807;224916;26792;53855;7555;15328;28536;56330;16637;32488;18064;35861;15316;30803
31.12.2008;60-Jährige;47022;94387;105069;206967;23148;46614;6722;13437;23010;45186;14071;27532;17998;35464;13459;26711
31.12.2008;61-Jährige;43560;86566;96913;190849;20796;41598;5492;10881;23468;45186;13845;26880;16820;33210;12851;25368
31.12.2008;62-Jährige;41197;81445;89356;175024;18607;37266;4549;8897;17493;34048;11219;21899;15896;31219;10936;21078
31.12.2008;63-Jährige;32655;64623;77084;149166;15995;31418;4226;8257;21085;40264;11519;22165;13494;25947;10235;19811
31.12.2008;64-Jährige;44138;86206;98615;191111;20907;41131;5805;11200;30571;58563;16196;31056;17618;34445;14862;28781
31.12.2008;65-Jährige;45189;89287;99116;191739;20773;41011;5673;10944;30429;57952;16752;32198;18257;35799;15009;29044
31.12.2008;66-Jährige;44172;87080;97269;187418;20523;40197;5668;10779;28482;53709;16888;31892;17717;34690;14340;27248
31.12.2008;67-Jährige;54019;105478;115613;221756;25876;49811;7244;13735;35592;66860;20513;38887;21199;41604;18490;34973
31.12.2008;68-Jährige;56896;110185;125337;238836;28387;54076;7677;14436;36553;68524;21098;39950;21451;41950;20039;37490
31.12.2008;69-Jährige;55850;107365;123083;232914;27625;53106;7967;14732;36009;66881;20754;38772;21355;41351;19428;36416
31.12.2008;70-Jährige;53375;102082;116892;219642;25923;49503;7318;13677;32745;60826;18951;34831;20110;38772;16981;31746
31.12.2008;71-Jährige;48908;93245;110553;205680;24419;46165;7414;13459;30162;55292;17713;32409;18324;35319;15909;29030
31.12.2008;72-Jährige;47457;88864;106955;197475;24133;45082;7423;13394;29862;53964;17351;31040;17544;33294;15564;28109
31.12.2008;73-Jährige;44892;83416;103165;188783;22843;42371;6562;11996;29276;53158;16860;29757;16646;31004;15086;26822
31.12.2008;74-Jährige;41322;75748;96416;174845;20989;38625;5769;10365;27250;48506;15704;27394;14931;27750;13871;24579
31.12.2008;75-Jährige;32661;58485;76010;136129;17191;31067;4864;8769;21289;37287;12567;21575;11276;20452;10853;18992
31.12.2008;76-Jährige;32751;57629;75274;133645;16956;30498;5048;8911;20763;35954;12286;20943;11049;19587;10950;18855
31.12.2008;77-Jährige;32991;57442;76228;132751;17361;30486;5106;8760;21573;36489;12284;20677;11129;19376;10899;18263
31.12.2008;78-Jährige;34474;58815;79801;137531;17962;31127;4920;8579;23049;38255;12875;20905;11313;19462;11624;19022
31.12.2008;79-Jährige;32362;54574;75740;127960;17299;29296;4798;7983;22391;36313;12155;19331;10902;18495;10888;17413
31.12.2008;80-Jährige;31804;53043;73259;122305;16646;28168;4656;7669;20999;33266;11785;18315;10798;18053;10557;16556
31.12.2008;81-Jährige;30002;48460;67898;108980;15556;25489;4366;6913;18897;28758;10345;15589;10004;15906;9583;14522
31.12.2008;82-Jährige;28676;44532;65182;100397;15453;23899;4091;6333;18904;27323;9801;14162;9728;14895;9337;13454
31.12.2008;83-Jährige;28492;42377;62719;92766;14794;22098;3965;5795;17482;24612;9258;13026;9785;14533;8443;12020
31.12.2008;84-Jährige;25436;36536;57437;81361;13545;19179;3820;5398;15096;20632;8172;11115;8763;12624;7641;10320
31.12.2008;85-Jährige;22985;32386;50668;70549;12156;17159;3588;4991;14204;19047;7418;9833;8124;11496;6814;9170
31.12.2008;86-Jährige;22058;30592;47425;65887;11374;15879;3097;4207;13755;18483;7028;9320;7720;10771;6344;8492
31.12.2008;87-Jährige;20460;28149;43553;58937;10234;14008;2683;3629;13600;17960;6565;8595;7580;10343;6095;7947
31.12.2008;88-Jährige;17469;23695;36209;48581;8382;11470;2048;2752;12244;15819;5711;7350;6545;8866;5028;6549
31.12.2008;89-Jährige;11683;15453;24271;32045;5535;7499;1385;1837;7251;9344;3500;4458;4252;5670;3036;3914
31.12.2008;90 Jahre und mehr;38733;52899;80457;106252;20150;28121;4694;6191;22390;27081;10586;12980;15000;20607;9242;11485
31.12.2008;Insgesamt;4046192;7947244;9186645;17933064;2051320;4028351;529139;1030324;2143628;4192801;1216189;2381872;1446462;2834260;1148936;2267763
31.12.2009;unter 1 Jahr;30169;62232;70628;144670;15004;30793;3403;6919;16461;34049;8308;17138;10675;22046;8301;16831
31.12.2009;1-Jährige;32003;65515;73347;150775;15860;32583;3469;7193;16776;34457;8647;17706;11364;23127;8537;17439
31.12.2009;2-Jährige;31999;66072;73689;151291;15904;32825;3522;7206;16404;33858;8430;17305;11407;23641;8243;17128
31.12.2009;3-Jährige;32047;66100;73212;150338;15506;32171;3408;7203;15810;32452;7977;16718;11361;23510;7856;16288
31.12.2009;4-Jährige;33179;67989;74510;153592;16150;33097;3648;7465;15866;32372;8319;16851;11708;23979;8082;16587
31.12.2009;5-Jährige;34955;71396;76986;158037;16438;34161;3713;7687;16129;32936;8112;16912;12201;25195;8300;17063
31.12.2009;6-Jährige;35155;71884;77713;159778;16879;34769;3713;7646;15572;31799;7935;16439;12395;25444;8185;16633
31.12.2009;7-Jährige;36381;74716;79775;163729;17306;35588;3893;8003;15395;31267;8207;17010;12821;26133;8118;16617
31.12.2009;8-Jährige;38016;77796;82132;168472;17734;36784;4072;8284;15194;31387;8358;17212;13278;27073;8323;16943
31.12.2009;9-Jährige;39771;81872;86342;176774;19069;39125;4321;8727;15783;32245;8473;17640;14087;28693;8310;16920
31.12.2009;10-Jährige;40259;82852;86899;178087;19327;39472;4528;9066;14795;30468;8111;16908;14273;29240;7795;16298
31.12.2009;11-Jährige;41718;85787;89545;184056;20075;41035;4465;9171;14170;29084;8026;16316;14587;29778;7900;16132
31.12.2009;12-Jährige;43691;89424;93801;192434;20991;43046;4911;9970;13753;28081;7729;15993;14993;31155;7851;16049
31.12.2009;13-Jährige;42546;87720;93011;190711;20422;42362;4959;10137;12920;26421;7418;15141;15061;30941;7247;14770
31.12.2009;14-Jährige;41920;85613;90982;186454;20383;41635;4817;9815;11606;23708;6703;13940;14474;29764;6485;13578
31.12.2009;15-Jährige;42616;87343;93147;191319;20850;42867;5100;10277;11121;22909;6637;13667;14628;30209;6208;12636
31.12.2009;16-Jährige;44167;91051;97821;200383;21845;45154;5221;10818;11401;23578;6870;14056;15295;31292;6465;13293
31.12.2009;17-Jährige;44925;92067;99962;205766;22806;46160;5612;11334;12323;25329;7590;15684;15539;31772;7226;14625
31.12.2009;18-Jährige;45538;93427;103221;211271;23070;47378;5585;11593;14823;30701;8837;18365;15731;32528;8338;17108
31.12.2009;19-Jährige;46718;96367;106105;217772;23795;49136;5843;12086;23091;47561;13374;28268;16383;33570;12775;26438
31.12.2009;20-Jährige;44753;92513;104092;212494;23378;47932;5705;11784;24514;51139;14083;29628;15874;32484;13384;27842
31.12.2009;21-Jährige;45532;94103;106801;217898;24401;49727;5881;11954;25761;53742;14717;31228;15860;32646;14253;29819
31.12.2009;22-Jährige;44178;91001;105148;214397;24065;48508;5775;11871;26385;55509;14741;31412;15153;31200;14368;30356
31.12.2009;23-Jährige;43250;89229;104732;212075;23578;47746;5812;11949;25849;54043;13881;29821;14973;30321;13616;29280
31.12.2009;24-Jährige;42211;85720;101208;204199;22368;45593;5547;11301;25605;54503;13610;29382;14339;28929;13315;28803
31.12.2009;25-Jährige;41460;85010;101359;204444;22574;45670;5538;11357;25552;53965;13439;28975;14180;28801;13209;28721
31.12.2009;26-Jährige;42253;86193;103202;207483;22306;45198;5551;11496;25436;53893;13065;28600;14496;29108;12882;28153
31.12.2009;27-Jährige;43796;88464;105731;213430;22989;46587;5744;11829;25431;54515;12693;27847;14996;29990;13048;28780
31.12.2009;28-Jährige;43889;88849;106085;212272;22968;46266;5647;11737;24446;52553;12406;27402;15152;30210;12850;27793
31.12.2009;29-Jährige;44508;89473;106905;214277;22920;45616;5687;11788;25126;53646;12521;27475;15417;30644;12832;28230
31.12.2009;30-Jährige;42605;85889;101637;202979;21777;43665;5541;11047;23871;51713;11812;25978;14760;29186;12365;27103
31.12.2009;31-Jährige;42439;85371;100702;200968;21647;43173;5350;10757;24013;51574;11944;25937;14894;29613;11923;25924
31.12.2009;32-Jährige;42391;85129;100916;201902;21578;42867;5271;10689;23192;50167;11524;24810;14949;29756;11749;25478
31.12.2009;33-Jährige;43078;86557;102122;203481;21273;42650;5109;10381;20883;44508;10481;22421;15195;30191;10555;22721
31.12.2009;34-Jährige;42157;84932;99517;198800;21153;42117;4996;10251;19774;42459;9884;21247;14840;29880;9905;21821
31.12.2009;35-Jährige;43948;87623;101771;202225;21660;43142;5101;10414;19428;42059;10179;21525;15254;30702;10279;22614
31.12.2009;36-Jährige;44998;90054;102849;205248;22202;44352;5192;10422;19859;42652;10571;22721;15856;31558;10814;23424
31.12.2009;37-Jährige;49811;100019;112712;226072;24548;48933;5737;11504;21901;47014;12421;26235;17628;35428;11990;26305
31.12.2009;38-Jährige;54914;109982;123149;247042;26834;53733;6477;12886;26084;55551;14887;31535;19923;40158;13930;30014
31.12.2009;39-Jährige;58169;117026;129200;260929;28116;56896;6581;13345;26433;56222;15382;32142;20889;42735;14673;31140
31.12.2009;40-Jährige;62794;127052;141067;285373;30497;61929;7490;15043;26884;56585;16130;33370;23011;47380;15083;31780
31.12.2009;41-Jährige;65540;133454;147780;298937;31992;65097;7869;15926;27596;58087;16512;34425;24713;50469;15451;32285
31.12.2009;42-Jährige;67739;136898;151040;306038;32871;66891;8168;16591;28709;60183;17440;35869;25378;52131;16127;33371
31.12.2009;43-Jährige;68418;139879;153767;312381;33583;68902;8430;17075;30781;63621;18311;37649;25254;52016;17276;35944
31.12.2009;44-Jährige;67535;138657;153725;313068;33822;69340;8827;17489;32069;66589;19181;39467;24901;50904;17959;37096
31.12.2009;45-Jährige;67958;138942;155443;316805;34654;70878;9113;18016;33778;69419;20288;41267;24894;50985;19031;39164
31.12.2009;46-Jährige;67521;138039;153355;311990;34756;71178;9082;18216;33896;70272;20909;42868;24377;49431;19547;40146
31.12.2009;47-Jährige;65881;133411;148165;300259;33974;69040;8972;17893;33480;69325;20872;42207;23568;47542;19398;39804
31.12.2009;48-Jährige;64935;131676;146689;295171;33977;68885;8933;18169;33876;69213;20762;42304;23125;46293;20054;40919
31.12.2009;49-Jährige;63318;127931;144559;291158;33726;67680;8837;17505;32348;66337;20116;40966;22191;44268;19069;39008
31.12.2009;50-Jährige;61066;123276;140749;282370;32336;65609;8694;17767;32395;65873;19985;40266;21482;42832;19120;38996
31.12.2009;51-Jährige;57617;116746;134214;269863;30725;62190;8488;17215;30100;60972;18795;37979;20226;40450;17827;36288
31.12.2009;52-Jährige;57085;114738;131628;264808;30510;62032;8229;16651;30101;60752;18703;37472;20158;39672;17844;36265
31.12.2009;53-Jährige;54920;110938;127850;256214;29472;59603;8045;16205;30608;61837;19167;37914;18959;37531;18268;37002
31.12.2009;54-Jährige;52914;106597;124042;246536;28782;57874;7695;15467;31886;63940;19289;38998;18469;36630;18512;37273
31.12.2009;55-Jährige;52747;104959;123093;242911;28414;57249;7764;15552;31889;63525;19002;38361;18473;36442;18269;36683
31.12.2009;56-Jährige;50851;101233;117739;231185;27662;55360;7659;15245;32207;63926;19409;38511;17715;35151;18164;36587
31.12.2009;57-Jährige;51475;102584;117626;230384;27493;55311;7434;14951;32509;64952;19309;38320;17905;35286;17934;36044
31.12.2009;58-Jährige;50652;101258;113548;222271;26866;54109;7362;14563;33717;66493;18629;36626;17801;35216;17963;36006
31.12.2009;59-Jährige;51040;102211;114248;224197;27266;54867;7452;14929;32282;63720;18247;36125;18162;35743;17327;34263
31.12.2009;60-Jährige;50330;100861;112874;222387;26679;53482;7494;15153;28424;55917;16530;32200;18051;35720;15245;30542
31.12.2009;61-Jährige;46865;93800;104165;204539;23017;46211;6657;13272;22892;44821;13981;27278;17954;35255;13398;26479
31.12.2009;62-Jährige;43381;85890;95988;188447;20679;41220;5443;10744;23373;44835;13745;26562;16746;33007;12773;25140
31.12.2009;63-Jährige;40892;80678;88503;172713;18468;36904;4517;8786;17407;33789;11128;21651;15859;30991;10869;20898
31.12.2009;64-Jährige;32461;64021;76336;146996;15881;31086;4184;8150;20988;39925;11429;21896;13409;25720;10176;19617
31.12.2009;65-Jährige;43859;85375;97583;188193;20749;40647;5763;11064;30394;57994;16075;30673;17518;34142;14746;28474
31.12.2009;66-Jährige;44815;88251;97996;188628;20612;40531;5620;10789;30212;57335;16588;31703;18130;35481;14901;28767
31.12.2009;67-Jährige;43812;86036;96103;184353;20304;39637;5609;10617;28267;53043;16722;31399;17586;34335;14228;26921
31.12.2009;68-Jährige;53534;104015;114226;217988;25612;49107;7169;13503;35286;65996;20269;38231;21052;41091;18315;34481
31.12.2009;69-Jährige;56248;108411;123753;234589;28087;53243;7568;14162;36214;67604;20843;39242;21266;41401;19863;36918
31.12.2009;70-Jährige;55245;105573;121470;228440;27265;52126;7838;14400;35632;65825;20478;37998;21141;40723;19192;35802
31.12.2009;71-Jährige;52708;100326;115282;215293;25619;48583;7182;13348;32399;59750;18657;34056;19852;38068;16757;31130
31.12.2009;72-Jährige;48268;91385;108778;201077;24047;45217;7296;13138;29797;54251;17406;31597;18082;34647;15631;28369
31.12.2009;73-Jährige;46716;86862;105001;192610;23742;44033;7295;13061;29421;52818;17027;30253;17265;32541;15294;27415
31.12.2009;74-Jährige;44148;81402;101111;183593;22416;41314;6429;11645;28740;51798;16464;28879;16346;30246;14769;26056
31.12.2009;75-Jährige;40490;73567;94231;169496;20578;37565;5651;10055;26686;47155;15318;26527;14647;27013;13574;23830
31.12.2009;76-Jährige;31852;56593;74069;131378;16743;30058;4735;8486;20792;36131;12208;20800;10991;19823;10587;18355
31.12.2009;77-Jährige;31879;55509;73161;128723;16511;29425;4903;8566;20247;34676;11936;20117;10737;18887;10615;18117
31.12.2009;78-Jährige;32047;55238;73735;127006;16813;29279;4925;8393;20903;35031;11806;19709;10754;18561;10489;17451
31.12.2009;79-Jährige;33255;56255;76871;131062;17303;29683;4738;8174;22269;36594;12328;19814;10928;18618;11151;18119
31.12.2009;80-Jährige;31087;51902;72528;121154;16586;27813;4565;7533;21521;34558;11604;18225;10491;17605;10416;16477
31.12.2009;81-Jährige;30408;50107;69757;115144;15912;26608;4424;7186;20017;31443;11125;17113;10359;17128;10027;15589
31.12.2009;82-Jährige;28473;45493;64252;101836;14702;23861;4109;6452;17926;27033;9717;14501;9519;14958;9005;13525
31.12.2009;83-Jährige;26970;41421;61035;93069;14501;22172;3809;5823;17805;25530;9098;13007;9163;13900;8703;12419
31.12.2009;84-Jährige;26532;39123;58190;85213;13723;20355;3673;5297;16223;22668;8519;11842;9118;13430;7806;10983
31.12.2009;85-Jährige;23451;33334;52682;73960;12392;17402;3498;4901;13917;18857;7443;10056;8106;11586;6985;9343
