GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Niedersachsen;Niedersachsen;Nordrhein-Westfalen;Nordrhein-Westfalen;Rheinland-Pfalz;Rheinland-Pfalz;Saarland;Saarland;Sachsen;Sachsen;Sachsen-Anhalt;Sachsen-Anhalt;Schleswig-Holstein;Schleswig-Holstein;Thüringen;Thüringen
;;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt
31.12.2005;18-Jährige;44578;91824;101708;208942;23388;47599;5753;11862;27329;56638;16900;34910;15063;31261;15601;32520
31.12.2005;19-Jährige;43720;90261;101228;206131;22816;46747;5864;11937;26683;55262;16111;33832;14939;30329;14969;31564
31.12.2005;20-Jährige;42592;86683;97897;198181;21906;44711;5559;11352;26569;55916;15567;33068;14396;28816;14733;31451
31.12.2005;21-Jährige;41824;85687;98519;199196;22647;45403;5557;11412;26596;55920;15180;32497;13997;28552;14747;31486
31.12.2005;22-Jährige;43087;87145;101205;203342;22625;45788;5666;11559;26743;56345;14971;32474;14295;28916;14594;31386
31.12.2005;23-Jährige;44670;89888;104253;210475;23698;47697;5966;12125;26864;57274;14587;31599;15037;29856;14796;32289
31.12.2005;24-Jährige;45086;90812;105650;211231;23638;47692;5817;12095;25958;55785;13850;30666;15182;30303;14376;30960
31.12.2005;25-Jährige;45365;91111;107167;214617;23709;47163;5833;12077;26309;56503;13833;30497;15343;30541;14156;31192
31.12.2005;26-Jährige;43198;87443;102069;204039;22436;44890;5727;11418;24929;54295;12768;28272;14615;29122;13393;29515
31.12.2005;27-Jährige;42715;86730;101187;202670;22068;44329;5561;11108;24911;53862;12762;27982;14643;29383;12712;27882
31.12.2005;28-Jährige;42541;86127;101542;203790;21835;43684;5439;11027;23953;52131;12250;26483;14649;29366;12333;27142
31.12.2005;29-Jährige;43116;87215;102920;205703;21476;43385;5206;10674;21364;45806;10909;23532;14938;29785;11020;24095
31.12.2005;30-Jährige;41971;85068;100350;201255;21130;42390;5131;10532;20213;43731;10225;22209;14502;29465;10185;22731
31.12.2005;31-Jährige;43809;87764;102419;204567;21667;43528;5237;10709;19806;43170;10549;22438;14821;30133;10533;23370
31.12.2005;32-Jährige;44835;90255;103516;207721;22130;44503;5304;10666;20190;43757;10915;23512;15444;30942;11030;24095
31.12.2005;33-Jährige;49613;99879;113317;228372;24467;49057;5853;11812;22182;48069;12696;27052;17222;34872;12204;27068
31.12.2005;34-Jährige;54831;110176;124158;249766;26847;54109;6611;13213;26391;56646;15293;32484;19576;39646;14212;30795
31.12.2005;35-Jährige;57989;117104;130218;264126;28108;57180;6699;13578;26814;57348;15709;32979;20511;42108;14942;31831
31.12.2005;36-Jährige;62800;127246;142099;288610;30540;62376;7608;15373;27212;57546;16445;34135;22770;46975;15324;32452
31.12.2005;37-Jährige;65497;133564;148602;301812;32070;65525;7956;16224;27991;59124;16849;35262;24543;50242;15687;32984
31.12.2005;38-Jährige;67658;137214;152006;309101;32929;67267;8257;16855;29100;61171;17858;36683;25128;51673;16374;34006
31.12.2005;39-Jährige;68447;140233;154876;315683;33668;69426;8521;17372;31267;64762;18763;38620;24942;51724;17538;36597
31.12.2005;40-Jährige;67635;139318;154623;316233;33939;69884;8878;17705;32547;67765;19611;40433;24711;50683;18286;37875
31.12.2005;41-Jährige;68166;139659;156412;320227;34610;71338;9167;18187;34247;70579;20764;42333;24719;50871;19321;39924
31.12.2005;42-Jährige;67703;138732;154546;315523;34863;71710;9154;18487;34398;71556;21349;43913;24204;49358;19882;40923
31.12.2005;43-Jährige;66019;134202;149399;303960;34103;69640;8996;18148;33937;70616;21314;43251;23468;47571;19774;40672
31.12.2005;44-Jährige;65215;132893;147762;298843;34122;69421;8987;18379;34448;70592;21232;43383;22923;46255;20349;41687
31.12.2005;45-Jährige;63368;128807;146015;295379;33783;68232;8939;17800;32857;67734;20581;42016;22156;44416;19485;39947
31.12.2005;46-Jährige;61198;124182;141973;286512;32568;66344;8795;18052;32933;67262;20374;41287;21468;42992;19457;39788
31.12.2005;47-Jährige;57930;118011;135654;274239;30835;62887;8601;17557;30599;62275;19157;38987;20160;40608;18151;37112
31.12.2005;48-Jährige;57361;115975;133305;269678;30685;62678;8303;16953;30585;62089;19165;38565;20170;39928;18170;37078
31.12.2005;49-Jährige;55309;112294;129336;260839;29791;60521;8139;16546;31082;63261;19559;38953;18968;37833;18565;37829
31.12.2005;50-Jährige;53132;107842;125976;251838;28947;58701;7812;15775;32330;65309;19678;40080;18454;37003;18829;38157
31.12.2005;51-Jährige;53144;106317;125039;248313;28753;58243;7897;15943;32322;64985;19394;39540;18523;36874;18585;37627
31.12.2005;52-Jährige;51194;102792;119884;236856;27975;56357;7787;15625;32622;65421;19839;39725;17805;35577;18478;37533
31.12.2005;53-Jährige;51899;104391;120052;236670;27797;56302;7588;15401;33014;66621;19722;39505;17951;35715;18232;37022
31.12.2005;54-Jährige;51180;103123;116136;228924;27231;55243;7448;14908;34172;68172;19007;37803;17953;35798;18276;37014
31.12.2005;55-Jährige;51586;104278;117089;231602;27597;56120;7629;15385;32772;65417;18639;37399;18210;36260;17629;35228
31.12.2005;56-Jährige;50878;102891;115979;230506;27111;54819;7673;15645;28812;57457;16907;33323;18193;36347;15513;31431
31.12.2005;57-Jährige;47478;95916;107268;212782;23443;47516;6823;13807;23277;46130;14341;28290;18056;35937;13629;27280
31.12.2005;58-Jährige;44028;88109;99240;196888;21067;42491;5600;11212;23705;46106;14124;27642;16978;33708;13038;25965
31.12.2005;59-Jährige;41616;83067;91787;181311;18919;38199;4681;9201;17659;34779;11476;22585;16026;31792;11111;21623
31.12.2005;60-Jährige;33072;66055;79363;155090;16327;32372;4313;8545;21397;41278;11782;22890;13650;26491;10406;20313
31.12.2005;61-Jährige;44882;88488;101465;198744;21333;42292;5966;11643;30998;59959;16543;32140;17814;35136;15127;29583
31.12.2005;62-Jährige;45900;91641;102120;200011;21249;42304;5823;11359;30887;59455;17145;33354;18460;36573;15274;29943
31.12.2005;63-Jährige;45060;89750;100235;195816;20990;41557;5826;11201;29042;55375;17310;33103;17967;35533;14615;28134
31.12.2005;64-Jährige;55189;109108;119138;232074;26534;51647;7441;14344;36314;68954;21069;40544;21568;42809;18906;36205
31.12.2005;65-Jährige;58334;114520;129355;250448;29111;56341;7929;15143;37418;71016;21779;41882;21880;43328;20591;39109
31.12.2005;66-Jährige;57378;111877;127152;244937;28449;55483;8221;15464;36904;69612;21463;40809;21893;42993;20027;38029
31.12.2005;67-Jährige;55062;106881;121242;231769;26810;51909;7592;14465;33702;63462;19678;36876;20590;40366;17605;33450
31.12.2005;68-Jährige;50571;98141;115013;217900;25233;48515;7716;14277;31202;58227;18481;34477;18953;37073;16517;30701
31.12.2005;69-Jährige;49298;93980;111755;210551;25026;47604;7810;14358;31011;57027;18184;33278;18184;35130;16264;29967
31.12.2005;70-Jährige;46937;88970;108471;202748;23901;45279;6931;12903;30591;56522;17862;32198;17308;32879;15869;28777
31.12.2005;71-Jährige;43479;81354;102033;189262;22136;41607;6099;11278;28623;51961;16666;29837;15672;29731;14695;26573
31.12.2005;72-Jährige;34562;63283;80981;148707;18210;33790;5191;9612;22465;40250;13522;23810;11889;22124;11564;20732
31.12.2005;73-Jährige;34975;63140;80686;147127;18114;33338;5442;9877;22195;39401;13274;23238;11734;21349;11758;20790
31.12.2005;74-Jährige;35430;63286;82472;147902;18695;33752;5526;9782;23314;40425;13418;23195;11976;21326;11910;20479
31.12.2005;75-Jährige;37383;65519;87228;154943;19560;34901;5437;9767;25114;42787;14271;23779;12294;21684;12728;21387
31.12.2005;76-Jährige;35575;61796;83966;146479;19072;33277;5369;9243;24640;40998;13642;22362;11980;20950;12163;20006
31.12.2005;77-Jährige;35330;60929;82182;141713;18664;32578;5201;8866;23348;38016;13388;21383;11971;20618;11877;19260
31.12.2005;78-Jährige;33779;56312;77431;128325;17745;29990;5021;8190;21407;33395;11990;18546;11266;18457;10999;17171
31.12.2005;79-Jährige;33260;53004;75770;120147;17972;28652;4798;7641;21783;32247;11642;17256;11258;17643;10960;16229
31.12.2005;80-Jährige;33548;51244;74679;113654;17558;27048;4785;7187;20645;29653;11232;16158;11518;17606;10210;14906
31.12.2005;81-Jährige;30753;45381;69911;101785;16460;23944;4697;6818;18206;25453;10150;14115;10534;15502;9476;13159
31.12.2005;82-Jährige;28632;41396;63520;90783;15243;22117;4593;6588;17703;24280;9382;12794;10040;14615;8721;12094
31.12.2005;83-Jährige;28164;40382;61464;87769;14783;21239;4078;5737;17640;24251;9283;12663;9760;14093;8414;11561
31.12.2005;84-Jährige;27359;38658;58475;81564;13788;19435;3699;5180;18102;24479;8994;12102;9897;13960;8341;11225
31.12.2005;85-Jährige;24370;33741;51186;70361;12014;16759;3006;4109;16934;22459;8222;10903;9072;12609;7363;9790
31.12.2005;86-Jährige;17067;23273;35682;48248;8257;11408;2086;2847;10548;13931;5302;6921;6221;8509;4722;6256
31.12.2005;87-Jährige;9896;13355;21557;28908;4999;6757;1349;1845;5463;7143;2865;3695;3732;5049;2387;3140
31.12.2005;88-Jährige;8451;11409;18270;24160;4106;5599;1152;1539;4317;5601;2445;3103;3172;4344;2026;2613
31.12.2005;89-Jährige;8193;10813;17939;23376;3947;5266;1080;1399;4357;5546;2221;2795;3075;4085;1892;2413
31.12.2005;90 Jahre und mehr;47466;63003;98994;127597;23748;32028;5652;7225;28928;35085;13185;16247;18090;24161;11667;14482
31.12.2005;Insgesamt;4075988;7993946;9260917;18058105;2068595;4058843;539934;1050293;2190514;4273754;1263996;2469716;1447665;2832950;1185060;2334575
31.12.2006;unter 1 Jahr;31687;65301;72988;149728;15401;31848;3413;7204;15829;32535;8077;16894;11068;22877;7870;16306
31.12.2006;1-Jährige;32995;67511;74298;153312;16012;32865;3656;7507;15998;32652;8457;17063;11436;23489;8102;16659
31.12.2006;2-Jährige;34790;71163;77113;158137;16375;34040;3695;7692;16256;33247;8260;17231;11999;24761;8429;17252
31.12.2006;3-Jährige;34992;71671;77908;160204;16907;34777;3728;7659;15757;32068;8117;16740;12228;25118;8333;16837
31.12.2006;4-Jährige;36439;74681;79883;164123;17330;35646;3913;7990;15538;31581;8387;17322;12742;25963;8250;16893
31.12.2006;5-Jährige;37998;77710;82310;168826;17845;36966;4048;8275;15323;31663;8492;17479;13119;26816;8405;17137
31.12.2006;6-Jährige;39682;81772;86325;176750;19108;39178;4326;8736;15899;32523;8629;17946;14012;28431;8429;17157
31.12.2006;7-Jährige;40171;82687;87000;178309;19301;39500;4519;9055;14937;30679;8250;17209;14195;29061;7890;16462
31.12.2006;8-Jährige;41642;85662;89605;184132;20052;41020;4475;9198;14296;29307;8124;16541;14497;29610;7962;16316
31.12.2006;9-Jährige;43635;89292;93767;192454;20981;43036;4924;10015;13894;28355;7836;16238;14936;30910;7946;16234
31.12.2006;10-Jährige;42520;87531;93035;190704;20466;42429;4966;10129;13006;26617;7509;15382;14925;30689;7343;14930
31.12.2006;11-Jährige;41812;85435;90973;186454;20434;41665;4842;9857;11738;23925;6782;14110;14386;29520;6540;13705
31.12.2006;12-Jährige;42550;87210;92992;191016;20897;42922;5089;10270;11200;23059;6744;13844;14490;29943;6250;12735
31.12.2006;13-Jährige;44160;91105;97590;199896;21890;45181;5251;10907;11506;23739;6987;14270;15266;31239;6511;13370
31.12.2006;14-Jährige;44932;92003;99549;204893;22843;46255;5570;11281;12395;25471;7736;15912;15533;31775;7291;14746
31.12.2006;15-Jährige;45535;93426;102400;209762;23123;47422;5591;11619;14963;30974;9169;18839;15754;32546;8539;17385
31.12.2006;16-Jährige;46706;96284;105109;215826;23855;49246;5901;12161;23286;47796;14260;29652;16285;33413;13396;27411
31.12.2006;17-Jährige;45206;93166;102853;210157;23378;47958;5758;11787;24818;51317;15157;31387;15760;32326;14050;28919
31.12.2006;18-Jährige;46037;95014;104975;214709;24046;49175;5881;12029;26073;54048;16209;33498;15908;32877;15084;31149
31.12.2006;19-Jährige;44726;92093;102572;210314;23539;47746;5750;11878;26751;55858;16393;34227;15241;31537;15045;31699
31.12.2006;20-Jährige;43702;89956;102387;207807;23353;47405;5818;11892;26443;54938;15422;32824;15027;30433;14573;30880
31.12.2006;21-Jährige;42457;86235;99376;200411;22475;45550;5506;11291;26358;55749;14941;31998;14350;28687;14319;30674
31.12.2006;22-Jährige;41826;85590;99811;201471;23201;46240;5534;11375;26498;55839;14770;31741;14017;28571;14256;30653
31.12.2006;23-Jährige;43047;87050;102181;205487;23115;46499;5635;11528;26591;56063;14557;31660;14293;28898;14067;30472
31.12.2006;24-Jährige;44366;89368;105265;212347;23920;48195;5890;12005;26736;57146;14083;30610;14956;29880;14247;31277
31.12.2006;25-Jährige;44779;90304;106261;212330;23711;47893;5740;11926;25604;55152;13424;29843;15099;30287;13859;30006
31.12.2006;26-Jährige;45142;90688;107633;215378;23623;47119;5767;11986;26043;55921;13357;29524;15279;30491;13653;30259
31.12.2006;27-Jährige;42928;86905;102349;204527;22303;44754;5669;11325;24718;53823;12419;27531;14659;29077;12985;28681
31.12.2006;28-Jährige;42663;86439;101278;202939;22032;44098;5502;11013;24726;53490;12508;27394;14658;29343;12412;27157
31.12.2006;29-Jährige;42457;85738;101562;203801;21821;43620;5410;10953;23851;51819;12027;25988;14710;29453;12122;26570
31.12.2006;30-Jährige;43126;87040;102921;205550;21504;43283;5139;10549;21328;45627;10775;23180;15035;29841;10829;23601
31.12.2006;31-Jährige;42004;84937;100221;201020;21156;42392;5097;10448;20125;43504;10148;21979;14562;29506;10080;22414
31.12.2006;32-Jährige;43824;87669;102325;204311;21653;43417;5232;10689;19762;42962;10453;22222;14945;30343;10472;23148
31.12.2006;33-Jährige;44882;90229;103352;207190;22223;44532;5273;10590;20142;43545;10798;23251;15567;31156;10976;23937
31.12.2006;34-Jährige;49603;99865;113150;228048;24484;48989;5805;11723;22144;47852;12590;26804;17360;35043;12130;26877
31.12.2006;35-Jährige;54881;110212;123989;249276;26874;53985;6563;13153;26340;56377;15170;32221;19686;39831;14124;30552
31.12.2006;36-Jährige;58063;117161;130028;263535;28104;57101;6674;13462;26742;57126;15621;32763;20595;42291;14854;31604
31.12.2006;37-Jährige;62818;127199;141882;287963;30511;62252;7562;15274;27145;57382;16364;33910;22821;47060;15258;32263
31.12.2006;38-Jährige;65521;133619;148440;301305;32027;65414;7937;16139;27897;58894;16782;35045;24603;50393;15621;32780
31.12.2006;39-Jährige;67734;137226;151774;308533;32949;67168;8238;16787;29001;60902;17727;36475;25177;51812;16334;33833
31.12.2006;40-Jährige;68426;140185;154763;315159;33641;69324;8488;17246;31176;64535;18649;38388;25045;51864;17475;36439
31.12.2006;41-Jährige;67578;139180;154553;315745;33924;69771;8853;17643;32423;67482;19513;40209;24771;50718;18207;37668
31.12.2006;42-Jährige;68150;139564;156207;319700;34627;71190;9141;18145;34118;70315;20618;42084;24745;50915;19252;39773
31.12.2006;43-Jährige;67683;138650;154328;314909;34848;71560;9137;18411;34292;71234;21226;43679;24231;49435;19814;40776
31.12.2006;44-Jährige;66059;134195;149158;303320;34045;69436;9004;18100;33858;70364;21212;43004;23529;47633;19647;40440
31.12.2006;45-Jährige;65164;132682;147547;298201;34077;69324;8989;18335;34284;70216;21121;43150;22969;46279;20285;41497
31.12.2006;46-Jährige;63406;128780;145736;294543;33844;68194;8904;17697;32716;67396;20465;41786;22199;44404;19373;39705
31.12.2006;47-Jährige;61213;124167;141785;285875;32531;66159;8780;17988;32817;66901;20284;41056;21472;42945;19365;39580
31.12.2006;48-Jährige;57904;117842;135394;273471;30815;62773;8578;17478;30478;61967;19066;38760;20195;40608;18060;36870
31.12.2006;49-Jährige;57260;115730;133016;268797;30661;62596;8269;16869;30501;61787;19045;38302;20193;39929;18070;36867
31.12.2006;50-Jährige;55239;112051;129062;260087;29705;60296;8131;16481;30991;62946;19458;38748;18956;37749;18460;37613
31.12.2006;51-Jährige;53114;107710;125608;250809;28864;58486;7766;15681;32202;64959;19569;39815;18493;36987;18776;37971
31.12.2006;52-Jährige;53107;106102;124672;247213;28681;58041;7879;15864;32217;64640;19289;39248;18536;36771;18503;37397
31.12.2006;53-Jährige;51142;102475;119483;235881;27923;56081;7758;15526;32509;65055;19724;39417;17790;35532;18426;37346
31.12.2006;54-Jährige;51811;103968;119548;235462;27756;56117;7558;15323;32875;66226;19619;39207;17946;35630;18168;36807
31.12.2006;55-Jährige;51088;102763;115648;227659;27161;55044;7439;14843;34063;67752;18926;37536;17916;35685;18205;36775
31.12.2006;56-Jährige;51557;103910;116428;230026;27545;55821;7587;15284;32665;65038;18563;37112;18208;36160;17550;34998
31.12.2006;57-Jährige;50767;102466;115294;228855;27014;54539;7634;15542;28720;57078;16817;33071;18135;36190;15423;31206
31.12.2006;58-Jährige;47328;95464;106610;211068;23312;47173;6787;13681;23183;45825;14265;28067;18039;35803;13582;27092
31.12.2006;59-Jährige;43848;87656;98596;195137;21007;42269;5578;11117;23604;45797;14050;27438;16949;33581;12972;25767
31.12.2006;60-Jährige;41526;82625;91072;179336;18827;37953;4641;9104;17634;34585;11381;22353;15994;31618;11057;21448
31.12.2006;61-Jährige;32953;65668;78640;153207;16193;32025;4283;8447;21307;40970;11686;22632;13600;26325;10368;20178
31.12.2006;62-Jährige;44632;87776;100572;196428;21199;41930;5910;11510;30847;59493;16449;31822;17789;34966;15024;29306
31.12.2006;63-Jährige;45705;90887;101237;197486;21114;41954;5768;11217;30738;58970;17007;32985;18443;36397;15196;29665
31.12.2006;64-Jährige;44762;88912;99306;193228;20845;41144;5766;11074;28860;54813;17192;32758;17908;35315;14551;27885
31.12.2006;65-Jährige;54828;107978;117940;228681;26360;51148;7374;14125;36098;68360;20904;40011;21484;42461;18775;35808
31.12.2006;66-Jährige;57869;113112;128155;246742;28870;55567;7847;14903;37168;70236;21597;41303;21762;42928;20425;38623
31.12.2006;67-Jährige;56918;110430;125896;241178;28222;54792;8148;15226;36642;68758;21222;40133;21725;42480;19842;37518
31.12.2006;68-Jährige;54557;105392;119904;227933;26498;51109;7494;14195;33410;62613;19472;36260;20449;39905;17422;32918
31.12.2006;69-Jährige;50031;96574;113660;214054;25001;47791;7620;14016;30893;57291;18234;33819;18772;36527;16330;30193
31.12.2006;70-Jährige;48759;92345;110221;206426;24753;46767;7699;14074;30663;56049;17922;32574;17992;34558;16081;29434
31.12.2006;71-Jährige;46276;87174;106885;198436;23620;44367;6821;12611;30192;55489;17527;31410;17104;32286;15641;28155
31.12.2006;72-Jährige;42847;79563;100261;184691;21772;40679;5995;10991;28215;50907;16385;29073;15419;29088;14429;25939
31.12.2006;73-Jährige;33974;61752;79405;144723;17887;32907;5084;9339;22092;39311;13239;23136;11713;21635;11340;20175
31.12.2006;74-Jährige;34304;61428;79012;142880;17744;32450;5317;9592;21731;38292;12982;22528;11519;20796;11509;20186
31.12.2006;75-Jährige;34724;61433;80527;143140;18287;32732;5399;9444;22824;39238;13060;22374;11730;20713;11607;19762
31.12.2006;76-Jährige;36538;63484;84937;149377;19095;33766;5281;9402;24490;41367;13842;22855;11970;20973;12390;20636
31.12.2006;77-Jährige;34592;59567;81464;140619;18482;32005;5187;8833;23940;39466;13201;21443;11653;20183;11761;19170
31.12.2006;78-Jährige;34269;58525;79353;135511;18059;31211;5014;8454;22643;36520;12905;20412;11593;19797;11465;18394
31.12.2006;79-Jährige;32670;53893;74499;122270;17096;28603;4833;7794;20661;31941;11486;17610;10871;17651;10549;16331
31.12.2006;80-Jährige;31772;50246;72489;113840;17171;27139;4570;7215;20884;30705;11064;16247;10824;16837;10460;15383
31.12.2006;81-Jährige;32072;48582;70934;106967;16656;25422;4531;6733;19662;28077;10603;15167;10972;16629;9701;14019
31.12.2006;82-Jährige;29073;42470;66078;95283;15560;22420;4396;6363;17204;23867;9542;13177;9991;14588;8876;12212
31.12.2006;83-Jährige;26816;38511;59457;84327;14248;20473;4260;6041;16591;22573;8751;11787;9428;13621;8102;11137
31.12.2006;84-Jährige;26216;37189;57095;80643;13672;19462;3747;5228;16450;22442;8559;11568;9127;13003;7716;10514
31.12.2006;85-Jährige;25169;35248;53640;74029;12623;17608;3370;4670;16637;22308;8224;10986;9164;12821;7622;10139
31.12.2006;86-Jährige;22154;30422;46191;62990;10795;14960;2692;3668;15404;20275;7370;9648;8282;11403;6610;8719
31.12.2006;87-Jährige;15296;20677;31851;42693;7388;10134;1851;2514;9464;12415;4724;6096;5558;7537;4158;5478
31.12.2006;88-Jährige;8764;11729;18949;25183;4388;5902;1166;1574;4822;6241;2530;3234;3307;4430;2047;2653
31.12.2006;89-Jährige;7326;9789;15865;20805;3506;4771;988;1312;3764;4836;2121;2674;2789;3780;1748;2228
31.12.2006;90 Jahre und mehr;44626;59617;93039;120787;22573;30694;5348;6887;26740;32328;12143;14888;17056;22888;10838;13407
31.12.2006;Insgesamt;4067900;7982685;9241400;18028745;2065307;4052860;535947;1043167;2176019;4249774;1248314;2441787;1447484;2834254;1172089;2311140
31.12.2007;unter 1 Jahr;31618;65290;73497;150971;15757;32582;3559;7271;16423;33851;8449;17364;11127;23066;8245;17160
31.12.2007;1-Jährige;31864;65757;73148;150032;15465;32029;3409;7222;15828;32515;8081;16885;11196;23124;7877;16329
31.12.2007;2-Jährige;33069;67723;74401;153510;16044;32955;3642;7477;15986;32583;8399;17002;11555;23678;8114;16659
31.12.2007;3-Jährige;34847;71290;77095;158151;16440;34188;3704;7695;16200;33127;8198;17127;12098;24938;8364;17161
31.12.2007;4-Jährige;35070;71729;77824;160052;16902;34807;3725;7645;15693;31978;8077;16665;12307;25254;8264;16747
31.12.2007;5-Jährige;36395;74705;79839;163913;17326;35647;3913;8028;15515;31464;8333;17224;12789;26048;8178;16793
31.12.2007;6-Jährige;37992;77728;82146;168598;17807;36857;4064;8285;15248;31539;8440;17381;13143;26867;8376;17093
31.12.2007;7-Jährige;39724;81781;86266;176577;19127;39189;4325;8730;15853;32395;8571;17840;14051;28568;8372;17051
31.12.2007;8-Jährige;40212;82761;86928;178145;19342;39514;4529;9078;14888;30621;8211;17116;14229;29131;7855;16383
31.12.2007;9-Jährige;41624;85665;89505;184064;20057;41037;4471;9178;14240;29200;8078;16461;14542;29685;7941;16254
31.12.2007;10-Jährige;43676;89347;93696;192342;21059;43122;4919;10012;13843;28240;7806;16141;14964;31024;7920;16183
31.12.2007;11-Jährige;42520;87593;93043;190680;20441;42385;4946;10108;12985;26546;7465;15299;14947;30747;7298;14852
31.12.2007;12-Jährige;41837;85489;90942;186411;20450;41702;4824;9827;11700;23826;6768;14059;14419;29619;6524;13664
31.12.2007;13-Jährige;42603;87324;93057;191106;20897;42876;5096;10281;11163;22987;6702;13779;14535;30051;6210;12686
31.12.2007;14-Jährige;44170;91088;97590;199882;21892;45206;5233;10875;11425;23636;6964;14192;15272;31254;6488;13327
31.12.2007;15-Jährige;44966;92030;99572;204907;22872;46290;5578;11293;12339;25375;7714;15873;15593;31875;7257;14671
31.12.2007;16-Jährige;45517;93427;102605;210094;23106;47448;5607;11620;14924;30892;9134;18759;15747;32572;8512;17338
31.12.2007;17-Jährige;46673;96250;105412;216290;23871;49220;5913;12183;23174;47594;14143;29425;16286;33416;13289;27228
31.12.2007;18-Jährige;45301;93333;103411;211117;23370;47936;5775;11828;24540;50892;14654;30624;15864;32422;13739;28491
31.12.2007;19-Jährige;46053;95092;105818;216107;24135;49263;5878;12049;25781;53610;15466;32470;16193;33225;14525;30342
31.12.2007;20-Jährige;44687;91970;103535;211792;23853;48160;5775;11900;26646;55649;15622;33005;15377;31679;14793;31085
31.12.2007;21-Jährige;43528;89587;103536;209702;23667;47880;5808;11891;26333;54736;14829;31642;15050;30441;14234;30331
31.12.2007;22-Jährige;42598;86376;100464;202386;22633;45818;5521;11347;26145;55457;14515;31130;14335;28702;13896;29920
31.12.2007;23-Jährige;41889;85577;100840;203296;23292;46483;5534;11354;26311;55377;14249;30725;14033;28696;13902;29964
31.12.2007;24-Jährige;43013;86955;102940;206855;23091;46540;5621;11517;26256;55345;14095;30691;14364;29092;13647;29687
31.12.2007;25-Jährige;44136;89076;105934;213589;23820;47929;5886;12017;26297;56236;13645;29725;15024;30053;13796;30330
31.12.2007;26-Jährige;44575;90030;106570;212991;23557;47566;5743;11924;25159;54186;12967;28767;15131;30296;13414;29120
31.12.2007;27-Jährige;44848;90185;107745;215633;23444;46703;5691;11855;25606;54842;13010;28756;15269;30463;13306;29461
31.12.2007;28-Jährige;42886;86537;102426;204821;22149;44516;5618;11228;24332;52801;12167;26913;14722;29259;12706;28003
31.12.2007;29-Jährige;42572;85921;101331;202651;21927;43936;5464;10944;24391;52617;12282;26861;14747;29420;12198;26649
31.12.2007;30-Jährige;42420;85563;101471;203531;21819;43436;5357;10835;23488;51033;11862;25545;14765;29489;11958;26091
31.12.2007;31-Jährige;43193;86874;102734;205268;21453;43172;5089;10441;21144;45190;10685;22921;15133;30016;10704;23230
31.12.2007;32-Jährige;42069;84985;100162;200678;21177;42318;5056;10381;19951;43027;10063;21767;14686;29679;10006;22113
31.12.2007;33-Jährige;43897;87700;102389;204052;21668;43342;5188;10579;19642;42647;10346;21998;15068;30530;10366;22923
31.12.2007;34-Jährige;44884;90112;103327;206909;22240;44520;5231;10495;20037;43145;10710;23128;15655;31309;10938;23780
31.12.2007;35-Jährige;49684;99901;113152;227824;24517;49019;5787;11619;22052;47544;12535;26616;17503;35270;12090;26625
31.12.2007;36-Jährige;54889;110135;123861;248901;26897;53930;6527;13039;26283;56105;15063;31990;19811;40041;14037;30355
31.12.2007;37-Jährige;58169;117211;129886;262919;28207;57151;6627;13393;26641;56846;15561;32560;20737;42535;14781;31430
31.12.2007;38-Jährige;62800;127193;141732;287394;30553;62243;7541;15189;27034;57049;16302;33736;22887;47269;15188;32056
31.12.2007;39-Jährige;65568;133647;148282;300727;32035;65351;7914;16087;27815;58640;16710;34815;24655;50491;15560;32554
31.12.2007;40-Jährige;67769;137227;151640;307949;32907;67150;8195;16681;28875;60640;17631;36238;25292;51987;16275;33684
31.12.2007;41-Jährige;68497;140203;154559;314512;33684;69266;8484;17193;31038;64214;18544;38156;25184;52009;17400;36272
31.12.2007;42-Jährige;67571;139142;154308;315084;33923;69700;8835;17576;32280;67140;19383;39926;24859;50839;18119;37488
31.12.2007;43-Jährige;68136;139453;156098;318978;34695;71149;9137;18105;34006;70009;20482;41771;24851;51028;19181;39577
31.12.2007;44-Jährige;67696;138535;154146;314392;34829;71476;9107;18319;34153;70847;21125;43398;24279;49507;19718;40543
31.12.2007;45-Jährige;65982;133938;148975;302701;34047;69396;9006;18038;33720;69985;21087;42734;23558;47645;19585;40252
31.12.2007;46-Jährige;65135;132474;147310;297439;34054;69247;8989;18277;34129;69858;20992;42861;23041;46336;20245;41323
31.12.2007;47-Jährige;63449;128624;145448;293686;33856;68120;8891;17638;32574;67002;20367;41508;22203;44403;19245;39452
31.12.2007;48-Jährige;61177;123994;141476;285020;32481;66051;8757;17924;32705;66565;20178;40778;21480;42908;19294;39385
31.12.2007;49-Jährige;57875;117585;135121;272623;30826;62629;8538;17375;30347;61639;18983;38519;20250;40615;17974;36657
31.12.2007;50-Jährige;57214;115488;132667;267777;30625;62462;8268;16817;30343;61407;18943;38040;20219;39954;17999;36665
31.12.2007;51-Jährige;55237;111874;128729;259051;29617;60107;8108;16402;30885;62629;19352;38462;18953;37713;18413;37429
