GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Niedersachsen;Niedersachsen;Nordrhein-Westfalen;Nordrhein-Westfalen;Rheinland-Pfalz;Rheinland-Pfalz;Saarland;Saarland;Sachsen;Sachsen;Sachsen-Anhalt;Sachsen-Anhalt;Schleswig-Holstein;Schleswig-Holstein;Thüringen;Thüringen
;;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt
31.12.2004;Insgesamt;3919375;8000909;8803255;18075352;1991975;4061105;513460;1056417;2091821;4296284;1216890;2494437;1382531;2828760;1158456;2355280
31.12.2005;unter 1 Jahr;34240;67017;78899;153110;16745;32653;3839;7483;16608;32561;8676;17162;11860;23141;8540;16627
31.12.2005;1-Jährige;36216;70836;81008;158082;17630;33935;3990;7674;16960;33177;9009;17305;12630;24546;8827;17276
31.12.2005;2-Jährige;36574;71548;82308;160155;17859;34746;3901;7635;16370;32173;8661;16791;12844;24959;8550;16908
31.12.2005;3-Jährige;38174;74510;84245;164204;18324;35637;4088;8008;16068;31650;9017;17500;13157;25808;8686;16953
31.12.2005;4-Jährige;39576;77527;86578;168983;19161;36996;4236;8281;16349;31703;9034;17598;13640;26717;8790;17215
31.12.2005;5-Jährige;42095;81681;90608;177065;20069;39199;4443;8767;16652;32630;9367;18081;14403;28397;8780;17248
31.12.2005;6-Jährige;42513;82646;91495;178600;20188;39493;4541;9070;15765;30720;9017;17324;14836;28984;8585;16531
31.12.2005;7-Jährige;43968;85608;94628;184305;20999;41111;4728;9217;15015;29341;8466;16640;15076;29500;8397;16385
31.12.2005;8-Jährige;45624;89245;98726;192550;22073;43028;5090;10023;14447;28335;8453;16355;15951;30846;8343;16324
31.12.2005;9-Jährige;45001;87473;97660;190667;21937;42452;5167;10133;13648;26669;7935;15514;15749;30648;7590;14960
31.12.2005;10-Jährige;43586;85354;95475;186426;21242;41679;5019;9857;12209;23938;7374;14211;15076;29438;7194;13757
31.12.2005;11-Jährige;44618;87166;97997;190904;22017;42888;5199;10270;11906;23098;7154;13943;15420;29874;6503;12770
31.12.2005;12-Jährige;46886;91058;102311;199881;23295;45198;5644;10883;12276;23794;7322;14358;15908;31153;6895;13449
31.12.2005;13-Jährige;47055;91989;105332;204848;23425;46264;5710;11298;13098;25525;8233;15991;16193;31705;7457;14773
31.12.2005;14-Jährige;47873;93323;107280;209666;24280;47411;6056;11651;16018;30991;9690;18893;16729;32472;8884;17438
31.12.2005;15-Jährige;49475;96175;110661;215596;25331;49170;6254;12160;24575;47920;15441;29782;17149;33429;14035;27482
31.12.2005;16-Jährige;47953;93083;107221;209795;24585;47919;6040;11772;26587;51480;16356;31675;16598;32332;14944;29122
31.12.2005;17-Jährige;48950;94790;109521;213917;25176;49181;6137;11983;28144;54614;17476;33941;16874;32739;16205;31754
31.12.2005;18-Jährige;47246;91824;107234;208942;24211;47599;6109;11862;29309;56638;18010;34910;16198;31261;16919;32520
31.12.2005;19-Jährige;46541;90261;104903;206131;23931;46747;6073;11937;28579;55262;17721;33832;15390;30329;16595;31564
31.12.2005;20-Jährige;44091;86683;100284;198181;22805;44711;5793;11352;29347;55916;17501;33068;14420;28816;16718;31451
31.12.2005;21-Jährige;43863;85687;100677;199196;22756;45403;5855;11412;29324;55920;17317;32497;14555;28552;16739;31486
31.12.2005;22-Jährige;44058;87145;102137;203342;23163;45788;5893;11559;29602;56345;17503;32474;14621;28916;16792;31386
31.12.2005;23-Jährige;45218;89888;106222;210475;23999;47697;6159;12125;30410;57274;17012;31599;14819;29856;17493;32289
31.12.2005;24-Jährige;45726;90812;105581;211231;24054;47692;6278;12095;29827;55785;16816;30666;15121;30303;16584;30960
31.12.2005;25-Jährige;45746;91111;107450;214617;23454;47163;6244;12077;30194;56503;16664;30497;15198;30541;17036;31192
31.12.2005;26-Jährige;44245;87443;101970;204039;22454;44890;5691;11418;29366;54295;15504;28272;14507;29122;16122;29515
31.12.2005;27-Jährige;44015;86730;101483;202670;22261;44329;5547;11108;28951;53862;15220;27982;14740;29383;15170;27882
31.12.2005;28-Jährige;43586;86127;102248;203790;21849;43684;5588;11027;28178;52131;14233;26483;14717;29366;14809;27142
31.12.2005;29-Jährige;44099;87215;102783;205703;21909;43385;5468;10674;24442;45806;12623;23532;14847;29785;13075;24095
31.12.2005;30-Jährige;43097;85068;100905;201255;21260;42390;5401;10532;23518;43731;11984;22209;14963;29465;12546;22731
31.12.2005;31-Jährige;43955;87764;102148;204567;21861;43528;5472;10709;23364;43170;11889;22438;15312;30133;12837;23370
31.12.2005;32-Jährige;45420;90255;104205;207721;22373;44503;5362;10666;23567;43757;12597;23512;15498;30942;13065;24095
31.12.2005;33-Jährige;50266;99879;115055;228372;24590;49057;5959;11812;25887;48069;14356;27052;17650;34872;14864;27068
31.12.2005;34-Jährige;55345;110176;125608;249766;27262;54109;6602;13213;30255;56646;17191;32484;20070;39646;16583;30795
31.12.2005;35-Jährige;59115;117104;133908;264126;29072;57180;6879;13578;30534;57348;17270;32979;21597;42108;16889;31831
31.12.2005;36-Jährige;64446;127246;146511;288610;31836;62376;7765;15373;30334;57546;17690;34135;24205;46975;17128;32452
31.12.2005;37-Jährige;68067;133564;153210;301812;33455;65525;8268;16224;31133;59124;18413;35262;25699;50242;17297;32984
31.12.2005;38-Jährige;69556;137214;157095;309101;34338;67267;8598;16855;32071;61171;18825;36683;26545;51673;17632;34006
31.12.2005;39-Jährige;71786;140233;160807;315683;35758;69426;8851;17372;33495;64762;19857;38620;26782;51724;19059;36597
31.12.2005;40-Jährige;71683;139318;161610;316233;35945;69884;8827;17705;35218;67765;20822;40433;25972;50683;19589;37875
31.12.2005;41-Jährige;71493;139659;163815;320227;36728;71338;9020;18187;36332;70579;21569;42333;26152;50871;20603;39924
31.12.2005;42-Jährige;71029;138732;160977;315523;36847;71710;9333;18487;37158;71556;22564;43913;25154;49358;21041;40923
31.12.2005;43-Jährige;68183;134202;154561;303960;35537;69640;9152;18148;36679;70616;21937;43251;24103;47571;20898;40672
31.12.2005;44-Jährige;67678;132893;151081;298843;35299;69421;9392;18379;36144;70592;22151;43383;23332;46255;21338;41687
31.12.2005;45-Jährige;65439;128807;149364;295379;34449;68232;8861;17800;34877;67734;21435;42016;22260;44416;20462;39947
31.12.2005;46-Jährige;62984;124182;144539;286512;33776;66344;9257;18052;34329;67262;20913;41287;21524;42992;20331;39788
31.12.2005;47-Jährige;60081;118011;138585;274239;32052;62887;8956;17557;31676;62275;19830;38987;20448;40608;18961;37112
31.12.2005;48-Jährige;58614;115975;136373;269678;31993;62678;8650;16953;31504;62089;19400;38565;19758;39928;18908;37078
31.12.2005;49-Jährige;56985;112294;131503;260839;30730;60521;8407;16546;32179;63261;19394;38953;18865;37833;19264;37829
31.12.2005;50-Jährige;54710;107842;125862;251838;29754;58701;7963;15775;32979;65309;20402;40080;18549;37003;19328;38157
31.12.2005;51-Jährige;53173;106317;123274;248313;29490;58243;8046;15943;32663;64985;20146;39540;18351;36874;19042;37627
31.12.2005;52-Jährige;51598;102792;116972;236856;28382;56357;7838;15625;32799;65421;19886;39725;17772;35577;19055;37533
31.12.2005;53-Jährige;52492;104391;116618;236670;28505;56302;7813;15401;33607;66621;19783;39505;17764;35715;18790;37022
31.12.2005;54-Jährige;51943;103123;112788;228924;28012;55243;7460;14908;34000;68172;18796;37803;17845;35798;18738;37014
31.12.2005;55-Jährige;52692;104278;114513;231602;28523;56120;7756;15385;32645;65417;18760;37399;18050;36260;17599;35228
31.12.2005;56-Jährige;52013;102891;114527;230506;27708;54819;7972;15645;28645;57457;16416;33323;18154;36347;15918;31431
31.12.2005;57-Jährige;48438;95916;105514;212782;24073;47516;6984;13807;22853;46130;13949;28290;17881;35937;13651;27280
31.12.2005;58-Jährige;44081;88109;97648;196888;21424;42491;5612;11212;22401;46106;13518;27642;16730;33708;12927;25965
31.12.2005;59-Jährige;41451;83067;89524;181311;19280;38199;4520;9201;17120;34779;11109;22585;15766;31792;10512;21623
31.12.2005;60-Jährige;32983;66055;75727;155090;16045;32372;4232;8545;19881;41278;11108;22890;12841;26491;9907;20313
31.12.2005;61-Jährige;43606;88488;97279;198744;20959;42292;5677;11643;28961;59959;15597;32140;17322;35136;14456;29583
31.12.2005;62-Jährige;45741;91641;97891;200011;21055;42304;5536;11359;28568;59455;16209;33354;18113;36573;14669;29943
31.12.2005;63-Jährige;44690;89750;95581;195816;20567;41557;5375;11201;26333;55375;15793;33103;17566;35533;13519;28134
31.12.2005;64-Jährige;53919;109108;112936;232074;25113;51647;6903;14344;32640;68954;19475;40544;21241;42809;17299;36205
31.12.2005;65-Jährige;56186;114520;121093;250448;27230;56341;7214;15143;33598;71016;20103;41882;21448;43328;18518;39109
31.12.2005;66-Jährige;54499;111877;117785;244937;27034;55483;7243;15464;32708;69612;19346;40809;21100;42993;18002;38029
31.12.2005;67-Jährige;51819;106881;110527;231769;25099;51909;6873;14465;29760;63462;17198;36876;19776;40366;15845;33450
31.12.2005;68-Jährige;47570;98141;102887;217900;23282;48515;6561;14277;27025;58227;15996;34477;18120;37073;14184;30701
31.12.2005;69-Jährige;44682;93980;98796;210551;22578;47604;6548;14358;26016;57027;15094;33278;16946;35130;13703;29967
31.12.2005;70-Jährige;42033;88970;94277;202748;21378;45279;5972;12903;25931;56522;14336;32198;15571;32879;12908;28777
31.12.2005;71-Jährige;37875;81354;87229;189262;19471;41607;5179;11278;23338;51961;13171;29837;14059;29731;11878;26573
31.12.2005;72-Jährige;28721;63283;67726;148707;15580;33790;4421;9612;17785;40250;10288;23810;10235;22124;9168;20732
31.12.2005;73-Jährige;28165;63140;66441;147127;15224;33338;4435;9877;17206;39401;9964;23238;9615;21349;9032;20790
31.12.2005;74-Jährige;27856;63286;65430;147902;15057;33752;4256;9782;17111;40425;9777;23195;9350;21326;8569;20479
31.12.2005;75-Jährige;28136;65519;67715;154943;15341;34901;4330;9767;17673;42787;9508;23779;9390;21684;8659;21387
31.12.2005;76-Jährige;26221;61796;62513;146479;14205;33277;3874;9243;16358;40998;8720;22362;8970;20950;7843;20006
31.12.2005;77-Jährige;25599;60929;59531;141713;13914;32578;3665;8866;14668;38016;7995;21383;8647;20618;7383;19260
31.12.2005;78-Jährige;22533;56312;50894;128325;12245;29990;3169;8190;11988;33395;6556;18546;7191;18457;6172;17171
31.12.2005;79-Jährige;19744;53004;44377;120147;10680;28652;2843;7641;10464;32247;5614;17256;6385;17643;5269;16229
31.12.2005;80-Jährige;17696;51244;38975;113654;9490;27048;2402;7187;9008;29653;4926;16158;6088;17606;4696;14906
31.12.2005;81-Jährige;14628;45381;31874;101785;7484;23944;2121;6818;7247;25453;3965;14115;4968;15502;3683;13159
31.12.2005;82-Jährige;12764;41396;27263;90783;6874;22117;1995;6588;6577;24280;3412;12794;4575;14615;3373;12094
31.12.2005;83-Jährige;12218;40382;26305;87769;6456;21239;1659;5737;6611;24251;3380;12663;4333;14093;3147;11561
31.12.2005;84-Jährige;11299;38658;23089;81564;5647;19435;1481;5180;6377;24479;3108;12102;4063;13960;2884;11225
31.12.2005;85-Jährige;9371;33741;19175;70361;4745;16759;1103;4109;5525;22459;2681;10903;3537;12609;2427;9790
31.12.2005;86-Jährige;6206;23273;12566;48248;3151;11408;761;2847;3383;13931;1619;6921;2288;8509;1534;6256
31.12.2005;87-Jährige;3459;13355;7351;28908;1758;6757;496;1845;1680;7143;830;3695;1317;5049;753;3140
31.12.2005;88-Jährige;2958;11409;5890;24160;1493;5599;387;1539;1284;5601;658;3103;1172;4344;587;2613
31.12.2005;89-Jährige;2620;10813;5437;23376;1319;5266;319;1399;1189;5546;574;2795;1010;4085;521;2413
31.12.2005;90 Jahre und mehr;15537;63003;28603;127597;8280;32028;1573;7225;6157;35085;3062;16247;6071;24161;2815;14482
31.12.2005;Insgesamt;3917958;7993946;8797188;18058105;1990248;4058843;510359;1050293;2083240;4273754;1205720;2469716;1385285;2832950;1149515;2334575
31.12.2006;unter 1 Jahr;33614;65301;76740;149728;16447;31848;3791;7204;16706;32535;8817;16894;11809;22877;8436;16306
31.12.2006;1-Jährige;34516;67511;79014;153312;16853;32865;3851;7507;16654;32652;8606;17063;12053;23489;8557;16659
31.12.2006;2-Jährige;36373;71163;81024;158137;17665;34040;3997;7692;16991;33247;8971;17231;12762;24761;8823;17252
31.12.2006;3-Jährige;36679;71671;82296;160204;17870;34777;3931;7659;16311;32068;8623;16740;12890;25118;8504;16837
31.12.2006;4-Jährige;38242;74681;84240;164123;18316;35646;4077;7990;16043;31581;8935;17322;13221;25963;8643;16893
31.12.2006;5-Jährige;39712;77710;86516;168826;19121;36966;4227;8275;16340;31663;8987;17479;13697;26816;8732;17137
31.12.2006;6-Jährige;42090;81772;90425;176750;20070;39178;4410;8736;16624;32523;9317;17946;14419;28431;8728;17157
31.12.2006;7-Jährige;42516;82687;91309;178309;20199;39500;4536;9055;15742;30679;8959;17209;14866;29061;8572;16462
31.12.2006;8-Jährige;44020;85662;94527;184132;20968;41020;4723;9198;15011;29307;8417;16541;15113;29610;8354;16316
31.12.2006;9-Jährige;45657;89292;98687;192454;22055;43036;5091;10015;14461;28355;8402;16238;15974;30910;8288;16234
31.12.2006;10-Jährige;45011;87531;97669;190704;21963;42429;5163;10129;13611;26617;7873;15382;15764;30689;7587;14930
31.12.2006;11-Jährige;43623;85435;95481;186454;21231;41665;5015;9857;12187;23925;7328;14110;15134;29520;7165;13705
31.12.2006;12-Jährige;44660;87210;98024;191016;22025;42922;5181;10270;11859;23059;7100;13844;15453;29943;6485;12735
31.12.2006;13-Jährige;46945;91105;102306;199896;23291;45181;5656;10907;12233;23739;7283;14270;15973;31239;6859;13370
31.12.2006;14-Jährige;47071;92003;105344;204893;23412;46255;5711;11281;13076;25471;8176;15912;16242;31775;7455;14746
31.12.2006;15-Jährige;47891;93426;107362;209762;24299;47422;6028;11619;16011;30974;9670;18839;16792;32546;8846;17385
31.12.2006;16-Jährige;49578;96284;110717;215826;25391;49246;6260;12161;24510;47796;15392;29652;17128;33413;14015;27411
31.12.2006;17-Jährige;47960;93166;107304;210157;24580;47958;6029;11787;26499;51317;16230;31387;16566;32326;14869;28919
31.12.2006;18-Jährige;48977;95014;109734;214709;25129;49175;6148;12029;27975;54048;17289;33498;16969;32877;16065;31149
31.12.2006;19-Jährige;47367;92093;107742;210314;24207;47746;6128;11878;29107;55858;17834;34227;16296;31537;16654;31699
31.12.2006;20-Jährige;46254;89956;105420;207807;24052;47405;6074;11892;28495;54938;17402;32824;15406;30433;16307;30880
31.12.2006;21-Jährige;43778;86235;101035;200411;23075;45550;5785;11291;29391;55749;17057;31998;14337;28687;16355;30674
31.12.2006;22-Jährige;43764;85590;101660;201471;23039;46240;5841;11375;29341;55839;16971;31741;14554;28571;16397;30653
31.12.2006;23-Jährige;44003;87050;103306;205487;23384;46499;5893;11528;29472;56063;17103;31660;14605;28898;16405;30472
31.12.2006;24-Jährige;45002;89368;107082;212347;24275;48195;6115;12005;30410;57146;16527;30610;14924;29880;17030;31277
31.12.2006;25-Jährige;45525;90304;106069;212330;24182;47893;6186;11926;29548;55152;16419;29843;15188;30287;16147;30006
31.12.2006;26-Jährige;45546;90688;107745;215378;23496;47119;6219;11986;29878;55921;16167;29524;15212;30491;16606;30259
31.12.2006;27-Jährige;43977;86905;102178;204527;22451;44754;5656;11325;29105;53823;15112;27531;14418;29077;15696;28681
31.12.2006;28-Jährige;43776;86439;101661;202939;22066;44098;5511;11013;28764;53490;14886;27394;14685;29343;14745;27157
31.12.2006;29-Jährige;43281;85738;102239;203801;21799;43620;5543;10953;27968;51819;13961;25988;14743;29453;14448;26570
31.12.2006;30-Jährige;43914;87040;102629;205550;21779;43283;5410;10549;24299;45627;12405;23180;14806;29841;12772;23601
31.12.2006;31-Jährige;42933;84937;100799;201020;21236;42392;5351;10448;23379;43504;11831;21979;14944;29506;12334;22414
31.12.2006;32-Jährige;43845;87669;101986;204311;21764;43417;5457;10689;23200;42962;11769;22222;15398;30343;12676;23148
31.12.2006;33-Jährige;45347;90229;103838;207190;22309;44532;5317;10590;23403;43545;12453;23251;15589;31156;12961;23937
31.12.2006;34-Jährige;50262;99865;114898;228048;24505;48989;5918;11723;25708;47852;14214;26804;17683;35043;14747;26877
31.12.2006;35-Jährige;55331;110212;125287;249276;27111;53985;6590;13153;30037;56377;17051;32221;20145;39831;16428;30552
31.12.2006;36-Jährige;59098;117161;133507;263535;28997;57101;6788;13462;30384;57126;17142;32763;21696;42291;16750;31604
31.12.2006;37-Jährige;64381;127199;146081;287963;31741;62252;7712;15274;30237;57382;17546;33910;24239;47060;17005;32263
31.12.2006;38-Jährige;68098;133619;152865;301305;33387;65414;8202;16139;30997;58894;18263;35045;25790;50393;17159;32780
31.12.2006;39-Jährige;69492;137226;156759;308533;34219;67168;8549;16787;31901;60902;18748;36475;26635;51812;17499;33833
31.12.2006;40-Jährige;71759;140185;160396;315159;35683;69324;8758;17246;33359;64535;19739;38388;26819;51864;18964;36439
31.12.2006;41-Jährige;71602;139180;161192;315745;35847;69771;8790;17643;35059;67482;20696;40209;25947;50718;19461;37668
31.12.2006;42-Jährige;71414;139564;163493;319700;36563;71190;9004;18145;36197;70315;21466;42084;26170;50915;20521;39773
31.12.2006;43-Jährige;70967;138650;160581;314909;36712;71560;9274;18411;36942;71234;22453;43679;25204;49435;20962;40776
31.12.2006;44-Jährige;68136;134195;154162;303320;35391;69436;9096;18100;36506;70364;21792;43004;24104;47633;20793;40440
31.12.2006;45-Jährige;67518;132682;150654;298201;35247;69324;9346;18335;35932;70216;22029;43150;23310;46279;21212;41497
31.12.2006;46-Jährige;65374;128780;148807;294543;34350;68194;8793;17697;34680;67396;21321;41786;22205;44404;20332;39705
31.12.2006;47-Jährige;62954;124167;144090;285875;33628;66159;9208;17988;34084;66901;20772;41056;21473;42945;20215;39580
31.12.2006;48-Jährige;59938;117842;138077;273471;31958;62773;8900;17478;31489;61967;19694;38760;20413;40608;18810;36870
31.12.2006;49-Jährige;58470;115730;135781;268797;31935;62596;8600;16869;31286;61787;19257;38302;19736;39929;18797;36867
31.12.2006;50-Jährige;56812;112051;131025;260087;30591;60296;8350;16481;31955;62946;19290;38748;18793;37749;19153;37613
31.12.2006;51-Jährige;54596;107710;125201;250809;29622;58486;7915;15681;32757;64959;20246;39815;18494;36987;19195;37971
31.12.2006;52-Jährige;52995;106102;122541;247213;29360;58041;7985;15864;32423;64640;19959;39248;18235;36771;18894;37397
31.12.2006;53-Jährige;51333;102475;116398;235881;28158;56081;7768;15526;32546;65055;19693;39417;17742;35532;18920;37346
31.12.2006;54-Jährige;52157;103968;115914;235462;28361;56117;7765;15323;33351;66226;19588;39207;17684;35630;18639;36807
31.12.2006;55-Jährige;51675;102763;112011;227659;27883;55044;7404;14843;33689;67752;18610;37536;17769;35685;18570;36775
31.12.2006;56-Jährige;52353;103910;113598;230026;28276;55821;7697;15284;32373;65038;18549;37112;17952;36160;17448;34998
31.12.2006;57-Jährige;51699;102466;113561;228855;27525;54539;7908;15542;28358;57078;16254;33071;18055;36190;15783;31206
31.12.2006;58-Jährige;48136;95464;104458;211068;23861;47173;6894;13681;22642;45825;13802;28067;17764;35803;13510;27092
31.12.2006;59-Jährige;43808;87656;96541;195137;21262;42269;5539;11117;22193;45797;13388;27438;16632;33581;12795;25767
31.12.2006;60-Jährige;41099;82625;88264;179336;19126;37953;4463;9104;16951;34585;10972;22353;15624;31618;10391;21448
31.12.2006;61-Jährige;32715;65668;74567;153207;15832;32025;4164;8447;19663;40970;10946;22632;12725;26325;9810;20178
31.12.2006;62-Jährige;43144;87776;95856;196428;20731;41930;5600;11510;28646;59493;15373;31822;17177;34966;14282;29306
31.12.2006;63-Jährige;45182;90887;96249;197486;20840;41954;5449;11217;28232;58970;15978;32985;17954;36397;14469;29665
31.12.2006;64-Jährige;44150;88912;93922;193228;20299;41144;5308;11074;25953;54813;15566;32758;17407;35315;13334;27885
31.12.2006;65-Jährige;53150;107978;110741;228681;24788;51148;6751;14125;32262;68360;19107;40011;20977;42461;17033;35808
31.12.2006;66-Jährige;55243;113112;118587;246742;26697;55567;7056;14903;33068;70236;19706;41303;21166;42928;18198;38623
31.12.2006;67-Jährige;53512;110430;115282;241178;26570;54792;7078;15226;32116;68758;18911;40133;20755;42480;17676;37518
31.12.2006;68-Jährige;50835;105392;108029;227933;24611;51109;6701;14195;29203;62613;16788;36260;19456;39905;15496;32918
31.12.2006;69-Jährige;46543;96574;100394;214054;22790;47791;6396;14016;26398;57291;15585;33819;17755;36527;13863;30193
31.12.2006;70-Jährige;43586;92345;96205;206426;22014;46767;6375;14074;25386;56049;14652;32574;16566;34558;13353;29434
31.12.2006;71-Jährige;40898;87174;91551;198436;20747;44367;5790;12611;25297;55489;13883;31410;15182;32286;12514;28155
31.12.2006;72-Jährige;36716;79563;84430;184691;18907;40679;4996;10991;22692;50907;12688;29073;13669;29088;11510;25939
31.12.2006;73-Jährige;27778;61752;65318;144723;15020;32907;4255;9339;17219;39311;9897;23136;9922;21635;8835;20175
31.12.2006;74-Jährige;27124;61428;63868;142880;14706;32450;4275;9592;16561;38292;9546;22528;9277;20796;8677;20186
31.12.2006;75-Jährige;26709;61433;62613;143140;14445;32732;4045;9444;16414;39238;9314;22374;8983;20713;8155;19762
31.12.2006;76-Jährige;26946;63484;64440;149377;14671;33766;4121;9402;16877;41367;9013;22855;9003;20973;8246;20636
31.12.2006;77-Jährige;24975;59567;59155;140619;13523;32005;3646;8833;15526;39466;8242;21443;8530;20183;7409;19170
31.12.2006;78-Jährige;24256;58525;56158;135511;13152;31211;3440;8454;13877;36520;7507;20412;8204;19797;6929;18394
31.12.2006;79-Jährige;21223;53893;47771;122270;11507;28603;2961;7794;11280;31941;6124;17610;6780;17651;5782;16331
31.12.2006;80-Jährige;18474;50246;41351;113840;9968;27139;2645;7215;9821;30705;5183;16247;6013;16837;4923;15383
31.12.2006;81-Jährige;16510;48582;36033;106967;8766;25422;2202;6733;8415;28077;4564;15167;5657;16629;4318;14019
31.12.2006;82-Jährige;13397;42470;29205;95283;6860;22420;1967;6363;6663;23867;3635;13177;4597;14588;3336;12212
31.12.2006;83-Jährige;11695;38511;24870;84327;6225;20473;1781;6041;5982;22573;3036;11787;4193;13621;3035;11137
31.12.2006;84-Jährige;10973;37189;23548;80643;5790;19462;1481;5228;5992;22442;3009;11568;3876;13003;2798;10514
31.12.2006;85-Jährige;10079;35248;20389;74029;4985;17608;1300;4670;5671;22308;2762;10986;3657;12821;2517;10139
31.12.2006;86-Jährige;8268;30422;16799;62990;4165;14960;976;3668;4871;20275;2278;9648;3121;11403;2109;8719
31.12.2006;87-Jährige;5381;20677;10842;42693;2746;10134;663;2514;2951;12415;1372;6096;1979;7537;1320;5478
31.12.2006;88-Jährige;2965;11729;6234;25183;1514;5902;408;1574;1419;6241;704;3234;1123;4430;606;2653
31.12.2006;89-Jährige;2463;9789;4940;20805;1265;4771;324;1312;1072;4836;553;2674;991;3780;480;2228
31.12.2006;90 Jahre und mehr;14991;59617;27748;120787;8121;30694;1539;6887;5588;32328;2745;14888;5832;22888;2569;13407
31.12.2006;Insgesamt;3914785;7982685;8787345;18028745;1987553;4052860;507220;1043167;2073755;4249774;1193473;2441787;1386770;2834254;1139051;2311140
31.12.2007;unter 1 Jahr;33672;65290;77474;150971;16825;32582;3712;7271;17428;33851;8915;17364;11939;23066;8915;17160
31.12.2007;1-Jährige;33893;65757;76884;150032;16564;32029;3813;7222;16687;32515;8804;16885;11928;23124;8452;16329
31.12.2007;2-Jährige;34654;67723;79109;153510;16911;32955;3835;7477;16597;32583;8603;17002;12123;23678;8545;16659
31.12.2007;3-Jährige;36443;71290;81056;158151;17748;34188;3991;7695;16927;33127;8929;17127;12840;24938;8797;17161
31.12.2007;4-Jährige;36659;71729;82228;160052;17905;34807;3920;7645;16285;31978;8588;16665;12947;25254;8483;16747
31.12.2007;5-Jährige;38310;74705;84074;163913;18321;35647;4115;8028;15949;31464;8891;17224;13259;26048;8615;16793
31.12.2007;6-Jährige;39736;77728;86452;168598;19050;36857;4221;8285;16291;31539;8941;17381;13724;26867;8717;17093
31.12.2007;7-Jährige;42057;81781;90311;176577;20062;39189;4405;8730;16542;32395;9269;17840;14517;28568;8679;17051
31.12.2007;8-Jährige;42549;82761;91217;178145;20172;39514;4549;9078;15733;30621;8905;17116;14902;29131;8528;16383
31.12.2007;9-Jährige;44041;85665;94559;184064;20980;41037;4707;9178;14960;29200;8383;16461;15143;29685;8313;16254
31.12.2007;10-Jährige;45671;89347;98646;192342;22063;43122;5093;10012;14397;28240;8335;16141;16060;31024;8263;16183
31.12.2007;11-Jährige;45073;87593;97637;190680;21944;42385;5162;10108;13561;26546;7834;15299;15800;30747;7554;14852
31.12.2007;12-Jährige;43652;85489;95469;186411;21252;41702;5003;9827;12126;23826;7291;14059;15200;29619;7140;13664
31.12.2007;13-Jährige;44721;87324;98049;191106;21979;42876;5185;10281;11824;22987;7077;13779;15516;30051;6476;12686
31.12.2007;14-Jährige;46918;91088;102292;199882;23314;45206;5642;10875;12211;23636;7228;14192;15982;31254;6839;13327
31.12.2007;15-Jährige;47064;92030;105335;204907;23418;46290;5715;11293;13036;25375;8159;15873;16282;31875;7414;14671
31.12.2007;16-Jährige;47910;93427;107489;210094;24342;47448;6013;11620;15968;30892;9625;18759;16825;32572;8826;17338
31.12.2007;17-Jährige;49577;96250;110878;216290;25349;49220;6270;12183;24420;47594;15282;29425;17130;33416;13939;27228
31.12.2007;18-Jährige;48032;93333;107706;211117;24566;47936;6053;11828;26352;50892;15970;30624;16558;32422;14752;28491
31.12.2007;19-Jährige;49039;95092;110289;216107;25128;49263;6171;12049;27829;53610;17004;32470;17032;33225;15817;30342
31.12.2007;20-Jährige;47283;91970;108257;211792;24307;48160;6125;11900;29003;55649;17383;33005;16302;31679;16292;31085
31.12.2007;21-Jährige;46059;89587;106166;209702;24213;47880;6083;11891;28403;54736;16813;31642;15391;30441;16097;30331
31.12.2007;22-Jährige;43778;86376;101922;202386;23185;45818;5826;11347;29312;55457;16615;31130;14367;28702;16024;29920
31.12.2007;23-Jährige;43688;85577;102456;203296;23191;46483;5820;11354;29066;55377;16476;30725;14663;28696;16062;29964
31.12.2007;24-Jährige;43942;86955;103915;206855;23449;46540;5896;11517;29089;55345;16596;30691;14728;29092;16040;29687
31.12.2007;25-Jährige;44940;89076;107655;213589;24109;47929;6131;12017;29939;56236;16080;29725;15029;30053;16534;30330
31.12.2007;26-Jährige;45455;90030;106421;212991;24009;47566;6181;11924;29027;54186;15800;28767;15165;30296;15706;29120
31.12.2007;27-Jährige;45337;90185;107888;215633;23259;46703;6164;11855;29236;54842;15746;28756;15194;30463;16155;29461
31.12.2007;28-Jährige;43651;86537;102395;204821;22367;44516;5610;11228;28469;52801;14746;26913;14537;29259;15297;28003
31.12.2007;29-Jährige;43349;85921;101320;202651;22009;43936;5480;10944;28226;52617;14579;26861;14673;29420;14451;26649
31.12.2007;30-Jährige;43143;85563;102060;203531;21617;43436;5478;10835;27545;51033;13683;25545;14724;29489;14133;26091
31.12.2007;31-Jährige;43681;86874;102534;205268;21719;43172;5352;10441;24046;45190;12236;22921;14883;30016;12526;23230
31.12.2007;32-Jährige;42916;84985;100516;200678;21141;42318;5325;10381;23076;43027;11704;21767;14993;29679;12107;22113
31.12.2007;33-Jährige;43803;87700;101663;204052;21674;43342;5391;10579;23005;42647;11652;21998;15462;30530;12557;22923
