GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Niedersachsen;Niedersachsen;Nordrhein-Westfalen;Nordrhein-Westfalen;Rheinland-Pfalz;Rheinland-Pfalz;Saarland;Saarland;Sachsen;Sachsen;Sachsen-Anhalt;Sachsen-Anhalt;Schleswig-Holstein;Schleswig-Holstein;Thüringen;Thüringen
;;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt
31.12.2007;34-Jährige;45228;90112;103582;206909;22280;44520;5264;10495;23108;43145;12418;23128;15654;31309;12842;23780
31.12.2007;35-Jährige;50217;99901;114672;227824;24502;49019;5832;11619;25492;47544;14081;26616;17767;35270;14535;26625
31.12.2007;36-Jährige;55246;110135;125040;248901;27033;53930;6512;13039;29822;56105;16927;31990;20230;40041;16318;30355
31.12.2007;37-Jährige;59042;117211;133033;262919;28944;57151;6766;13393;30205;56846;16999;32560;21798;42535;16649;31430
31.12.2007;38-Jährige;64393;127193;145662;287394;31690;62243;7648;15189;30015;57049;17434;33736;24382;47269;16868;32056
31.12.2007;39-Jährige;68079;133647;152445;300727;33316;65351;8173;16087;30825;58640;18105;34815;25836;50491;16994;32554
31.12.2007;40-Jährige;69458;137227;156309;307949;34243;67150;8486;16681;31765;60640;18607;36238;26695;51987;17409;33684
31.12.2007;41-Jährige;71706;140203;159953;314512;35582;69266;8709;17193;33176;64214;19612;38156;26825;52009;18872;36272
31.12.2007;42-Jährige;71571;139142;160776;315084;35777;69700;8741;17576;34860;67140;20543;39926;25980;50839;19369;37488
31.12.2007;43-Jährige;71317;139453;162880;318978;36454;71149;8968;18105;36003;70009;21289;41771;26177;51028;20396;39577
31.12.2007;44-Jährige;70839;138535;160246;314392;36647;71476;9212;18319;36694;70847;22273;43398;25228;49507;20825;40543
31.12.2007;45-Jährige;67956;133938;153726;302701;35349;69396;9032;18038;36265;69985;21647;42734;24087;47645;20667;40252
31.12.2007;46-Jährige;67339;132474;150129;297439;35193;69247;9288;18277;35729;69858;21869;42861;23295;46336;21078;41323
31.12.2007;47-Jährige;65175;128624;148238;293686;34264;68120;8747;17638;34428;67002;21141;41508;22200;44403;20207;39452
31.12.2007;48-Jährige;62817;123994;143544;285020;33570;66051;9167;17924;33860;66565;20600;40778;21428;42908;20091;39385
31.12.2007;49-Jährige;59710;117585;137502;272623;31803;62629;8837;17375;31292;61639;19536;38519;20365;40615;18683;36657
31.12.2007;50-Jährige;58274;115488;135110;267777;31837;62462;8549;16817;31064;61407;19097;38040;19735;39954;18666;36665
31.12.2007;51-Jährige;56637;111874;130322;259051;30490;60107;8294;16402;31744;62629;19110;38462;18760;37713;19016;37429
31.12.2007;52-Jährige;54379;107468;124471;249703;29439;58280;7868;15608;32529;64611;20113;39572;18418;36916;19051;37736
31.12.2007;53-Jährige;52860;105907;121748;245996;29268;57883;7902;15745;32135;64240;19763;38953;18209;36755;18727;37166
31.12.2007;54-Jährige;51097;102185;115539;234572;28078;55926;7712;15448;32283;64699;19486;39101;17669;35445;18770;37090
31.12.2007;55-Jährige;51874;103600;114968;233986;28178;55891;7682;15194;33100;65849;19403;38950;17600;35509;18496;36572
31.12.2007;56-Jährige;51370;102361;111068;226115;27704;54793;7333;14751;33382;67330;18390;37215;17685;35578;18386;36526
31.12.2007;57-Jährige;52035;103452;112531;228297;28127;55572;7637;15195;32069;64599;18325;36790;17863;36066;17300;34791
31.12.2007;58-Jährige;51370;102016;112476;227081;27317;54276;7855;15459;28074;56697;16059;32793;17942;36039;15651;31026
31.12.2007;59-Jährige;47782;94986;103294;209226;23678;46900;6803;13566;22433;45526;13634;27792;17613;35646;13384;26916
31.12.2007;60-Jährige;43430;87142;95324;193146;21067;41989;5477;11018;21964;45494;13211;27185;16549;33452;12669;25585
31.12.2007;61-Jährige;40700;82090;87049;177305;18902;37628;4405;8993;16761;34353;10851;22157;15491;31448;10282;21267
31.12.2007;62-Jährige;32379;65210;73440;151342;15638;31758;4083;8344;19416;40608;10799;22399;12593;26163;9707;20020
31.12.2007;63-Jährige;42663;87108;94161;193808;20508;41584;5501;11347;28314;59025;15123;31460;17000;34754;14097;29039
31.12.2007;64-Jährige;44651;90119;94602;194878;20556;41511;5361;11077;27894;58502;15736;32612;17741;36079;14254;29371
31.12.2007;65-Jährige;43575;88133;92013;190315;19994;40685;5228;10948;25614;54299;15278;32316;17237;35049;13112;27565
31.12.2007;66-Jährige;52331;106811;108494;225338;24370;50510;6640;13948;31802;67663;18720;39440;20733;42075;16784;35414
31.12.2007;67-Jährige;54294;111748;116065;242858;26216;54868;6896;14671;32524;69386;19270;40623;20830;42450;17818;38063
31.12.2007;68-Jährige;52640;109083;112618;237184;26052;54009;6920;14983;31538;67883;18481;39503;20375;41928;17333;36966
31.12.2007;69-Jährige;49801;103821;105503;223956;24125;50321;6533;13959;28638;61714;16358;35565;19052;39342;15127;32310
31.12.2007;70-Jährige;45476;94954;97854;210075;22291;47047;6208;13732;25786;56298;15141;33134;17379;35962;13509;29624
31.12.2007;71-Jährige;42475;90640;93462;202147;21497;45977;6179;13725;24779;55059;14185;31827;16176;33945;12954;28789
31.12.2007;72-Jährige;39790;85418;88669;193738;20185;43437;5623;12329;24611;54364;13377;30593;14792;31676;12144;27514
31.12.2007;73-Jährige;35651;77760;81539;179923;18272;39683;4806;10691;21988;49772;12213;28281;13264;28445;11107;25280
31.12.2007;74-Jährige;26777;60120;62777;140550;14490;32061;4064;9034;16624;38316;9466;22389;9552;21066;8514;19632
31.12.2007;75-Jährige;26038;59619;61134;138410;14144;31500;4057;9237;15864;37144;9126;21754;8929;20242;8288;19522
31.12.2007;76-Jährige;25636;59486;59614;138130;13796;31633;3850;9119;15685;37926;8880;21579;8616;20076;7789;19067
31.12.2007;77-Jährige;25703;61283;61159;143695;13906;32458;3903;9009;16047;39893;8528;21878;8590;20253;7827;19846
31.12.2007;78-Jährige;23632;57123;55675;134410;12751;30649;3417;8419;14730;37925;7726;20409;8081;19372;6964;18315
31.12.2007;79-Jährige;22724;55848;52652;129097;12375;29780;3259;8113;13060;34951;7025;19404;7744;18996;6479;17536
31.12.2007;80-Jährige;19882;51347;44507;115845;10777;27121;2759;7363;10570;30354;5691;16614;6351;16824;5368;15440
31.12.2007;81-Jährige;17199;47522;38305;107278;9228;25566;2448;6770;9096;29008;4767;15207;5614;15927;4545;14477
31.12.2007;82-Jährige;15226;45630;33095;100106;8032;23760;2012;6269;7736;26357;4148;14114;5195;15625;3921;13025
31.12.2007;83-Jährige;12321;39636;26586;88527;6253;20864;1784;5881;6104;22229;3288;12134;4232;13629;3006;11263
31.12.2007;84-Jährige;10533;35538;22460;77593;5609;18836;1578;5516;5390;20779;2706;10780;3766;12577;2697;10172
31.12.2007;85-Jährige;9794;34039;20962;73406;5153;17726;1303;4763;5397;20499;2656;10448;3511;11968;2475;9530
31.12.2007;86-Jährige;8903;31869;17835;66548;4388;15877;1106;4138;5010;20170;2356;9744;3205;11582;2164;9057
31.12.2007;87-Jährige;7195;27043;14565;55825;3580;13202;831;3189;4198;18010;1955;8519;2714;10169;1803;7623
31.12.2007;88-Jährige;4537;18066;9239;37350;2356;8810;558;2170;2534;10897;1147;5241;1690;6600;1073;4648
31.12.2007;89-Jährige;2527;10085;5196;21680;1304;5136;343;1347;1208;5321;586;2759;973;3857;501;2263
31.12.2007;90 Jahre und mehr;14595;55944;26657;113102;7968;29117;1493;6465;5005;29172;2555;13870;5704;21650;2335;12327
31.12.2007;Insgesamt;3911545;7971684;8774797;17996621;1984688;4045643;504079;1036598;2060804;4220200;1179952;2412472;1388938;2837373;1128941;2289219
31.12.2008;unter 1 Jahr;33177;64868;76982;149971;16536;32252;3714;7144;17646;34407;9043;17633;11606;22776;8859;17323
31.12.2008;1-Jährige;33899;65754;77501;151075;16887;32725;3706;7262;17453;33861;8915;17338;12104;23396;8878;17132
31.12.2008;2-Jährige;33988;65967;76987;150055;16599;32111;3809;7222;16659;32502;8776;16796;12040;23289;8450;16305
31.12.2008;3-Jährige;34725;67799;79087;153535;16937;33020;3816;7459;16527;32432;8553;16891;12237;23875;8526;16618
31.12.2008;4-Jährige;36400;71305;81010;157980;17740;34186;3975;7679;16870;33036;8848;16979;12946;25096;8788;17144
31.12.2008;5-Jährige;36660;71802;82105;159812;17898;34777;3926;7643;16244;31893;8543;16539;12979;25314;8453;16666
31.12.2008;6-Jährige;38313;74655;83890;163616;18319;35632;4105;7998;15892;31316;8861;17095;13286;26061;8543;16697
31.12.2008;7-Jährige;39752;77747;86319;168378;19052;36829;4214;8266;16235;31427;8896;17270;13743;26935;8647;16994
31.12.2008;8-Jährige;42028;81758;90268;176506;20064;39142;4395;8696;16474;32300;9204;17717;14553;28611;8625;16967
31.12.2008;9-Jährige;42522;82773;91122;177955;20167;39484;4551;9079;15714;30582;8824;16980;14937;29173;8500;16301
31.12.2008;10-Jährige;44022;85656;94507;183976;20962;41018;4702;9170;14911;29141;8324;16396;15131;29693;8253;16176
31.12.2008;11-Jährige;45724;89381;98599;192313;22062;43074;5085;9994;14351;28144;8294;16032;16083;31055;8219;16101
31.12.2008;12-Jährige;45117;87627;97608;190573;21952;42380;5162;10106;13524;26495;7767;15191;15834;30850;7531;14803
31.12.2008;13-Jährige;43651;85515;95404;186345;21255;41696;5009;9825;12099;23734;7261;13993;15222;29675;7114;13598
31.12.2008;14-Jährige;44676;87272;98007;191075;22026;42894;5175;10278;11787;22928;7061;13719;15527;30095;6425;12638
31.12.2008;15-Jährige;46868;91038;102354;199969;23297;45162;5617;10844;12192;23587;7204;14119;16025;31335;6824;13290
31.12.2008;16-Jährige;47118;92069;105557;205305;23360;46193;5702;11302;12995;25298;8122;15772;16302;31877;7404;14633
31.12.2008;17-Jährige;47877;93408;107716;210504;24300;47382;6002;11636;15864;30717;9575;18618;16812;32561;8792;17264
31.12.2008;18-Jährige;49627;96483;111196;217056;25286;49134;6281;12192;24329;47314;15052;28704;17138;33517;13809;26822
31.12.2008;19-Jährige;48065;93420;108214;211967;24448;47760;6092;11866;26305;50615;15629;29812;16630;32555;14577;27965
31.12.2008;20-Jährige;48884;94698;110689;216842;25158;49384;6156;12094;27907;53573;16652;31665;16972;33038;15558;29904
31.12.2008;21-Jährige;46937;91327;108651;213020;24357;48331;6116;11923;29034;55557;16948;32048;16095;31319;16145;30739
31.12.2008;22-Jährige;45839;89203;106830;211288;24234;47892;6109;11936;28271;54310;16327;30675;15341;30305;15846;29707
31.12.2008;23-Jährige;43521;85871;102558;203485;23241;45695;5818;11402;29052;54836;16103;30064;14475;28825;15710;29248
31.12.2008;24-Jährige;43466;85006;102821;203787;23144;46090;5847;11400;28753;54729;15961;29796;14656;28766;15770;29310
31.12.2008;25-Jährige;43844;86208;104269;207269;23129;45821;5922;11511;28775;54620;16019;29533;14686;29109;15597;28841
31.12.2008;26-Jährige;44678;88492;107654;213316;23873;47231;6118;11950;29436;55256;15530;28593;15022;30064;16100;29458
31.12.2008;27-Jährige;44940;88903;106346;212601;23613;46851;6159;11841;28449;53191;15372;28003;15043;30112;15229;28298
31.12.2008;28-Jährige;45037;89627;107621;214980;22896;46010;6149;11865;28821;54115;15260;27941;15198;30421;15703;28710
31.12.2008;29-Jährige;43288;85899;101811;203669;22064;44003;5517;11137;28066;52114;14396;26346;14462;29142;14962;27457
31.12.2008;30-Jährige;42964;85405;100617;201498;21702;43383;5424;10866;27855;52092;14233;26273;14635;29443;14167;26171
31.12.2008;31-Jährige;42727;85045;101324;202461;21365;43014;5445;10747;27228;50548;13457;25109;14690;29530;13909;25750
31.12.2008;32-Jährige;43460;86590;101593;203927;21552;42860;5328;10437;23810;44823;12058;22636;14889;30054;12318;22883
31.12.2008;33-Jährige;42723;84686;99775;199614;21008;42152;5294;10314;22957;42812;11496;21466;15014;29783;11956;21903
31.12.2008;34-Jährige;43661;87534;100901;202980;21567;43234;5379;10510;22766;42281;11491;21720;15425;30572;12416;22734
31.12.2008;35-Jährige;45073;90003;102845;205861;22188;44409;5250;10469;22905;42831;12268;22908;15664;31434;12686;23562
31.12.2008;36-Jährige;50273;99982;113895;226789;24352;48873;5810;11575;25289;47266;13923;26389;17750;35305;14396;26422
31.12.2008;37-Jährige;55089;110027;124391;247843;26865;53711;6477;13001;29608;55790;16742;31711;20248;40105;16165;30139
31.12.2008;38-Jährige;58953;117136;132306;261815;28856;57010;6767;13360;29928;56472;16826;32289;21821;42604;16540;31247
31.12.2008;39-Jährige;64272;127071;144899;286186;31560;62097;7615;15119;29853;56802;17303;33500;24355;47335;16760;31891
31.12.2008;40-Jährige;67900;133442;151705;299676;33196;65207;8110;16000;30683;58391;17999;34588;25772;50440;16895;32366
31.12.2008;41-Jährige;69173;136912;155670;307005;34126;66980;8444;16621;31592;60400;18520;36053;26763;52099;17310;33480
31.12.2008;42-Jährige;71537;140009;159124;313226;35461;69084;8700;17158;32993;63901;19460;37875;26796;51999;18753;36090
31.12.2008;43-Jährige;71289;138835;159971;313962;35669;69489;8695;17515;34672;66868;20360;39612;25979;50844;19232;37256
31.12.2008;44-Jährige;71120;139192;162070;317819;36308;70990;8952;18070;35785;69653;21132;41489;26138;51023;20247;39341
31.12.2008;45-Jährige;70680;138245;159438;313173;36536;71343;9179;18278;36549;70558;22076;43078;25170;49493;20689;40326
31.12.2008;46-Jährige;67678;133651;152945;301503;35196;69184;8967;17969;36025;69601;21469;42426;24047;47614;20520;40008
31.12.2008;47-Jährige;67034;132041;149312;296312;35007;69013;9264;18222;35514;69477;21711;42578;23231;46302;20965;41115
31.12.2008;48-Jährige;64852;128248;147398;292404;34093;67895;8713;17584;34214;66685;20981;41208;22147;44339;20064;39201
31.12.2008;49-Jährige;62538;123654;142647;283757;33397;65795;9117;17853;33676;66213;20418;40485;21388;42892;19972;39168
31.12.2008;50-Jährige;59403;117129;136554;271252;31619;62386;8771;17272;31055;61266;19361;38239;20330;40558;18588;36495
31.12.2008;51-Jährige;57955;115074;134178;266479;31665;62220;8502;16751;30847;61037;18919;37717;19622;39829;18517;36421
31.12.2008;52-Jährige;56345;111431;129321;257607;30319;59847;8233;16314;31509;62261;18928;38175;18682;37626;18869;37243
31.12.2008;53-Jährige;54015;107016;123476;248158;29294;58131;7806;15537;32304;64292;19882;39230;18285;36755;18916;37508
31.12.2008;54-Jährige;52541;105435;120823;244528;29048;57608;7860;15666;31867;63849;19574;38680;18069;36550;18594;36949
31.12.2008;55-Jährige;50740;101708;114470;232886;27909;55665;7658;15348;31988;64277;19313;38833;17574;35329;18605;36857
31.12.2008;56-Jährige;51455;103032;113936;232232;28032;55665;7613;15080;32769;65395;19221;38645;17508;35413;18311;36318
31.12.2008;57-Jährige;50999;101829;109984;224307;27479;54450;7265;14666;33075;66900;18208;36917;17559;35400;18222;36277
31.12.2008;58-Jährige;51606;102821;111345;226384;27864;55225;7557;15068;31760;64158;18117;36461;17739;35935;17135;34550
31.12.2008;59-Jährige;50999;101486;111109;224916;27063;53855;7773;15328;27794;56330;15851;32488;17797;35861;15487;30803
31.12.2008;60-Jährige;47365;94387;101898;206967;23466;46614;6715;13437;22176;45186;13461;27532;17466;35464;13252;26711
31.12.2008;61-Jährige;43006;86566;93936;190849;20802;41598;5389;10881;21718;45186;13035;26880;16390;33210;12517;25368
31.12.2008;62-Jährige;40248;81445;85668;175024;18659;37266;4348;8897;16555;34048;10680;21899;15323;31219;10142;21078
31.12.2008;63-Jährige;31968;64623;72082;149166;15423;31418;4031;8257;19179;40264;10646;22165;12453;25947;9576;19811
31.12.2008;64-Jährige;42068;86206;92496;191111;20224;41131;5395;11200;27992;58563;14860;31056;16827;34445;13919;28781
31.12.2008;65-Jährige;44098;89287;92623;191739;20238;41011;5271;10944;27523;57952;15446;32198;17542;35799;14035;29044
31.12.2008;66-Jährige;42908;87080;90149;187418;19674;40197;5111;10779;25227;53709;15004;31892;16973;34690;12908;27248
31.12.2008;67-Jährige;51459;105478;106143;221756;23935;49811;6491;13735;31268;66860;18374;38887;20405;41604;16483;34973
31.12.2008;68-Jährige;53289;110185;113499;238836;25689;54076;6759;14436;31971;68524;18852;39950;20499;41950;17451;37490
31.12.2008;69-Jährige;51515;107365;109831;232914;25481;53106;6765;14732;30872;66881;18018;38772;19996;41351;16988;36416
31.12.2008;70-Jährige;48707;102082;102750;219642;23580;49503;6359;13677;28081;60826;15880;34831;18662;38772;14765;31746
31.12.2008;71-Jährige;44337;93245;95127;205680;21746;46165;6045;13459;25130;55292;14696;32409;16995;35319;13121;29030
31.12.2008;72-Jährige;41407;88864;90520;197475;20949;45082;5971;13394;24102;53964;13689;31040;15750;33294;12545;28109
31.12.2008;73-Jährige;38524;83416;85618;188783;19528;42371;5434;11996;23882;53158;12897;29757;14358;31004;11736;26822
31.12.2008;74-Jährige;34426;75748;78429;174845;17636;38625;4596;10365;21256;48506;11690;27394;12819;27750;10708;24579
31.12.2008;75-Jährige;25824;58485;60119;136129;13876;31067;3905;8769;15998;37287;9008;21575;9176;20452;8139;18992
31.12.2008;76-Jährige;24878;57629;58371;133645;13542;30498;3863;8911;15191;35954;8657;20943;8538;19587;7905;18855
31.12.2008;77-Jährige;24451;57442;56523;132751;13125;30486;3654;8760;14916;36489;8393;20677;8247;19376;7364;18263
31.12.2008;78-Jährige;24341;58815;57730;137531;13165;31127;3659;8579;15206;38255;8030;20905;8149;19462;7398;19022
31.12.2008;79-Jährige;22212;54574;52220;127960;11997;29296;3185;7983;13922;36313;7176;19331;7593;18495;6525;17413
31.12.2008;80-Jährige;21239;53043;49046;122305;11522;28168;3013;7669;12267;33266;6530;18315;7255;18053;5999;16556
31.12.2008;81-Jährige;18458;48460;41082;108980;9933;25489;2547;6913;9861;28758;5244;15589;5902;15906;4939;14522
31.12.2008;82-Jährige;15856;44532;35215;100397;8446;23899;2242;6333;8419;27323;4361;14162;5167;14895;4117;13454
31.12.2008;83-Jährige;13885;42377;30047;92766;7304;22098;1830;5795;7130;24612;3768;13026;4748;14533;3577;12020
31.12.2008;84-Jährige;11100;36536;23924;81361;5634;19179;1578;5398;5536;20632;2943;11115;3861;12624;2679;10320
31.12.2008;85-Jährige;9401;32386;19881;70549;5003;17159;1403;4991;4843;19047;2415;9833;3372;11496;2356;9170
31.12.2008;86-Jährige;8534;30592;18462;65887;4505;15879;1110;4207;4728;18483;2292;9320;3051;10771;2148;8492
31.12.2008;87-Jährige;7689;28149;15384;58937;3774;14008;946;3629;4360;17960;2030;8595;2763;10343;1852;7947
31.12.2008;88-Jährige;6226;23695;12372;48581;3088;11470;704;2752;3575;15819;1639;7350;2321;8866;1521;6549
31.12.2008;89-Jährige;3770;15453;7774;32045;1964;7499;452;1837;2093;9344;958;4458;1418;5670;878;3914
31.12.2008;90 Jahre und mehr;14166;52899;25795;106252;7971;28121;1497;6191;4691;27081;2394;12980;5607;20607;2243;11485
31.12.2008;Insgesamt;3901052;7947244;8746419;17933064;1977031;4028351;501185;1030324;2049173;4192801;1165683;2381872;1387798;2834260;1118827;2267763
31.12.2009;unter 1 Jahr;32063;62232;74042;144670;15789;30793;3516;6919;17588;34049;8830;17138;11371;22046;8530;16831
31.12.2009;1-Jährige;33512;65515;77428;150775;16723;32583;3724;7193;17681;34457;9059;17706;11763;23127;8902;17439
31.12.2009;2-Jährige;34073;66072;77602;151291;16921;32825;3684;7206;17454;33858;8875;17305;12234;23641;8885;17128
31.12.2009;3-Jährige;34053;66100;77126;150338;16665;32171;3795;7203;16642;32452;8741;16718;12149;23510;8432;16288
31.12.2009;4-Jährige;34810;67989;79082;153592;16947;33097;3817;7465;16506;32372;8532;16851;12271;23979;8505;16587
31.12.2009;5-Jährige;36441;71396;81051;158037;17723;34161;3974;7687;16807;32936;8800;16912;12994;25195;8763;17063
31.12.2009;6-Jährige;36729;71884;82065;159778;17890;34769;3933;7646;16227;31799;8504;16439;13049;25444;8448;16633
31.12.2009;7-Jährige;38335;74716;83954;163729;18282;35588;4110;8003;15872;31267;8803;17010;13312;26133;8499;16617
31.12.2009;8-Jährige;39780;77796;86340;168472;19050;36784;4212;8284;16193;31387;8854;17212;13795;27073;8620;16943
31.12.2009;9-Jährige;42101;81872;90432;176774;20056;39125;4406;8727;16462;32245;9167;17640;14606;28693;8610;16920
31.12.2009;10-Jährige;42593;82852;91188;178087;20145;39472;4538;9066;15673;30468;8797;16908;14967;29240;8503;16298
31.12.2009;11-Jährige;44069;85787;94511;184056;20960;41035;4706;9171;14914;29084;8290;16316;15191;29778;8232;16132
31.12.2009;12-Jährige;45733;89424;98633;192434;22055;43046;5059;9970;14328;28081;8264;15993;16162;31155;8198;16049
31.12.2009;13-Jährige;45174;87720;97700;190711;21940;42362;5178;10137;13501;26421;7723;15141;15880;30941;7523;14770
31.12.2009;14-Jährige;43693;85613;95472;186454;21252;41635;4998;9815;12102;23708;7237;13940;15290;29764;7093;13578
31.12.2009;15-Jährige;44727;87343;98172;191319;22017;42867;5177;10277;11788;22909;7030;13667;15581;30209;6428;12636
31.12.2009;16-Jährige;46884;91051;102562;200383;23309;45154;5597;10818;12177;23578;7186;14056;15997;31292;6828;13293
31.12.2009;17-Jährige;47142;92067;105804;205766;23354;46160;5722;11334;13006;25329;8094;15684;16233;31772;7399;14625
31.12.2009;18-Jährige;47889;93427;108050;211271;24308;47378;6008;11593;15878;30701;9528;18365;16797;32528;8770;17108
31.12.2009;19-Jährige;49649;96367;111667;217772;25341;49136;6243;12086;24470;47561;14894;28268;17187;33570;13663;26438
31.12.2009;20-Jährige;47760;92513;108402;212494;24554;47932;6079;11784;26625;51139;15545;29628;16610;32484;14458;27842
31.12.2009;21-Jährige;48571;94103;111097;217898;25326;49727;6073;11954;27981;53742;16511;31228;16786;32646;15566;29819
31.12.2009;22-Jährige;46823;91001;109249;214397;24443;48508;6096;11871;29124;55509;16671;31412;16047;31200;15988;30356
31.12.2009;23-Jährige;45979;89229;107343;212075;24168;47746;6137;11949;28194;54043;15940;29821;15348;30321;15664;29280
31.12.2009;24-Jährige;43509;85720;102991;204199;23225;45593;5754;11301;28898;54503;15772;29382;14590;28929;15488;28803
31.12.2009;25-Jährige;43550;85010;103085;204444;23096;45670;5819;11357;28413;53965;15536;28975;14621;28801;15512;28721
31.12.2009;26-Jährige;43940;86193;104281;207483;22892;45198;5945;11496;28457;53893;15535;28600;14612;29108;15271;28153
31.12.2009;27-Jährige;44668;88464;107699;213430;23598;46587;6085;11829;29084;54515;15154;27847;14994;29990;15732;28780
31.12.2009;28-Jährige;44960;88849;106187;212272;23298;46266;6090;11737;28107;52553;14996;27402;15058;30210;14943;27793
31.12.2009;29-Jährige;44965;89473;107372;214277;22696;45616;6101;11788;28520;53646;14954;27475;15227;30644;15398;28230
31.12.2009;30-Jährige;43284;85889;101342;202979;21888;43665;5506;11047;27842;51713;14166;25978;14426;29186;14738;27103
31.12.2009;31-Jährige;42932;85371;100266;200968;21526;43173;5407;10757;27561;51574;13993;25937;14719;29613;14001;25924
31.12.2009;32-Jährige;42738;85129;100986;201902;21289;42867;5418;10689;26975;50167;13286;24810;14807;29756;13729;25478
31.12.2009;33-Jährige;43479;86557;101359;203481;21377;42650;5272;10381;23625;44508;11940;22421;14996;30191;12166;22721
31.12.2009;34-Jährige;42775;84932;99283;198800;20964;42117;5255;10251;22685;42459;11363;21247;15040;29880;11916;21821
31.12.2009;35-Jährige;43675;87623;100454;202225;21482;43142;5313;10414;22631;42059;11346;21525;15448;30702;12335;22614
31.12.2009;36-Jährige;45056;90054;102399;205248;22150;44352;5230;10422;22793;42652;12150;22721;15702;31558;12610;23424
31.12.2009;37-Jährige;50208;100019;113360;226072;24385;48933;5767;11504;25113;47014;13814;26235;17800;35428;14315;26305
31.12.2009;38-Jährige;55068;109982;123893;247042;26899;53733;6409;12886;29467;55551;16648;31535;20235;40158;16084;30014
31.12.2009;39-Jährige;58857;117026;131729;260929;28780;56896;6764;13345;29789;56222;16760;32142;21846;42735;16467;31140
31.12.2009;40-Jährige;64258;127052;144306;285373;31432;61929;7553;15043;29701;56585;17240;33370;24369;47380;16697;31780
31.12.2009;41-Jährige;67914;133454;151157;298937;33105;65097;8057;15926;30491;58087;17913;34425;25756;50469;16834;32285
31.12.2009;42-Jährige;69159;136898;154998;306038;34020;66891;8423;16591;31474;60183;18429;35869;26753;52131;17244;33371
31.12.2009;43-Jährige;71461;139879;158614;312381;35319;68902;8645;17075;32840;63621;19338;37649;26762;52016;18668;35944
31.12.2009;44-Jährige;71122;138657;159343;313068;35518;69340;8662;17489;34520;66589;20286;39467;26003;50904;19137;37096
31.12.2009;45-Jährige;70984;138942;161362;316805;36224;70878;8903;18016;35641;69419;20979;41267;26091;50985;20133;39164
31.12.2009;46-Jährige;70518;138039;158635;311990;36422;71178;9134;18216;36376;70272;21959;42868;25054;49431;20599;40146
31.12.2009;47-Jährige;67530;133411;152094;300259;35066;69040;8921;17893;35845;69325;21335;42207;23974;47542;20406;39804
31.12.2009;48-Jährige;66741;131676;148482;295171;34908;68885;9236;18169;35337;69213;21542;42304;23168;46293;20865;40919
31.12.2009;49-Jährige;64613;127931;146599;291158;33954;67680;8668;17505;33989;66337;20850;40966;22077;44268;19939;39008
31.12.2009;50-Jährige;62210;123276;141621;282370;33273;65609;9073;17767;33478;65873;20281;40266;21350;42832;19876;38996
31.12.2009;51-Jährige;59129;116746;135649;269863;31465;62190;8727;17215;30872;60972;19184;37979;20224;40450;18461;36288
31.12.2009;52-Jährige;57653;114738;133180;264808;31522;62032;8422;16651;30651;60752;18769;37472;19514;39672;18421;36265
31.12.2009;53-Jährige;56018;110938;128364;256214;30131;59603;8160;16205;31229;61837;18747;37914;18572;37531;18734;37002
31.12.2009;54-Jährige;53683;106597;122494;246536;29092;57874;7772;15467;32054;63940;19709;38998;18161;36630;18761;37273
31.12.2009;55-Jährige;52212;104959;119818;242911;28835;57249;7788;15552;31636;63525;19359;38361;17969;36442;18414;36683
31.12.2009;56-Jährige;50382;101233;113446;231185;27698;55360;7586;15245;31719;63926;19102;38511;17436;35151;18423;36587
31.12.2009;57-Jährige;51109;102584;112758;230384;27818;55311;7517;14951;32443;64952;19011;38320;17381;35286;18110;36044
31.12.2009;58-Jährige;50606;101258;108723;222271;27243;54109;7201;14563;32776;66493;17997;36626;17415;35216;18043;36006
31.12.2009;59-Jährige;51171;102211;109949;224197;27601;54867;7477;14929;31438;63720;17878;36125;17581;35743;16936;34263
31.12.2009;60-Jährige;50531;100861;109513;222387;26803;53482;7659;15153;27493;55917;15670;32200;17669;35720;15297;30542
31.12.2009;61-Jährige;46935;93800;100374;204539;23194;46211;6615;13272;21929;44821;13297;27278;17301;35255;13081;26479
31.12.2009;62-Jährige;42509;85890;92459;188447;20541;41220;5301;10744;21462;44835;12817;26562;16261;33007;12367;25140
31.12.2009;63-Jährige;39786;80678;84210;172713;18436;36904;4269;8786;16382;33789;10523;21651;15132;30991;10029;20898
31.12.2009;64-Jährige;31560;64021;70660;146996;15205;31086;3966;8150;18937;39925;10467;21896;12311;25720;9441;19617
31.12.2009;65-Jährige;41516;85375;90610;188193;19898;40647;5301;11064;27600;57994;14598;30673;16624;34142;13728;28474
31.12.2009;66-Jährige;43436;88251;90632;188628;19919;40531;5169;10789;27123;57335;15115;31703;17351;35481;13866;28767
31.12.2009;67-Jährige;42224;86036;88250;184353;19333;39637;5008;10617;24776;53043;14677;31399;16749;34335;12693;26921
31.12.2009;68-Jährige;50481;104015;103762;217988;23495;49107;6334;13503;30710;65996;17962;38231;20039;41091;16166;34481
