GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Baden-Württemberg;Baden-Württemberg;Bayern;Bayern;Berlin;Berlin;Brandenburg;Brandenburg;Bremen;Bremen;Hamburg;Hamburg;Hessen;Hessen;Mecklenburg-Vorpommern;Mecklenburg-Vorpommern
;;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt
31.12.2010;89-Jährige;20105;27181;23691;32197;5745;7434;4262;5511;1520;2073;3524;4721;11789;16124;2701;3383
31.12.2010;90 Jahre und mehr;59962;81696;60268;83361;19924;26044;12258;15145;4348;6141;10901;15020;34064;48012;7555;9352
31.12.2010;Insgesamt;5457631;10753880;6380257;12538696;1765287;3460725;1262720;2503273;338766;660706;912736;1786448;3090494;6067021;829044;1642327
31.12.2011;unter 1 Jahr;43217;88456;50297;103755;15794;32502;9006;18310;2486;5175;8060;16520;24979;51172;6128;12602
31.12.2011;1-Jährige;44594;91653;51910;105997;15991;32800;9399;19463;2685;5502;8017;16502;25549;52066;6523;13292
31.12.2011;2-Jährige;44341;90832;50928;104742;15553;31708;9399;19314;2610;5404;7618;15919;24936;51258;6504;13034
31.12.2011;3-Jährige;45715;93497;52555;107849;15214;31524;9812;20015;2685;5399;7743;15905;25737;52715;6447;13146
31.12.2011;4-Jährige;46377;94522;53011;108257;14775;30609;9614;19849;2730;5539;7537;15697;25749;53068;6226;12787
31.12.2011;5-Jährige;45752;93601;51805;106509;14192;28797;9283;19193;2541;5331;7244;15074;25365;51814;6092;12502
31.12.2011;6-Jährige;46745;95624;52685;108503;13405;27558;9440;19292;2473;5232;7312;14994;25933;53248;6027;12132
31.12.2011;7-Jährige;47588;98043;54790;111495;13545;27735;9551;19731;2483;5165;7129;14699;26334;54039;6251;12807
31.12.2011;8-Jährige;47612;98461;55354;112959;12924;26471;9501;19713;2561;5224;6963;14356;26314;53772;6103;12535
31.12.2011;9-Jährige;48883;100822;56250;115035;12792;26435;9464;19438;2519;5225;6895;14134;26515;54823;5926;12267
31.12.2011;10-Jährige;50206;103309;57024;117847;12900;26212;9377;19344;2668;5483;7002;14352;27134;56060;6135;12605
31.12.2011;11-Jährige;53074;108816;60268;123368;13061;26704;9989;20369;2756;5727;7100;14749;28546;58531;6161;12729
31.12.2011;12-Jährige;53472;110475;60854;125650;12745;25939;9715;19907;2852;5745;6950;14385;28443;58566;5895;12097
31.12.2011;13-Jährige;55389;113787;62915;129347;12799;26054;9435;19356;2834;5872;7099;14522;29255;60264;5859;11872
31.12.2011;14-Jährige;57761;118444;65010;133012;12716;26078;9308;18939;2908;6062;7218;14883;30458;62664;5674;11738
31.12.2011;15-Jährige;56937;116751;64183;131931;12536;25491;8645;17957;2867;6012;7151;14814;30072;61868;5324;11043
31.12.2011;16-Jährige;55910;115129;62960;129383;12146;24723;7947;16439;2971;5999;6895;14404;29273;60286;4845;9919
31.12.2011;17-Jährige;56525;116504;64113;131886;12051;24804;7577;15603;2884;5959;7263;15059;29968;61420;4494;9316
31.12.2011;18-Jährige;59161;121512;67150;138222;12691;25699;7303;15136;3154;6435;7582;15240;30986;63217;4555;9635
31.12.2011;19-Jährige;59906;123765;69083;140908;14027;28037;7461;15677;3420;6991;8181;16250;31392;63958;5313;10972
31.12.2011;20-Jährige;62285;127723;70810;146080;16392;31998;8609;18050;3966;7920;9195;17957;32584;65987;6411;13117
31.12.2011;21-Jährige;65337;133848;75544;154244;21111;41171;12591;26785;4415;8768;10755;20898;34661;70082;9809;20332
31.12.2011;22-Jährige;63881;131183;74394;150988;23098;44618;13185;28077;4669;9113;11423;21847;34953;70429;9905;21078
31.12.2011;23-Jährige;66089;135019;76544;156160;25301;48678;13327;28751;4904;9674;12640;24098;36092;72749;10033;21553
31.12.2011;24-Jährige;63792;130827;74753;152762;26432;51025;13427;28525;4744;9421;12950;24719;35603;71756;10308;22077
31.12.2011;25-Jährige;64200;130536;75887;153870;26964;52299;12852;27238;4575;9450;13380;25519;35766;71626;9684;20764
31.12.2011;26-Jährige;62278;126721;73762;148721;27244;52885;12615;27286;4429;9021;13796;25923;34673;69736;9550;20497
31.12.2011;27-Jährige;62627;127172;74534;150250;27203;53159;12473;26608;4488;8996;14031;26906;35785;71247;9235;19760
31.12.2011;28-Jährige;63452;127925;75691;152789;27270;53868;12657;26860;4616;9263;14600;27885;36023;71768;9195;19765
31.12.2011;29-Jährige;65252;131387;78917;157835;27636;55404;12836;27413;4622;9288;15029;29042;37837;75065;9277;19921
31.12.2011;30-Jährige;65728;131200;79482;158916;27740;54877;13026;27180;4377;9016;15311;29463;38197;75255;8901;19182
31.12.2011;31-Jährige;66041;131932;79431;158299;27130;54637;13592;28356;4268;8800;14924;29156;38372;75679;9243;19573
31.12.2011;32-Jährige;62696;124480;76050;151572;25435;51195;13302;27617;3896;8060;13861;27526;37186;73327;8784;18956
31.12.2011;33-Jährige;60999;121775;75405;150165;23991;49161;13670;27983;3820;7946;13247;26692;36967;72804;8861;19032
31.12.2011;34-Jährige;61191;121779;74755;149775;23331;47686;13359;27358;3915;7894;12844;26101;36776;72113;8598;18451
31.12.2011;35-Jährige;61230;122442;74531;148831;22411;45513;12203;25058;3792;7787;12756;25643;36888;72575;7520;16083
31.12.2011;36-Jährige;60447;120132;73362;146288;21204;43507;11717;24090;3739;7617;11938;24270;35606;70746;7108;15251
31.12.2011;37-Jährige;62345;123635;74980;149413;20524;42206;11844;24050;3607;7489;11709;24004;36272;72087;7021;14968
31.12.2011;38-Jährige;62278;123588;74929;149628;20140;41031;12216;24762;3749;7652;11638;23228;36594;72791;7321;15499
31.12.2011;39-Jährige;67687;134706;81506;162740;20811;42672;13517;27898;3988;8084;11884;24276;39373;78086;8165;17160
31.12.2011;40-Jährige;72820;146091;88297;176831;22834;47067;16081;33087;4260;8626;12587;25796;42740;85187;9447;19933
31.12.2011;41-Jährige;76133;152164;91835;184258;23204;47845;16684;33866;4328;8956;12766;26192;44461;89140;9827;20360
31.12.2011;42-Jährige;81441;163865;98690;200035;24221;49989;17616;35575;4673;9627;13309;27494;47790;96470;10234;21245
31.12.2011;43-Jährige;85734;172459;102887;208979;25596;52672;18738;37645;5065;10316;14191;29253;49848;101086;11115;22723
31.12.2011;44-Jährige;87330;176759;105975;214691;25796;53093;19933;40231;5057;10404;14422;29670;51061;103161;11855;23955
31.12.2011;45-Jährige;89721;181627;107433;217898;27200;55470;21516;43261;5164;10814;14569;29787;52107;105774;12806;26040
31.12.2011;46-Jährige;89161;181296;106175;216785;27896;57433;22383;45551;5239;10751;14138;28925;52240;106028;13541;27735
31.12.2011;47-Jährige;90863;184826;108593;220219;28593;58277;23291;47639;5158;10658;14283;29279;52633;107084;14295;29237
31.12.2011;48-Jährige;89822;182813;107805;217865;28446;58165;24325;49313;5216;10459;13873;28167;52014;105368;14942;30602
31.12.2011;49-Jährige;87288;177133;104828;211345;27101;55373;24066;49095;5163;10310;13097;26262;50115;101386;15016;30585
31.12.2011;50-Jährige;86559;174195;103475;208791;25992;52647;23830;48532;4902;9906;12588;25228;49316;99028;15214;31092
31.12.2011;51-Jährige;84375;169153;99326;200251;24549;50423;23135;46812;4839;9688;12149;24540;47522;95583;15001;30422
31.12.2011;52-Jährige;80913;162505;96145;194242;23785;48412;22430;45809;4801;9444;11639;23400;46352;93082;14738;29810
31.12.2011;53-Jährige;76971;154723;91663;184707;22044;44588;20679;42098;4618;9119;11188;22270;44007;88429;13817;28088
31.12.2011;54-Jährige;75073;150601;89378;179394;21277;42830;20086;41065;4618;9087;10706;21280;43078;86392;13441;27411
31.12.2011;55-Jährige;73658;146924;85837;172472;21044;42021;20131;40975;4444;8680;10315;20311;41823;83502;13724;27538
31.12.2011;56-Jährige;70328;139382;82227;163580;21076;41596;20264;41212;4382;8489;9792;19359;40440;80116;13836;27747
31.12.2011;57-Jährige;69155;135302;81045;159831;21154;41145;20307;40607;4251;8257;9718;18911;39918;78585;13750;27693
31.12.2011;58-Jährige;66795;129793;78572;153928;20955;40603;20048;39986;4117;7942;9290;17976;38563;75256;13582;27165
31.12.2011;59-Jährige;66728;130161;79193;154607;21021;39925;19663;39075;4192;8013;9463;18315;38975;75998;13297;26341
31.12.2011;60-Jährige;64761;126292;76757;149931;21394;40696;18868;37879;4139;8020;9428;18049;38439;74744;12817;25451
31.12.2011;61-Jährige;65683;127059;77526;151520;22425;42243;17959;35627;4101;7952;9765;18643;39238;76491;11903;23730
31.12.2011;62-Jährige;63989;124933;75694;148229;20707;39548;15288;30277;4188;8105;9673;18652;38985;76218;10356;20438
31.12.2011;63-Jährige;58400;115234;72077;141435;18880;36173;13215;26184;3841;7541;9338;18085;36452;71716;9054;17859
31.12.2011;64-Jährige;54743;107190;70425;138298;17674;33742;12856;25027;3801;7253;8865;17329;34326;66969;8515;16617
31.12.2011;65-Jährige;48005;93621;62888;122208;13443;26360;8693;16856;3679;7109;8305;16115;29372;57356;5539;10918
31.12.2011;66-Jährige;41652;80431;50730;98369;15702;29865;10579;19996;2988;5742;7474;14286;24592;47614;6224;11841
31.12.2011;67-Jährige;54121;104618;65300;127043;20545;39123;15726;29904;3692;7134;9414;17991;32700;63407;9304;17735
31.12.2011;68-Jährige;55310;105559;65406;126879;21570;41064;16761;32103;3783;7413;9411;18073;32264;62726;10204;19303
31.12.2011;69-Jährige;53589;103409;63687;122740;20461;38877;16419;31024;3849;7291;9147;17508;30778;59312;9988;18691
31.12.2011;70-Jährige;65559;123840;78250;148817;23798;44764;20306;38402;4381;8239;10423;19970;37096;71201;12762;23830
31.12.2011;71-Jährige;68663;129081;83560;157465;22854;42605;20572;38267;4483;8581;10855;20185;39957;75775;13070;24012
31.12.2011;72-Jährige;67735;126591;82260;154247;21551;39533;20080;36986;4470;8209;10632;19392;38911;73149;13394;24075
31.12.2011;73-Jährige;63271;117037;74210;138245;19830;36136;18520;33746;4311;7874;9975;18111;35515;66329;12344;22326
31.12.2011;74-Jährige;58138;107534;67830;124554;19021;33826;16867;30748;4070;7283;9213;16970;33100;61257;11314;20112
31.12.2011;75-Jährige;55804;102227;64842;117113;17828;31631;16409;29516;3914;6996;8970;16041;31820;58421;11124;19247
31.12.2011;76-Jährige;52617;95761;60994;108960;17188;30220;15798;28208;3688;6377;8804;15423;30234;54633;10558;18327
31.12.2011;77-Jährige;47334;84997;55773;98503;15741;27301;14297;25239;3367;5757;7695;13135;27641;49452;9730;16724
31.12.2011;78-Jährige;39170;69659;46430;80982;11191;19062;10982;18809;2522;4273;5794;9876;21831;38667;7753;13098
31.12.2011;79-Jährige;37868;66293;46089;78802;10248;17244;10608;18044;2586;4169;5552;9245;21248;36786;7571;12691
31.12.2011;80-Jährige;37710;64711;44687;75362;10140;16987;10215;17192;2508;4036;5726;9272;21127;36084;7102;11755
31.12.2011;81-Jährige;38169;64328;45043;74779;10428;16996;10414;17040;2581;4093;5904;9453;22255;36894;7037;11292
31.12.2011;82-Jährige;35704;59216;42229;69020;9886;15737;9426;15102;2432;3881;5593;8902;20672;34295;6380;10023
31.12.2011;83-Jährige;34007;55023;39760;64263;9100;14163;8730;13498;2391;3721;5520;8557;19321;31856;5856;8879
31.12.2011;84-Jährige;30550;47888;36248;56722;8095;12127;7404;11109;2178;3261;4953;7422;17877;28206;5147;7345
31.12.2011;85-Jährige;28921;43775;34922;52041;7974;11321;6906;9751;2042;2956;4700;6855;17197;26082;4591;6371
31.12.2011;86-Jährige;27247;39793;32953;47261;7342;10067;6200;8604;1884;2654;4523;6399;16197;23705;4092;5523
31.12.2011;87-Jährige;23450;32644;28565;39153;6288;8297;5255;6991;1634;2236;4045;5475;14238;19947;3399;4461
31.12.2011;88-Jährige;21266;28910;25670;34717;5195;6701;4369;5719;1536;2050;3536;4769;12643;17181;2934;3770
31.12.2011;89-Jährige;18783;25362;22694;30470;5127;6554;4154;5272;1327;1816;3096;4234;11168;15177;2539;3236
31.12.2011;90 Jahre und mehr;59000;75640;68671;88554;19599;23995;12665;15636;4603;5874;10841;13744;34800;44749;7774;9448
31.12.2011;Insgesamt;5361087;10512441;6349961;12443372;1708234;3326002;1245991;2453180;335122;652182;886123;1718187;3066143;5993771;815264;1606899
31.12.2012;unter 1 Jahr;43869;89919;52294;107817;16705;34450;9166;18690;2726;5549;8308;17287;25055;51576;6206;12713
31.12.2012;1-Jährige;43883;89812;50896;105013;15839;32598;9253;18864;2476;5172;7939;16251;25234;51753;6182;12684
31.12.2012;2-Jährige;44977;92481;52248;106843;15988;32733;9611;19904;2656;5460;7919;16304;25793;52541;6572;13397
31.12.2012;3-Jährige;44727;91723;51307;105439;15574;31718;9581;19669;2602;5383;7565;15741;25121;51605;6499;13105
31.12.2012;4-Jährige;46166;94319;52962;108647;15262;31552;9941;20348;2695;5395;7692;15772;25921;53068;6446;13173
31.12.2012;5-Jährige;46766;95260;53361;108950;14719;30516;9754;20119;2727;5536;7491;15566;25826;53312;6253;12844
31.12.2012;6-Jährige;45993;94136;51997;106879;14121;28626;9397;19487;2550;5314;7191;14986;25504;52111;6052;12472
31.12.2012;7-Jährige;47058;96268;52974;109067;13443;27672;9484;19429;2483;5257;7296;14937;26082;53496;6057;12155
31.12.2012;8-Jährige;47881;98658;55074;112075;13526;27730;9614;19896;2497;5202;7163;14724;26433;54325;6255;12814
31.12.2012;9-Jährige;47911;99094;55600;113522;12952;26544;9576;19830;2594;5289;6954;14371;26446;54078;6097;12541
31.12.2012;10-Jährige;49174;101434;56473;115529;12860;26541;9538;19570;2541;5286;6957;14205;26635;55065;5915;12260
31.12.2012;11-Jährige;50494;103876;57328;118413;12940;26265;9420;19459;2664;5492;7020;14404;27250;56366;6112;12587
31.12.2012;12-Jährige;53345;109350;60542;123926;13102;26773;10033;20483;2762;5760;7110;14803;28699;58900;6184;12763
31.12.2012;13-Jährige;53748;111017;61109;126194;12835;26090;9746;19998;2874;5785;6982;14428;28585;58886;5918;12112
31.12.2012;14-Jährige;55608;114281;63138;129827;12844;26135;9477;19459;2839;5904;7126;14564;29397;60606;5864;11892
31.12.2012;15-Jährige;57967;118942;65222;133550;12817;26310;9361;19059;2938;6109;7276;15045;30591;62971;5695;11758
31.12.2012;16-Jährige;57214;117397;64447;132592;12749;25865;8611;18008;2915;6142;7349;15308;30209;62247;5342;11073
31.12.2012;17-Jährige;56132;115713;63267;130053;12348;25142;7923;16437;3021;6097;7159;14887;29443;60725;4838;9924
31.12.2012;18-Jährige;57090;117799;64510;132794;12632;25820;7320;15183;3070;6292;7576;15629;30459;62371;4501;9309
31.12.2012;19-Jährige;60323;123998;68445;140953;14243;28302;6878;14415;3493;7056;8237;16384;31657;64431;4631;9744
31.12.2012;20-Jährige;61028;126286;70909;144635;15982;31315;7060;15031;3836;7728;9092;17825;32010;65295;5467;11169
31.12.2012;21-Jährige;63164;129980;72463;149590;18228;35389;8351;17504;4220;8447;10132;19781;33400;67443;6414;13162
31.12.2012;22-Jährige;66495;136399;77312;158151;23219;44925;12242;25980;4621;9149;11827;22809;35558;71889;9547;19901
31.12.2012;23-Jährige;65270;134141;76233;155110;25358;48821;12789;27181;4726;9390;12414;23798;35822;72418;9693;20683
31.12.2012;24-Jährige;67079;137705;78464;160284;27512;52969;13028;27942;4970;9917;13514;25804;37040;74604;9836;21186
31.12.2012;25-Jährige;64922;133606;76485;156779;28446;55032;13223;28063;4767;9610;13738;26208;36372;73532;10139;21675
31.12.2012;26-Jährige;65324;133263;77504;158001;28650;55894;12749;26839;4582;9500;14148;27044;36471;73339;9544;20358
31.12.2012;27-Jährige;62992;128832;75153;152114;28557;55938;12660;27176;4472;9103;14522;27362;35334;71165;9436;20146
31.12.2012;28-Jährige;63476;129427;75744;153480;28197;55589;12584;26618;4500;9049;14477;28094;36197;72468;9202;19527
31.12.2012;29-Jährige;64151;129875;76940;156133;28001;55914;12833;26961;4599;9229;14872;28678;36456;72796;9141;19536
31.12.2012;30-Jährige;65973;133316;80057;160789;28237;56947;13021;27566;4620;9330;15078;29438;38059;75869;9315;19850
31.12.2012;31-Jährige;66387;133123;80662;161635;28183;56221;13213;27425;4303;8918;15337;29746;38525;76076;8912;19106
31.12.2012;32-Jährige;66547;133424;80457;160871;27412;55575;13842;28786;4194;8692;14934;29217;38729;76440;9276;19534
31.12.2012;33-Jährige;63291;126083;76950;154105;25616;51818;13573;28078;3916;8072;13782;27545;37507;73989;8834;18996
31.12.2012;34-Jährige;61545;123240;76217;152358;24129;49641;13872;28352;3797;7913;13205;26661;37210;73382;8872;19031
31.12.2012;35-Jährige;61807;123302;75522;151772;23484;48055;13532;27670;3907;7878;12736;26037;37000;72683;8637;18492
31.12.2012;36-Jährige;61697;123839;75129;150564;22482;45840;12381;25398;3804;7842;12692;25613;37104;73172;7547;16152
31.12.2012;37-Jährige;60899;121441;74025;148301;21266;43644;11869;24448;3746;7673;11866;24143;35770;71286;7128;15280
31.12.2012;38-Jährige;62803;124817;75549;151143;20642;42472;11973;24294;3585;7477;11682;23952;36440;72462;7045;15011
31.12.2012;39-Jährige;62724;124737;75421;151027;20170;41244;12311;24936;3771;7682;11623;23202;36728;73216;7348;15552
31.12.2012;40-Jährige;68177;135813;81989;164106;20884;42983;13604;28096;4001;8133;11883;24275;39561;78598;8180;17140
31.12.2012;41-Jährige;73188;147135;88819;178301;22863;47223;16193;33329;4276;8699;12606;25718;42856;85544;9466;19965
31.12.2012;42-Jährige;76495;153109;92259;185530;23245;47919;16753;34063;4352;8968;12748;26127;44627;89536;9826;20332
31.12.2012;43-Jährige;81760;164839;99186;201181;24233;50140;17701;35722;4687;9675;13317;27485;47852;96679;10251;21250
31.12.2012;44-Jährige;86031;173254;103290;210014;25664;52820;18764;37760;5066;10333;14234;29285;49985;101338;11103;22718
31.12.2012;45-Jährige;87627;177465;106394;215749;25820;53142;19996;40394;5059;10426;14394;29625;51105;103239;11831;23911
31.12.2012;46-Jährige;89995;182247;107718;218675;27239;55502;21540;43318;5185;10846;14555;29752;52160;105829;12806;26003
31.12.2012;47-Jährige;89345;181788;106398;217385;27901;57370;22396;45586;5233;10789;14109;28821;52354;106173;13536;27680
31.12.2012;48-Jährige;91018;185093;108796;220763;28544;58174;23335;47705;5162;10680;14274;29258;52640;107124;14272;29172
31.12.2012;49-Jährige;89886;183031;107973;218226;28437;58037;24308;49362;5217;10477;13878;28064;52079;105412;14945;30545
31.12.2012;50-Jährige;87365;177306;104990;211699;27103;55295;24055;49028;5170;10324;13072;26186;50094;101370;14998;30514
31.12.2012;51-Jährige;86592;174285;103536;208863;25953;52576;23829;48497;4922;9922;12537;25083;49320;98949;15183;30985
31.12.2012;52-Jährige;84399;169203;99326;200277;24485;50220;23149;46751;4832;9673;12084;24400;47475;95442;14998;30335
31.12.2012;53-Jährige;80899;162430;96139;194162;23767;48235;22379;45703;4786;9415;11599;23272;46313;92913;14698;29700
31.12.2012;54-Jährige;76941;154503;91669;184537;21972;44393;20669;42004;4634;9124;11120;22114;43927;88160;13789;27916
31.12.2012;55-Jährige;74971;150385;89351;179192;21226;42614;20058;40964;4605;9070;10650;21159;43013;86167;13401;27255
31.12.2012;56-Jährige;73566;146630;85679;172051;20976;41791;20128;40876;4424;8669;10252;20168;41702;83138;13682;27388
31.12.2012;57-Jährige;70201;139069;82023;163043;21011;41352;20214;41048;4342;8415;9715;19174;40271;79688;13796;27596
31.12.2012;58-Jährige;68926;134728;80903;159177;21044;40846;20243;40393;4243;8237;9656;18734;39744;78151;13703;27514
31.12.2012;59-Jährige;66581;129153;78322;153162;20812;40232;20008;39821;4099;7890;9220;17773;38340;74691;13567;27014
31.12.2012;60-Jährige;66469;129356;78900;153690;20876;39590;19615;38870;4157;7947;9359;18060;38707;75316;13278;26179
31.12.2012;61-Jährige;64397;125389;76428;148952;21219;40224;18831;37647;4129;7939;9321;17784;38142;74000;12806;25330
31.12.2012;62-Jährige;65263;126036;77109;150362;22226;41770;17882;35339;4068;7873;9633;18330;38957;75785;11863;23574
31.12.2012;63-Jährige;63561;123762;75282;146911;20527;39014;15268;30091;4140;7990;9570;18355;38669;75383;10301;20280
31.12.2012;64-Jährige;57998;114033;71653;140148;18678;35722;13158;25942;3823;7457;9201;17763;36113;70815;8994;17688
31.12.2012;65-Jährige;54299;105954;69863;136752;17552;33334;12775;24830;3781;7170;8771;17021;33968;66019;8494;16486
31.12.2012;66-Jährige;47613;92470;62409;120752;13348;25987;8649;16718;3636;7028;8196;15809;29087;56583;5513;10825
31.12.2012;67-Jährige;41229;79372;50310;97130;15540;29418;10514;19797;2956;5651;7365;14020;24332;46934;6189;11745
31.12.2012;68-Jährige;53601;103172;64718;125404;20333;38505;15624;29536;3641;7008;9270;17633;32335;62423;9231;17476
31.12.2012;69-Jährige;54735;104025;64809;125105;21314;40380;16622;31711;3742;7291;9269;17685;31904;61732;10125;19038
31.12.2012;70-Jährige;53032;101903;63012;120910;20210;38181;16244;30537;3793;7150;9030;17151;30402;58333;9895;18437
31.12.2012;71-Jährige;64864;121866;77397;146440;23466;43896;20058;37718;4312;8044;10280;19585;36588;69915;12584;23380
31.12.2012;72-Jährige;67755;126746;82515;154666;22501;41754;20335;37605;4419;8406;10690;19771;39386;74300;12891;23507
31.12.2012;73-Jährige;66813;124064;81125;151267;21257;38630;19843;36300;4412;8030;10436;18910;38372;71642;13202;23578
31.12.2012;74-Jährige;62400;114680;73045;135202;19490;35245;18196;32945;4218;7669;9768;17648;34908;64840;12141;21817
31.12.2012;75-Jährige;57190;105017;66607;121601;18608;32920;16615;29966;3988;7075;9026;16467;32419;59671;11067;19568
31.12.2012;76-Jährige;54778;99613;63480;113864;17412;30684;16065;28638;3811;6785;8735;15523;31140;56775;10870;18638
31.12.2012;77-Jährige;51419;92929;59576;105639;16684;29140;15366;27261;3630;6182;8557;14897;29503;52908;10270;17705
31.12.2012;78-Jährige;46188;82214;54251;95102;15276;26348;13901;24297;3254;5526;7429;12597;26877;47633;9459;16101
31.12.2012;79-Jährige;37966;66929;44965;77694;10784;18211;10593;18019;2409;4067;5576;9443;21095;37115;7454;12495
31.12.2012;80-Jährige;36581;63375;44381;75242;9889;16503;10198;17192;2496;3973;5309;8780;20433;35058;7283;12081
31.12.2012;81-Jährige;36199;61498;42795;71412;9695;16131;9745;16251;2399;3819;5429;8743;20204;34132;6785;11095
31.12.2012;82-Jährige;36344;60666;42872;70394;9902;15969;9930;16047;2447;3853;5592;8874;21132;34663;6665;10558
31.12.2012;83-Jährige;33832;55463;39884;64436;9316;14714;8885;14095;2311;3633;5269;8326;19463;31945;6009;9313
31.12.2012;84-Jährige;31838;50981;37111;59435;8490;13114;8138;12435;2218;3417;5149;7904;18023;29395;5459;8175
31.12.2012;85-Jährige;28288;43882;33554;51941;7494;11154;6924;10235;2042;3017;4599;6803;16561;25816;4755;6723
31.12.2012;86-Jährige;26586;39794;31920;47049;7323;10303;6312;8836;1866;2660;4298;6222;15691;23552;4172;5737
31.12.2012;87-Jährige;24592;35598;29748;42223;6653;9048;5578;7656;1690;2356;4051;5699;14669;21159;3704;4944
31.12.2012;88-Jährige;20876;28734;25204;34279;5641;7368;4694;6176;1440;1962;3595;4842;12675;17587;3011;3919
31.12.2012;89-Jährige;18579;25080;22304;29824;4594;5867;3833;4974;1347;1791;3136;4176;11065;14882;2527;3225
31.12.2012;90 Jahre und mehr;62488;80731;73214;94727;20024;24609;13648;16872;4780;6161;11233;14425;37137;48072;8243;10110
31.12.2012;Insgesamt;5379636;10569111;6375591;12519571;1730771;3375222;1244151;2449511;335709;654774;893026;1734272;3073447;6016481;812223;1600327
31.12.2013;unter 1 Jahr;44652;91964;54022;110356;16811;34710;9043;18526;2743;5636;8747;17823;25531;52129;6171;12605
31.12.2013;1-Jährige;44669;91593;53015;109362;16713;34446;9495;19331;2739;5586;8132;16933;25360;52186;6305;12908
31.12.2013;2-Jährige;44359;90710;51423;106046;15777;32539;9522;19423;2485;5142;7843;16030;25371;52115;6230;12809
31.12.2013;3-Jährige;45413;93419;52624;107641;15953;32648;9831;20373;2658;5469;7872;16147;25924;52864;6606;13477
31.12.2013;4-Jährige;45145;92574;51794;106407;15633;31839;9753;20047;2620;5424;7504;15618;25316;52006;6528;13207
31.12.2013;5-Jährige;46580;95108;53430;109627;15220;31483;10116;20702;2683;5404;7651;15697;26092;53390;6514;13289
31.12.2013;6-Jährige;47125;95962;53613;109538;14691;30373;9959;20554;2738;5540;7448;15490;25956;53576;6269;12891
31.12.2013;7-Jährige;46338;94813;52295;107514;14148;28687;9487;19696;2562;5339;7166;14946;25647;52411;6078;12529
31.12.2013;8-Jährige;47381;96994;53364;109750;13497;27805;9553;19572;2494;5310;7293;14958;26227;53822;6070;12207
31.12.2013;9-Jährige;48212;99402;55422;112782;13615;27902;9665;20043;2519;5254;7182;14767;26618;54647;6277;12856
31.12.2013;10-Jährige;48232;99826;55878;114167;13043;26699;9613;19952;2636;5369;6983;14399;26641;54409;6113;12577
31.12.2013;11-Jährige;49479;102112;56813;116245;12951;26682;9587;19698;2555;5322;6984;14244;26771;55351;5937;12319
31.12.2013;12-Jährige;50770;104536;57662;119123;13029;26422;9452;19579;2681;5550;7045;14438;27397;56701;6119;12600
31.12.2013;13-Jährige;53616;109930;60894;124717;13147;26884;10132;20647;2794;5800;7107;14821;28833;59178;6203;12783
31.12.2013;14-Jährige;54048;111623;61424;126866;12904;26257;9790;20086;2916;5850;7018;14510;28734;59192;5934;12139
31.12.2013;15-Jährige;55967;114998;63374;130479;12919;26297;9512;19552;2859;5945;7168;14655;29566;60965;5845;11890
31.12.2013;16-Jährige;58352;119755;65558;134392;13035;26692;9367;19141;2975;6204;7431;15425;30825;63548;5702;11785
31.12.2013;17-Jährige;57494;118116;64786;133386;12968;26310;8618;18021;2974;6302;7590;15846;30388;62851;5354;11063
31.12.2013;18-Jährige;57038;117789;63941;131754;13002;26326;7678;16074;3191;6415;7553;15584;29826;61697;4915;10046
31.12.2013;19-Jährige;58303;120977;66280;136605;14184;28500;6935;14600;3396;6861;8225;16635;31281;64118;4647;9549
31.12.2013;20-Jährige;61548;126741;70639;145607;16129;31407;6588;13978;3863;7659;9141;17936;32441;66018;4840;10029
31.12.2013;21-Jährige;61949;128521;72827;148782;17687;34460;6873;14725;4142;8269;9986;19455;32839;67096;5525;11313
31.12.2013;22-Jährige;64200;132463;74313;153544;19958;38576;8151;17159;4341;8757;10984;21400;34280;69546;6299;13048
31.12.2013;23-Jährige;67862;139545;79205;162483;25310;48793;11996;25353;4683;9502;12535;24305;36595;74296;9442;19679
31.12.2013;24-Jährige;66476;136983;78128;159399;27452;52944;12561;26670;4796;9685;13221;25199;36816;74763;9621;20499
31.12.2013;25-Jährige;68178;140534;80255;164503;29280;56608;12860;27424;4996;10106;14404;27410;37884;76854;9758;20999
31.12.2013;26-Jährige;65874;136064;78249;160954;29904;58279;13160;27747;4831;9729;14436;27649;37204;75562;10018;21385
31.12.2013;27-Jährige;66252;135778;78928;161486;29837;58832;12876;26851;4669;9690;14751;28353;37199;75160;9521;20297
31.12.2013;28-Jährige;63860;131220;76650;155653;29387;58041;12927;27400;4460;9188;14642;28048;35826;72647;9430;20059
31.12.2013;29-Jährige;64235;131347;77214;156968;28838;57530;12829;26900;4446;9071;14633;28531;36754;73939;9208;19469
31.12.2013;30-Jährige;64927;131796;78072;158952;28562;57385;13096;27354;4583;9265;14952;28921;36923;74039;9193;19604
31.12.2013;31-Jährige;66656;135262;81181;163505;28733;58129;13279;27981;4598;9316;15051;29474;38461;76918;9331;19845
