GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Baden-Württemberg;Baden-Württemberg;Bayern;Bayern;Berlin;Berlin;Brandenburg;Brandenburg;Bremen;Bremen;Hamburg;Hamburg;Hessen;Hessen;Mecklenburg-Vorpommern;Mecklenburg-Vorpommern
;;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt
31.12.2013;32-Jährige;66850;134655;81530;163952;28486;57045;13549;27970;4202;8773;15218;29656;38857;76797;8948;19136
31.12.2013;33-Jährige;67257;135124;81241;163116;27631;56208;14152;29354;4151;8596;14833;29169;39100;77484;9304;19571
31.12.2013;34-Jährige;63914;127618;77906;156301;25803;52394;13822;28554;3882;8052;13661;27280;37770;74723;8893;19121
31.12.2013;35-Jährige;62235;124821;76974;154351;24238;49936;14099;28878;3785;7930;13079;26493;37409;73958;8924;19108
31.12.2013;36-Jährige;62262;124743;76261;153731;23533;48243;13795;28218;3875;7875;12687;25915;37231;73277;8659;18572
31.12.2013;37-Jährige;62214;125134;75769;152347;22601;46119;12601;25829;3844;7888;12643;25405;37288;73676;7553;16217
31.12.2013;38-Jährige;61400;122842;74661;149876;21266;43818;12006;24762;3772;7729;11737;23948;36062;71830;7171;15309
31.12.2013;39-Jährige;63351;126185;76194;152750;20700;42636;12048;24543;3605;7503;11608;23842;36694;73195;7082;15083
31.12.2013;40-Jährige;63130;125875;76015;152525;20233;41325;12451;25239;3809;7746;11553;23078;36939;73697;7361;15569
31.12.2013;41-Jährige;68537;136903;82550;165523;20920;43072;13685;28321;3990;8154;11815;24149;39808;79109;8210;17190
31.12.2013;42-Jährige;73511;148102;89273;179495;22921;47348;16261;33519;4278;8739;12503;25494;43116;86070;9493;20043
31.12.2013;43-Jährige;76794;154040;92795;186689;23312;48044;16811;34231;4379;9030;12770;26115;44797;89888;9840;20371
31.12.2013;44-Jährige;82155;165809;99638;202222;24251;50219;17754;35836;4709;9681;13288;27320;48066;97075;10287;21307
31.12.2013;45-Jährige;86347;173978;103738;211040;25685;52875;18834;37952;5044;10313;14216;29236;50102;101630;11114;22741
31.12.2013;46-Jährige;87873;178174;106768;216603;25846;53133;20001;40494;5067;10459;14362;29540;51234;103474;11862;23932
31.12.2013;47-Jährige;90110;182653;107973;219354;27248;55437;21588;43444;5200;10856;14535;29726;52254;105945;12803;25971
31.12.2013;48-Jährige;89522;182145;106617;217994;27876;57246;22414;45629;5248;10804;14067;28730;52460;106317;13521;27628
31.12.2013;49-Jährige;91156;185510;109054;221264;28528;58115;23362;47722;5177;10682;14278;29149;52675;107171;14282;29157
31.12.2013;50-Jährige;89978;183268;108161;218510;28384;57906;24319;49350;5216;10481;13820;27913;52125;105469;14959;30468
31.12.2013;51-Jährige;87441;177385;105044;211753;27084;55200;24063;49002;5145;10312;13003;26073;50020;101213;14988;30449
31.12.2013;52-Jährige;86662;174341;103616;208943;25959;52438;23831;48400;4923;9927;12499;24980;49247;98825;15182;30928
31.12.2013;53-Jährige;84293;168917;99395;200236;24481;50153;23139;46691;4813;9650;12039;24258;47449;95374;14973;30228
31.12.2013;54-Jährige;80823;162230;96168;194018;23704;48034;22397;45647;4781;9400;11573;23179;46250;92693;14669;29552
31.12.2013;55-Jährige;76850;154250;91612;184184;21955;44229;20641;41891;4625;9121;11032;21925;43832;87890;13768;27814
31.12.2013;56-Jährige;74816;149998;89250;178704;21146;42425;20071;40822;4595;9037;10587;20982;42949;85881;13374;27148
31.12.2013;57-Jährige;73387;146060;85534;171589;20929;41593;20063;40687;4415;8622;10180;19994;41578;82748;13648;27249
31.12.2013;58-Jährige;69954;138436;81883;162409;20954;41137;20180;40836;4312;8363;9648;19002;40112;79225;13775;27461
31.12.2013;59-Jährige;68648;134059;80694;158438;20974;40616;20205;40200;4238;8202;9607;18572;39611;77688;13651;27339
31.12.2013;60-Jährige;66306;128496;78054;152302;20718;39910;19886;39505;4097;7850;9136;17557;38123;74131;13534;26830
31.12.2013;61-Jährige;66114;128415;78579;152771;20751;39240;19525;38551;4121;7860;9240;17834;38477;74670;13244;26024
31.12.2013;62-Jährige;64008;124382;76105;147897;21085;39819;18781;37427;4116;7886;9222;17548;37863;73320;12745;25162
31.12.2013;63-Jährige;64843;124875;76660;149135;22011;41254;17830;35078;4047;7783;9530;18050;38601;74914;11847;23451
31.12.2013;64-Jährige;63156;122566;74793;145483;20388;38567;15190;29823;4117;7899;9446;18022;38370;74525;10256;20144
31.12.2013;65-Jährige;57512;112643;71121;138640;18518;35244;13080;25726;3797;7342;9059;17439;35738;69854;8929;17508
31.12.2013;66-Jährige;53800;104635;69248;135076;17387;32837;12699;24592;3742;7053;8662;16728;33627;65097;8426;16303
31.12.2013;67-Jährige;47223;91287;61901;119254;13253;25611;8618;16575;3586;6926;8089;15500;28751;55718;5477;10739
31.12.2013;68-Jährige;40811;78227;49815;95736;15336;28921;10435;19572;2917;5540;7298;13736;24050;46232;6134;11591
31.12.2013;69-Jährige;53035;101632;64043;123620;20084;37844;15452;29087;3601;6881;9139;17308;31955;61353;9156;17236
31.12.2013;70-Jährige;54166;102360;64181;123259;21046;39715;16452;31221;3692;7141;9128;17319;31485;60632;10019;18736
31.12.2013;71-Jährige;52423;100231;62266;118870;19942;37443;16073;30074;3752;7024;8850;16741;30007;57239;9770;18112
31.12.2013;72-Jährige;64078;119812;76443;143847;23096;42957;19786;37027;4249;7876;10130;19128;36040;68487;12404;22891
31.12.2013;73-Jährige;66866;124387;81356;151621;22087;40755;20046;36849;4347;8207;10564;19345;38740;72684;12688;22959
31.12.2013;74-Jährige;65823;121521;79911;148087;20851;37654;19515;35455;4328;7815;10217;18416;37720;70001;12957;23008
31.12.2013;75-Jährige;61349;112021;71835;132095;19115;34306;17839;32109;4153;7462;9560;17135;34240;63227;11878;21186
31.12.2013;76-Jährige;56104;102256;65296;118426;18175;31934;16265;29125;3881;6837;8801;15958;31793;58029;10833;18989
31.12.2013;77-Jährige;53542;96725;62072;110561;16936;29684;15666;27700;3712;6537;8514;15010;30368;54943;10551;17954
31.12.2013;78-Jährige;50169;90035;57977;101936;16172;28073;14968;26313;3494;5921;8279;14299;28649;50957;9975;17038
31.12.2013;79-Jährige;44823;79109;52587;91438;14741;25249;13447;23291;3135;5288;7162;12039;25973;45672;9101;15352
31.12.2013;80-Jährige;36652;63893;43343;74194;10370;17368;10185;17192;2316;3876;5342;8964;20303;35425;7152;11862
31.12.2013;81-Jährige;35213;60346;42569;71487;9483;15651;9747;16255;2371;3758;5051;8302;19572;33233;6949;11393
31.12.2013;82-Jährige;34595;58115;40741;67318;9230;15192;9243;15277;2286;3608;5132;8189;19182;32033;6434;10401
31.12.2013;83-Jährige;34424;56797;40459;65721;9345;14926;9366;14958;2288;3566;5281;8282;19877;32257;6279;9797
31.12.2013;84-Jährige;31774;51434;37320;59672;8714;13650;8313;12982;2147;3341;4911;7664;18120;29453;5591;8575
31.12.2013;85-Jährige;29614;46851;34364;54404;7853;12001;7574;11390;2029;3105;4753;7198;16640;26850;5045;7469
31.12.2013;86-Jährige;25938;39845;30676;46939;6833;10150;6379;9288;1840;2691;4173;6108;15114;23279;4316;6049
31.12.2013;87-Jährige;24026;35643;28854;42046;6661;9293;5729;7910;1678;2363;3895;5585;14126;20980;3743;5085
31.12.2013;88-Jährige;21961;31470;26380;37008;5941;8031;4969;6749;1496;2070;3602;5028;13018;18579;3283;4333
31.12.2013;89-Jährige;18342;24994;21938;29667;4948;6407;4137;5376;1251;1670;3153;4197;11054;15170;2600;3358
31.12.2013;90 Jahre und mehr;65222;84565;76619;99224;20003;24714;14112;17536;4911;6331;11558;14943;38689;50165;8561;10553
31.12.2013;Insgesamt;5400572;10631278;6407093;12604244;1752038;3421829;1243753;2449193;336203;657391;898396;1746342;3082826;6045425;810174;1596505
_____
Berlin: bis 1990 nur Berlin-West
Neue Länder ab 1991

Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
_____
(C)opyright Statistisches Bundesamt, Wiesbaden 2015
Stand: 16.11.2015 / 12:02:54
